Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20
15	-19.610339	-8.325622	-14.720258	34.716541	3.147486	8.47456	-15.349529	5.524732	5.385196	-21.076679	-6.647361	-14.047497	36.613073	4.535081	7.850184	-16.124655	3.504487	5.544783	-20.422231	-7.477262	-13.96629	36.862323	4.355705	8.089512	-15.598992	3.492374	6.773602	-21.931243	-8.50754	-16.564119	36.435159	3.795648	8.275514	-16.474703	4.199756	5.695775	-21.85179	-9.331055	-14.639268	35.078583	3.137083	7.072787	-14.719379	7.087696	5.965426	-21.523934	-8.481991	-16.148458	33.903969	4.12795	9.884749	-14.934898	8.54374	7.216303	-20.033752	-9.094301	-15.899408	32.648314	4.462493	8.631228	-15.665095	4.965829	6.481038	-20.178312	-9.293155	-10.463896	36.30422	4.165536	5.999513	-15.29743	5.179795	4.533729	-20.749515	-8.99752	-15.184458	34.248132	3.700262	7.974296	-15.079634	5.069365	5.668832	-20.134342	-8.543838	-11.661052	36.005243	4.579686	8.069806	-14.837997	4.36895	4.55038	-20.996903	-9.763071	-14.01596	34.791808	4.000764	8.398944	-14.950902	5.244811	6.538095	-20.512165	-7.709674	-13.364077	34.101316	4.528868	8.562985	-15.408021	3.807231	3.229	-20.326411	-8.083909	-16.11333	34.014104	3.951432	9.406855	-15.570768	5.03547	5.491188	-21.815846	-8.829836	-15.448161	34.284532	4.331344	9.376197	-14.876118	5.322391	7.331962	-19.244749	-9.694851	-15.152926	35.260567	3.939553	8.699975	-14.805245	5.429704	5.189132	-20.19343	-8.9625	-16.521671	32.398647	4.043472	9.003132	-15.442847	5.734799	6.778532	-19.811035	-9.813541	-12.808695	37.184235	4.487905	8.103115	-16.075953	4.967113	4.110972	-19.959965	-10.107735	-11.750211	36.453309	4.32761	7.614956	-16.913817	3.78097	3.602542	-20.689464	-9.192999	-12.092454	36.068011	4.390576	7.904534	-15.773064	5.138015	4.754854	-20.847006	-9.654064	-15.455732	35.836361	3.788806	9.338917	-15.799568	6.377289	6.226487
16	-18.131071	-8.229711	-15.302905	33.695928	3.424408	9.313297	-16.06006	5.381447	5.152226	-19.846079	-6.544115	-14.599151	35.874816	4.658635	8.677397	-16.968425	3.461951	5.366737	-19.128454	-7.369843	-14.315423	36.086417	4.442733	8.808883	-16.527824	3.426433	6.571842	-20.824319	-8.453835	-17.044196	35.560066	4.058792	9.219054	-17.231655	4.142325	5.29578	-20.580757	-9.089634	-15.342974	34.148452	3.278149	7.986798	-15.559111	6.888475	5.672243	-20.188775	-8.390623	-16.782264	32.745641	4.339663	10.61251	-15.554676	8.272863	6.774109	-18.795829	-8.91601	-16.162262	31.858276	4.514973	9.155712	-16.531342	4.821688	6.144752	-18.856449	-8.999474	-11.369261	35.435753	4.227953	7.080051	-16.203988	5.108447	4.347631	-19.534116	-8.936361	-15.566661	33.523906	3.812396	8.642245	-15.989037	5.00039	5.42638	-18.928917	-8.394821	-12.290667	35.381902	4.552931	8.939815	-15.762863	4.36944	4.393104	-19.865102	-9.558376	-14.612217	34.187598	4.105931	9.215132	-15.806965	5.181088	6.265581	-19.237371	-7.409334	-14.121714	32.91006	4.576791	9.53368	-16.043375	3.718388	2.968949	-18.90886	-7.871384	-16.66316	32.78188	4.15724	10.276656	-16.197607	4.90199	4.993776	-20.637099	-8.732171	-15.991244	33.537484	4.367212	10.237881	-15.771838	5.211611	7.05653	-18.015734	-9.419686	-15.874557	34.378559	3.999121	9.862339	-15.63169	5.416571	4.898706	-18.715862	-8.944864	-16.865992	31.212251	4.255869	9.647363	-16.133431	5.580932	6.465385	-18.613493	-9.470629	-13.721525	36.359262	4.3728	9.212919	-16.911334	4.937037	4.047561	-18.774218	-9.785547	-12.534821	35.833246	4.341415	8.678566	-17.802059	3.784882	3.342772	-19.400049	-8.936827	-12.860174	35.184359	4.394803	8.812034	-16.580459	5.114091	4.643751	-19.57458	-9.499803	-16.194285	34.74951	3.883137	10.435184	-16.539825	6.27381	5.896093
17	-16.540496	-8.137419	-15.83691	32.361301	3.726254	10.025136	-16.532144	5.207648	4.935399	-18.511973	-6.397036	-15.174283	34.828752	4.785427	9.428929	-17.618722	3.401832	5.204636	-17.684802	-7.211371	-14.743413	34.915553	4.520914	9.518029	-17.222549	3.33648	6.370648	-19.59623	-8.374617	-17.441966	34.401771	4.339008	9.954353	-17.793871	4.043239	4.914658	-19.164107	-8.855828	-16.038105	32.864056	3.494469	8.848849	-16.157968	6.654894	5.318086	-18.68435	-8.336764	-17.242091	31.291953	4.57028	11.079821	-15.973998	7.969311	6.36926	-17.393343	-8.69507	-16.405192	30.73525	4.636336	9.598363	-17.182603	4.652285	5.768076	-17.405146	-8.651381	-12.432197	34.216769	4.284654	8.260612	-16.901419	4.983599	4.149483	-18.196396	-8.823716	-15.979599	32.43555	4.029174	9.316026	-16.66959	4.884826	5.096972	-17.591705	-8.143039	-13.061484	34.412934	4.5134	9.856262	-16.461553	4.379552	4.245837	-18.577594	-9.300471	-15.251654	33.206547	4.301399	10.014303	-16.435305	5.099699	5.931943	-17.828516	-7.1099	-14.814441	31.440949	4.679702	10.366721	-16.482827	3.549289	2.679819	-17.343419	-7.711487	-17.015279	31.252702	4.364135	10.893571	-16.589669	4.716565	4.480499	-19.30944	-8.567367	-16.519499	32.427309	4.507691	11.073234	-16.437647	5.086908	6.649853	-16.662729	-9.136249	-16.529545	33.187387	4.080167	10.852831	-16.269679	5.365264	4.608051	-17.097072	-8.911475	-17.115517	29.757092	4.496723	10.130453	-16.595618	5.399024	6.137917	-17.267215	-9.115367	-14.613444	35.202941	4.29636	10.21899	-17.536853	4.848417	3.954379	-17.49709	-9.388734	-13.459213	34.876402	4.363195	9.760925	-18.495309	3.754159	3.126697	-17.974199	-8.666098	-13.662474	33.958459	4.409608	9.669461	-17.180796	5.036929	4.536559	-18.129278	-9.306937	-16.898443	33.325857	3.988916	11.340013	-17.034202	6.128042	5.589127
18	-14.831563	-8.092054	-16.202882	30.720342	4.026347	10.484877	-16.702295	4.976476	4.768709	-17.045979	-6.292424	-15.617594	33.461857	4.919061	9.914097	-18.035183	3.289138	5.102052	-16.09911	-7.085887	-15.132577	33.40868	4.58603	10.065016	-17.669173	3.211382	6.213497	-18.204405	-8.335775	-17.648528	32.940753	4.607872	10.304907	-18.106903	3.873132	4.626856	-17.577524	-8.708736	-16.586788	31.213958	3.760584	9.477876	-16.44837	6.375341	4.972801	-16.997224	-8.356698	-17.403459	29.538928	4.798151	11.177825	-16.129301	7.621965	6.026203	-15.819102	-8.498377	-16.52272	29.312897	4.780646	9.800116	-17.575018	4.449716	5.442926	-15.816427	-8.352561	-13.472195	32.66024	4.344417	9.35	-17.333907	4.782054	3.949603	-16.724178	-8.732267	-16.29918	31.032023	4.314847	9.828958	-17.0998	4.706516	4.760327	-16.115141	-7.883021	-13.832233	33.146918	4.487302	10.685928	-16.921641	4.367154	4.100906	-17.138596	-9.069677	-15.812608	31.915234	4.529082	10.62063	-16.86236	4.980618	5.633575	-16.255314	-6.887257	-15.292385	29.672667	4.853332	10.944788	-16.648201	3.272947	2.333231	-15.645975	-7.632068	-17.097163	29.45273	4.556239	11.165669	-16.682347	4.461263	3.991062	-17.832599	-8.422252	-16.90405	31.03113	4.711285	11.712959	-16.872635	4.946579	6.198518	-15.168897	-8.93702	-16.973009	31.705298	4.200369	11.501201	-16.682986	5.246391	4.346839	-15.326415	-8.88577	-17.188471	28.041393	4.727916	10.355136	-16.750821	5.178727	5.831163	-15.773616	-8.825487	-15.358496	33.76019	4.276311	10.985957	-17.937034	4.672305	3.847922	-16.108462	-9.015618	-14.372008	33.594171	4.399886	10.676596	-18.955563	3.664177	2.982841	-16.401249	-8.471561	-14.345956	32.408542	4.464001	10.328216	-17.518907	4.885296	4.424311	-16.535216	-9.136042	-17.470654	31.645359	4.098659	11.9492	-17.275705	5.922968	5.335821
19	-13.038087	-8.092175	-16.368023	28.873452	4.309228	10.700502	-16.577617	4.677364	4.624616	-15.46906	-6.267287	-15.85474	31.85395	5.069315	10.093351	-18.223422	3.111142	5.05229	-14.369127	-7.052843	-15.357493	31.583212	4.651105	10.311517	-17.795276	3.023754	6.099789	-16.671536	-8.355628	-17.650596	31.24268	4.858174	10.294684	-18.168884	3.637735	4.428135	-15.854617	-8.6576	-16.930526	29.288279	4.043933	9.838638	-16.439131	6.054117	4.656095	-15.1802	-8.425435	-17.282814	27.568355	5.011285	10.989283	-16.000586	7.237104	5.697553	-14.107455	-8.346913	-16.467891	27.668194	4.916365	9.729799	-17.701435	4.221571	5.189126	-14.111604	-8.169592	-14.315371	30.826009	4.43112	10.208973	-17.443178	4.499445	3.721438	-15.136804	-8.688482	-16.458393	29.401486	4.625069	10.113325	-17.299176	4.465822	4.463207	-14.487541	-7.689259	-14.451676	31.591525	4.506482	11.29516	-17.066829	4.280136	3.923307	-15.530926	-8.921067	-16.168507	30.321251	4.749129	10.891961	-17.050452	4.800989	5.418944	-14.550881	-6.747272	-15.514917	27.674394	5.081769	11.302984	-16.519545	2.904529	1.89296	-13.858933	-7.61163	-16.936825	27.454408	4.731581	11.150146	-16.461299	4.139749	3.520234	-16.197235	-8.346992	-17.030109	29.371858	4.941836	12.010743	-17.02452	4.787174	5.760421	-13.551305	-8.865196	-17.120352	29.981947	4.371551	11.74198	-16.829592	5.035229	4.118403	-13.448114	-8.867389	-17.086174	26.144836	4.929972	10.358814	-16.58831	4.915496	5.532741	-14.128143	-8.658914	-15.837912	32.030044	4.34138	11.399796	-18.028462	4.368317	3.714572	-14.610196	-8.74241	-15.121159	32.036449	4.475784	11.294121	-19.147089	3.489263	2.892693	-14.709029	-8.379379	-14.837432	30.605263	4.573122	10.754556	-17.579099	4.655948	4.278036	-14.807554	-9.013064	-17.825871	29.740835	4.222117	12.184913	-17.207887	5.631077	5.127342
20	-11.181271	-8.118802	-16.311415	26.867732	4.561018	10.685264	-16.107598	4.288028	4.461256	-13.790633	-6.326587	-15.833208	30.034469	5.241046	9.951626	-18.131903	2.85573	5.025477	-12.539612	-7.09778	-15.382139	29.543489	4.734336	10.290043	-17.608404	2.75971	5.972215	-15.009317	-8.424831	-17.442136	29.325612	5.088266	9.961879	-17.915678	3.344879	4.287044	-14.007883	-8.688291	-17.022001	27.111293	4.326645	9.935777	-16.075859	5.686372	4.334809	-13.263034	-8.503835	-16.898536	25.406795	5.201079	10.607862	-15.511304	6.80563	5.307137	-12.267492	-8.235911	-16.18357	25.81408	5.02696	9.379535	-17.466415	3.971829	4.97647	-12.324758	-8.101679	-14.889839	28.791128	4.557397	10.818349	-17.208326	4.141907	3.419797	-13.432172	-8.693977	-16.387714	27.562482	4.930224	10.125038	-17.204529	4.148017	4.198966	-12.752925	-7.573199	-14.851679	29.836787	4.576131	11.665637	-16.905102	4.08382	3.680365	-13.789936	-8.845014	-16.294897	28.502882	4.943645	10.875421	-16.993147	4.563459	5.25159	-12.731931	-6.670992	-15.449288	25.472063	5.344326	11.48908	-16.025234	2.449035	1.305463	-12.004981	-7.614831	-16.537499	25.282058	4.883123	10.909018	-15.828321	3.736103	3.024312	-14.429018	-8.345144	-16.850322	27.511642	5.161752	11.935136	-16.862416	4.601268	5.350703	-11.842562	-8.897323	-16.983579	28.075019	4.583555	11.637039	-16.689526	4.727635	3.904319	-11.489406	-8.839125	-16.802866	24.104714	5.089435	10.176273	-16.049262	4.587375	5.207947	-12.378457	-8.594652	-16.058777	30.089217	4.481334	11.523196	-17.803521	3.943722	3.523861	-13.024749	-8.581278	-15.634864	30.270133	4.606444	11.599941	-19.066929	3.214299	2.813596	-12.906466	-8.396549	-15.049036	28.559937	4.749944	10.916266	-17.263845	4.320884	4.035659	-12.992297	-8.92935	-17.932843	27.678197	4.369521	12.078868	-16.802385	5.234496	4.919259
21	-9.29779	-8.13088	-16.059302	24.767766	4.765064	10.509857	-15.266177	3.805452	4.228716	-12.037047	-6.43397	-15.554159	28.060991	5.42279	9.56327	-17.716532	2.520091	4.956165	-10.631902	-7.189305	-15.177762	27.329323	4.852306	10.056291	-17.05207	2.39324	5.747615	-13.256837	-8.50064	-17.065974	27.238373	5.298528	9.448123	-17.300156	3.009566	4.121638	-12.071194	-8.750169	-16.866062	24.732631	4.587861	9.866947	-15.322289	5.2683	3.930287	-11.294603	-8.538945	-16.323053	23.105817	5.363605	10.206397	-14.617825	6.311461	4.747624	-10.356578	-8.124054	-15.725228	23.819051	5.111695	8.906447	-16.885778	3.701757	4.719449	-10.473257	-8.132062	-15.112856	26.591225	4.733766	11.179772	-16.543574	3.682796	2.952613	-11.649086	-8.710748	-16.132582	25.584442	5.209976	9.976142	-16.820435	3.764784	3.905165	-10.937393	-7.5235	-14.978377	27.922702	4.691344	11.78809	-16.395787	3.737654	3.337137	-11.928597	-8.81702	-16.167862	26.481916	5.098812	10.620734	-16.621723	4.261925	5.071724	-10.833366	-6.605807	-15.120307	23.122906	5.592841	11.605469	-15.126069	1.924826	0.533477	-10.12643	-7.5897	-15.990594	23.011769	5.008484	10.611525	-14.823638	3.264049	2.444438	-12.562167	-8.382103	-16.391876	25.504999	5.351788	11.567808	-16.372166	4.377983	4.933855	-10.062086	-8.992724	-16.561441	26.004387	4.813428	11.247141	-16.16101	4.311833	3.65708	-9.497677	-8.76964	-16.361496	21.982174	5.197143	9.895616	-15.111642	4.17706	4.795679	-10.54941	-8.601456	-16.010824	27.965234	4.681685	11.405597	-17.204152	3.389594	3.22931	-11.36146	-8.526036	-15.818327	28.320937	4.810554	11.582099	-18.641996	2.810592	2.665867	-11.041963	-8.460246	-15.016545	26.358501	4.96448	10.912288	-16.593469	3.892175	3.661604	-11.131096	-8.856167	-17.801784	25.51315	4.538237	11.720098	-16.059026	4.732542	4.662216
22	-7.417893	-8.094055	-15.658693	22.62601	4.910928	10.259678	-14.069088	3.260211	3.890898	-10.23587	-6.537912	-15.066143	25.988988	5.598914	9.059352	-16.972028	2.114783	4.773592	-8.681447	-7.266311	-14.766431	24.994082	5.009871	9.758363	-16.098553	1.919747	5.319078	-11.458285	-8.537095	-16.580253	25.037272	5.4894	8.917512	-16.331329	2.644989	3.841799	-10.080516	-8.790923	-16.507359	22.206939	4.812597	9.759332	-14.183634	4.807297	3.365966	-9.31779	-8.498252	-15.637737	20.723542	5.497972	9.933478	-13.336506	5.752286	3.953008	-8.412876	-7.969764	-15.133961	21.704376	5.166179	8.468698	-15.905852	3.403331	4.313502	-8.5843	-8.190753	-15.049231	24.296286	4.940673	11.4241	-15.510922	3.132556	2.274046	-9.812626	-8.700987	-15.724586	23.489492	5.448036	9.772603	-16.078385	3.320462	3.502764	-9.083053	-7.494117	-14.835271	25.906857	4.824048	11.724931	-15.530496	3.24467	2.870273	-9.985247	-8.783588	-15.827622	24.30307	5.209524	10.270634	-15.88651	3.894874	4.778151	-8.889503	-6.503764	-14.592938	20.688065	5.780099	11.741429	-13.838727	1.360193	-0.415077	-8.251096	-7.493194	-15.341165	20.684699	5.096713	10.393151	-13.409917	2.739069	1.708727	-10.620874	-8.40224	-15.680875	23.379261	5.485994	11.020599	-15.474581	4.094899	4.441441	-8.253402	-9.080414	-15.967925	23.837111	5.024508	10.751931	-15.260641	3.832209	3.322592	-7.516654	-8.635656	-15.795127	19.832402	5.254191	9.61256	-13.799391	3.697947	4.236598	-8.684334	-8.614608	-15.725376	25.713935	4.907708	11.167315	-16.213089	2.726521	2.776991	-9.65323	-8.510702	-15.721588	26.261184	5.064599	11.381485	-17.893211	2.315924	2.376514	-9.143253	-8.510494	-14.752502	24.033561	5.187658	10.834414	-15.515795	3.377344	3.096886	-9.260733	-8.745072	-17.409892	23.283261	4.712986	11.203224	-14.921676	4.132571	4.278031
23	-5.572932	-7.963179	-15.125997	20.478684	4.983082	10.037987	-12.462118	2.686671	3.354841	-8.408668	-6.571244	-14.400529	23.85008	5.750603	8.613964	-15.826025	1.6544	4.353872	-6.724057	-7.279057	-14.203484	22.587054	5.186036	9.528914	-14.767315	1.375223	4.633827	-9.652963	-8.473695	-16.020569	22.757948	5.643856	8.557317	-14.946642	2.272516	3.314646	-8.058336	-8.746343	-15.958328	19.556821	4.971814	9.764969	-12.578812	4.312131	2.508197	-7.376057	-8.34105	-14.900054	18.312623	5.583728	9.952946	-11.607557	5.127332	2.82715	-6.482453	-7.738907	-14.489932	19.5101	5.179982	8.248364	-14.525798	3.083972	3.663914	-6.668286	-8.220746	-14.716533	21.932817	5.150624	11.648209	-14.08964	2.505271	1.316775	-7.968821	-8.625878	-15.228233	21.320541	5.632389	9.655141	-14.949223	2.842304	2.9098	-7.223867	-7.437597	-14.471669	23.835739	4.943844	11.568945	-14.332196	2.654808	2.27648	-8.006475	-8.699373	-15.349409	22.014536	5.281648	9.980627	-14.789082	3.473997	4.290098	-6.926697	-6.311816	-13.909488	18.213045	5.835411	11.973781	-12.097715	0.784451	-1.542737	-6.405571	-7.300605	-14.643847	18.353063	5.132263	10.373613	-11.607345	2.197742	0.77243	-8.654358	-8.351851	-14.838757	21.191021	5.556117	10.48937	-14.210644	3.757459	3.823275	-6.448534	-9.103715	-15.270818	21.603951	5.185562	10.293445	-13.937049	3.327207	2.827691	-5.595104	-8.400043	-15.106291	17.708144	5.247766	9.431233	-12.064552	3.173492	3.431677	-6.824984	-8.579088	-15.262404	23.391696	5.12745	10.930997	-14.857908	2.001904	2.134978	-7.919766	-8.47798	-15.370385	24.117944	5.334688	11.103758	-16.771165	1.764435	1.867786	-7.244536	-8.483012	-14.326797	21.63323	5.380002	10.823812	-14.037592	2.812413	2.299252	-7.418512	-8.553708	-16.816309	21.032603	4.866246	10.692202	-13.439133	3.499794	3.714189
24	-3.780641	-7.731648	-14.503061	18.349323	4.997637	9.944766	-10.519785	2.116529	2.56692	-6.589353	-6.497204	-13.644777	21.693397	5.856002	8.361047	-14.333915	1.181337	3.672637	-4.800039	-7.165978	-13.5252	20.144783	5.335811	9.501752	-13.007218	0.808208	3.612029	-7.871338	-8.294202	-15.432001	20.452285	5.739916	8.456902	-13.206946	1.922424	2.513855	-6.031504	-8.59028	-15.283803	16.839678	5.046185	9.961477	-10.576373	3.798723	1.345224	-5.491342	-8.075224	-14.154973	15.929639	5.602156	10.268882	-9.512002	4.455573	1.418019	-4.594233	-7.421479	-13.847628	17.27848	5.132066	8.327059	-12.765987	2.760257	2.74382	-4.744744	-8.166757	-14.175992	19.532698	5.312513	11.939462	-12.296515	1.838788	0.073687	-6.154513	-8.461348	-14.683531	19.117584	5.748115	9.704552	-13.431894	2.356839	2.084086	-5.389828	-7.30086	-13.902667	21.739728	5.015488	11.405178	-12.756444	2.01978	1.531161	-6.039644	-8.512247	-14.783481	19.647614	5.304224	9.918292	-13.261957	3.016559	3.500999	-4.971792	-6.020807	-13.141171	15.743517	5.742226	12.308236	-9.970721	0.216848	-2.793635	-4.605152	-7.009853	-13.923726	16.053316	5.098529	10.594296	-9.454392	1.661669	-0.365931	-6.704454	-8.189446	-13.946944	18.97862	5.550359	10.129689	-12.574062	3.380946	3.028231	-4.681916	-9.016163	-14.556513	19.338878	5.275084	10.045662	-12.187313	2.839964	2.0866	-3.75233	-8.064115	-14.32654	15.644548	5.178234	9.389763	-9.992597	2.642416	2.39123	-5.018492	-8.435687	-14.659644	21.038876	5.301345	10.817014	-13.091154	1.267377	1.242641	-6.189982	-8.36356	-14.845502	21.923985	5.562883	10.885749	-15.268786	1.202184	1.097949	-5.369358	-8.342574	-13.799752	19.194665	5.506842	10.974307	-12.19045	2.228206	1.2559	-5.633775	-8.245225	-16.053613	18.783757	4.965779	10.314875	-11.60551	2.889662	2.91223
25	-2.063175	-7.380594	-13.788209	16.258323	4.950217	10.059168	-8.239385	1.564211	1.445712	-4.812089	-6.276009	-12.837244	19.559776	5.876196	8.397516	-12.468006	0.726834	2.68955	-2.940509	-6.913736	-12.786883	17.711133	5.412641	9.706074	-10.892282	0.264203	2.300227	-6.130656	-7.977289	-14.826796	18.152701	5.741645	8.687963	-11.091654	1.608087	1.398415	-4.020131	-8.292394	-14.498164	14.097232	4.993215	10.383418	-8.169348	3.25715	-0.137146	-3.682758	-7.692291	-13.409525	13.62233	5.514833	10.868933	-7.052287	3.726267	-0.247273	-2.776644	-7.01242	-13.230937	15.060194	4.9924	8.750908	-10.606103	2.442049	1.531478	-2.831188	-8.005722	-13.483437	17.119402	5.383804	12.313592	-10.176107	1.161687	-1.391211	-4.404393	-8.177715	-14.100636	16.92194	5.76388	9.97991	-11.487434	1.879062	0.980526	-3.602404	-7.066837	-13.193009	19.648982	5.026757	11.303069	-10.865546	1.394027	0.652788	-4.122578	-8.214106	-14.175584	17.258305	5.264436	10.117809	-11.361804	2.550458	2.429146	-3.044606	-5.616339	-12.307005	13.310079	5.476182	12.734723	-7.43792	-0.353216	-4.147033	-2.868761	-6.619045	-13.179317	13.821817	4.965616	11.063845	-6.955867	1.130448	-1.690779	-4.820483	-7.886969	-13.088312	16.793415	5.454603	10.080473	-10.569619	2.991204	2.010897	-2.968966	-8.807066	-13.872142	17.066553	5.28728	10.096438	-10.063164	2.38114	1.064094	-2.009123	-7.616598	-13.460872	13.671114	5.031889	9.516755	-7.58523	2.127059	1.105733	-3.289892	-8.172887	-13.980317	18.695127	5.404551	10.873592	-10.981346	0.564132	0.122606	-4.48654	-8.136454	-14.220116	19.703997	5.709251	10.81179	-13.421296	0.6557	0.078768	-3.542289	-8.054634	-13.199756	16.751862	5.524062	11.359309	-9.970078	1.639031	-0.058348	-3.929387	-7.794434	-15.166485	16.559518	4.969732	10.179366	-9.426637	2.34664	1.832402
26	-0.424753	-6.917283	-12.977768	14.223253	4.836916	10.366068	-5.676966	1.028189	0.017357	-3.104567	-5.906625	-12.002514	17.488684	5.787823	8.718477	-10.261828	0.303985	1.440385	-1.174247	-6.51162	-11.998891	15.322002	5.37746	10.133864	-8.442916	-0.241587	0.728777	-4.432165	-7.5373	-14.193772	15.888448	5.630768	9.207925	-8.651009	1.30412	0.019866	-2.040783	-7.859891	-13.61823	11.385513	4.797656	10.962358	-5.438973	2.653766	-1.843116	-1.951515	-7.207914	-12.642773	11.424702	5.300381	11.612804	-4.303853	2.920512	-2.051142	-1.033294	-6.537415	-12.621628	12.895873	4.767724	9.418408	-8.127784	2.119785	0.104936	-0.949166	-7.70125	-12.646383	14.707875	5.302115	12.754771	-7.697242	0.484037	-3.015015	-2.72305	-7.786104	-13.477024	14.762197	5.679673	10.440101	-9.192566	1.400838	-0.348133	-1.880844	-6.721513	-12.365437	17.580449	4.971957	11.308693	-8.669149	0.802171	-0.366298	-2.28291	-7.799117	-13.522114	14.8884	5.140234	10.564103	-9.096685	2.081941	1.082254	-1.158979	-5.115522	-11.426879	10.934253	5.061341	13.192062	-4.564215	-0.970863	-5.54161	-1.192491	-6.157113	-12.401346	11.666978	4.734838	11.675995	-4.196133	0.582774	-3.105823	-3.023689	-7.462914	-12.301568	14.672936	5.274017	10.344287	-8.264639	2.600879	0.795935	-1.32891	-8.452687	-13.221872	14.817147	5.193926	10.51456	-7.551764	1.938379	-0.291771	-0.359643	-7.073504	-12.521585	11.794894	4.810988	9.77975	-4.906134	1.631212	-0.366748	-1.656316	-7.78234	-13.238862	16.385024	5.41099	11.109099	-8.546673	-0.094709	-1.214724	-2.835005	-7.756655	-13.526836	17.473349	5.721798	10.967337	-11.184718	0.141098	-1.21099	-1.767426	-7.639284	-12.547299	14.332308	5.425941	11.934012	-7.458858	1.040913	-1.573512	-2.297286	-7.221999	-14.199171	14.373853	4.866101	10.281931	-6.967395	1.866187	0.508543
