Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20
39	10.870447	-1.702532	2.652864	8.69714	3.594889	8.805509	22.839727	-6.241123	-6.081624	9.50187	-0.174734	1.165186	6.312329	2.919971	9.102395	25.375158	-7.622376	-8.193055	10.594801	-0.805111	2.776149	4.381662	3.002195	10.640263	26.49339	-8.393028	-7.065927	10.661695	-2.168715	-0.329576	3.194495	2.431458	10.057941	26.136352	-7.193033	-7.256074	10.775205	-2.828398	1.787818	7.228965	3.88739	11.644322	20.492813	-6.548708	-7.057514	9.389905	-2.074127	1.788739	9.521598	4.405062	9.624716	21.790064	-6.655349	-7.120968	10.452372	-2.575208	0.097806	3.912342	2.496391	9.704655	26.174652	-4.221234	-6.812045	12.029784	-2.413777	1.467715	3.675459	2.504249	11.484959	25.040988	-9.281365	-7.243572	10.130289	-1.819378	0.759208	2.972452	2.377844	9.736541	25.456581	-7.759498	-8.364243	12.359885	-0.844029	2.193817	5.392601	3.142646	10.311598	23.113867	-6.237084	-5.723589	10.757431	-2.505371	0.923513	3.609141	2.601762	10.138809	22.82114	-5.974088	-7.473306	11.244805	-1.825775	-0.177721	6.442216	3.714504	11.525951	21.596532	-8.801079	-6.151568	10.638077	-2.833302	0.840876	7.313657	3.745441	11.550107	23.919953	-6.128227	-5.187827	10.080914	-3.072095	0.167977	3.631808	2.525307	11.644124	26.332088	-4.694076	-6.745732	11.951937	-3.312976	0.871009	3.610326	2.601041	11.747477	25.125217	-7.105012	-7.062036	10.141583	-1.892743	1.799622	9.010054	3.840491	9.064552	24.776204	-5.385353	-6.060475	10.841517	-2.118112	0.575064	6.448518	3.627067	9.62271	21.682977	-7.205729	-6.921306	12.490374	-1.096147	0.531981	0.978095	1.960734	10.595817	25.14054	-8.135058	-7.025358	12.420645	-1.724458	2.630717	3.396901	2.734751	10.638282	23.104555	-9.375717	-7.050707	12.536349	-1.505913	1.319985	2.834973	2.803444	10.108834	24.553779	-5.811147	-6.50107
40	11.004361	-2.089119	2.835125	11.155324	4.30483	9.36168	22.667823	-6.060845	-6.01116	9.728342	-0.534008	1.456706	7.865193	3.320974	9.073624	26.463036	-8.03095	-7.758476	10.833221	-1.133308	3.388235	6.370237	3.625023	11.139129	27.156581	-8.466474	-6.780893	10.945757	-2.552511	0.167274	5.059502	2.986395	10.281568	26.61828	-7.430766	-6.951664	10.778369	-3.311924	2.297288	10.203969	4.965602	12.410043	19.988776	-5.853914	-7.047584	9.576374	-2.345178	2.126914	11.981999	5.133195	10.64323	21.682053	-6.100393	-6.852595	10.424564	-2.961195	0.294988	5.924397	3.087899	10.000294	26.693778	-4.213378	-6.255674	12.132519	-2.829235	1.763772	5.892398	3.221702	12.036974	25.287807	-9.247169	-7.100309	10.33066	-2.148171	1.19195	4.487241	2.846087	9.885948	26.212819	-7.951656	-7.754162	12.572326	-1.127262	2.540996	7.406928	3.681232	10.719771	23.236897	-6.022562	-5.263666	10.882752	-2.969496	1.30988	5.676179	3.262451	10.328417	23.073603	-5.980852	-7.145676	11.260124	-2.418616	-0.087886	9.184535	4.640338	12.093839	21.103327	-8.142832	-5.966128	10.674526	-3.251467	1.090194	10.000007	4.562249	12.144071	23.541534	-5.447365	-4.948708	10.248402	-3.561003	0.441422	5.173338	3.03207	11.866818	27.082139	-5.039291	-6.319838	12.125284	-3.706358	1.310158	5.693931	3.229147	12.345241	25.261352	-7.020882	-6.608078	10.148052	-2.328565	1.793982	11.655527	4.600487	9.88918	24.722633	-5.281121	-5.969093	11.134297	-2.435275	0.962502	8.710974	4.301958	10.082113	21.63661	-6.857633	-6.815134	12.84406	-1.419578	1.157095	2.510978	2.409371	10.972619	25.702011	-8.228082	-6.587777	12.738884	-2.014524	3.303056	5.633774	3.406937	11.056796	22.965304	-9.233943	-7.007287	12.918259	-1.829027	1.923358	4.932941	3.451798	10.633808	24.70287	-5.568031	-6.190041
41	11.134338	-2.511578	2.834693	13.838508	5.128936	10.004524	22.29478	-5.772245	-5.952974	9.911631	-0.983023	1.588063	9.756673	3.829341	9.243229	27.156182	-8.328255	-7.37634	11.095487	-1.498369	3.827874	8.626493	4.368399	11.786578	27.438048	-8.33106	-6.592408	11.169882	-3.005796	0.512637	7.275755	3.673956	10.682199	26.675188	-7.480924	-6.776309	10.833498	-3.808621	2.672562	13.263803	6.160189	13.189888	19.380965	-5.145051	-6.869366	9.821187	-2.645115	2.317441	14.523294	5.989716	11.846118	21.496902	-5.533576	-6.549672	10.362743	-3.414786	0.277138	8.291024	3.808693	10.504687	26.808281	-4.027108	-5.726709	12.211468	-3.309053	1.870731	8.395306	4.103643	12.717437	25.170783	-8.960413	-7.174347	10.488465	-2.581545	1.383679	6.347691	3.446218	10.254668	26.570543	-7.837898	-7.183755	12.754739	-1.518129	2.656125	9.775676	4.372723	11.330053	23.03038	-5.628678	-4.869456	10.99478	-3.50218	1.498657	8.030375	4.057724	10.73892	23.024125	-5.818583	-6.910312	11.256289	-3.024329	-0.092045	12.080054	5.672093	12.749587	20.534491	-7.44841	-5.763424	10.718904	-3.68794	1.188835	12.882665	5.514422	12.852787	23.003442	-4.70755	-4.712823	10.347117	-4.13819	0.469789	7.092927	3.676805	12.274597	27.388957	-5.24876	-5.961695	12.240588	-4.168065	1.541959	8.183713	4.057857	13.187779	24.996349	-6.671949	-6.303326	10.157617	-2.815857	1.551484	14.543799	5.485016	10.897366	24.384299	-5.059421	-5.917433	11.443868	-2.809956	1.197083	11.214193	5.109543	10.700456	21.351813	-6.318545	-6.784399	13.101751	-1.881085	1.584564	4.553702	3.068414	11.551674	25.743417	-7.998635	-6.337193	13.063424	-2.378314	3.756949	8.177124	4.249043	11.65481	22.551743	-8.865012	-7.038644	13.274118	-2.204894	2.376387	7.41484	4.256731	11.302369	24.50646	-5.0979	-5.969951
42	11.268944	-2.933849	2.692243	16.696769	6.038763	10.648198	21.806148	-5.452991	-5.830503	10.077951	-1.488787	1.580523	11.952586	4.445099	9.617238	27.426089	-8.509122	-7.097491	11.391331	-1.861936	4.089009	11.115506	5.218893	12.498898	27.351229	-8.019292	-6.461299	11.352488	-3.490402	0.724176	9.801188	4.491658	11.22148	26.330834	-7.370291	-6.709816	10.944165	-4.274139	2.940978	16.367072	7.427106	13.883544	18.750172	-4.548359	-6.421102	10.133658	-2.947071	2.399718	17.110966	6.975671	13.106387	21.30802	-5.043742	-6.146361	10.287949	-3.895809	0.072039	10.922641	4.645166	11.177292	26.595609	-3.709508	-5.248142	12.269795	-3.786036	1.871596	11.080313	5.088399	13.387977	24.830808	-8.539563	-7.35254	10.625838	-3.070851	1.370456	8.496604	4.151581	10.797149	26.56328	-7.434147	-6.688433	12.933685	-1.981354	2.535807	12.429204	5.2239	12.107102	22.601258	-5.134789	-4.505296	11.11289	-4.042005	1.523134	10.625041	4.974798	11.326684	22.726061	-5.523643	-6.749317	11.234858	-3.589494	-0.120529	15.094941	6.785536	13.384874	19.957137	-6.801794	-5.484563	10.787781	-4.097358	1.195054	15.876331	6.566835	13.557833	22.415869	-4.035064	-4.39415	10.40061	-4.750654	0.310961	9.320192	4.4267	12.816753	27.320873	-5.342669	-5.692377	12.318534	-4.632061	1.654861	10.939609	5.045779	14.11425	24.493851	-6.173414	-6.07828	10.172904	-3.313083	1.133089	17.636775	6.483397	11.990867	23.831702	-4.784433	-5.839167	11.787613	-3.193648	1.324927	13.911795	6.029994	11.354802	20.907592	-5.662589	-6.702809	13.298211	-2.415733	1.855556	6.949707	3.89502	12.239051	25.440281	-7.532327	-6.212513	13.400807	-2.758552	4.03241	10.941859	5.22194	12.318802	22.001202	-8.371413	-7.017916	13.611682	-2.595897	2.705419	10.18026	5.200575	12.02887	24.079825	-4.513906	-5.761206
43	11.406943	-3.317838	2.483228	19.682784	6.989064	11.192212	21.290966	-5.194763	-5.583264	10.253444	-2.005785	1.477608	14.380136	5.157821	10.15247	27.315207	-8.601319	-6.929726	11.704948	-2.193932	4.226197	13.75926	6.127831	13.162665	27.035501	-7.636711	-6.304154	11.510975	-3.962355	0.841592	12.562434	5.421903	11.821753	25.683383	-7.175929	-6.681307	11.087486	-4.669396	3.153657	19.505682	8.699761	14.399357	18.154132	-4.149503	-5.685052	10.496438	-3.219775	2.442748	19.739798	8.063247	14.259722	21.175104	-4.686907	-5.608802	10.205587	-4.365275	-0.264942	13.743635	5.573999	11.934195	26.152254	-3.328868	-4.804461	12.304417	-4.214034	1.813863	13.925206	6.140315	13.929151	24.346656	-8.071332	-7.540134	10.755686	-3.577128	1.203607	10.876332	4.937738	11.442761	26.260204	-6.809732	-6.249662	13.116501	-2.454894	2.286312	15.249704	6.18997	12.920676	22.099404	-4.666645	-4.107591	11.237589	-4.532062	1.472823	13.36874	5.965743	11.975178	22.302798	-5.192485	-6.590716	11.194648	-4.062743	-0.08977	18.211819	7.934658	13.873118	19.409601	-6.268366	-5.097208	10.878764	-4.449895	1.167963	18.939449	7.676018	14.160447	21.837173	-3.510834	-3.947886	10.417409	-5.348454	0.002057	11.840705	5.266845	13.449415	26.905656	-5.347024	-5.522143	12.358795	-5.049632	1.695496	13.914603	6.176508	14.995401	23.846678	-5.609851	-5.855409	10.186943	-3.768523	0.666577	20.893467	7.563972	13.011268	23.170093	-4.54514	-5.661525	12.150051	-3.535865	1.432973	16.737166	7.000985	11.911601	20.408282	-5.000458	-6.468229	13.440419	-2.983094	1.981248	9.654119	4.878878	12.959772	24.880136	-6.890281	-6.133059	13.736131	-3.108748	4.188923	13.875375	6.275126	12.938361	21.410524	-7.855569	-6.846869	13.915685	-2.964668	2.924041	13.19508	6.276438	12.715504	23.51408	-3.933594	-5.460641
44	11.540139	-3.640462	2.274671	22.773784	7.949383	11.58219	20.795002	-5.051004	-5.210066	10.44961	-2.503527	1.311864	16.975409	5.95484	10.792893	26.903732	-8.647254	-6.836522	12.014441	-2.469708	4.273405	16.542685	7.064073	13.687052	26.569321	-7.262436	-6.053794	11.65033	-4.392257	0.906777	15.507539	6.441654	12.403832	24.832531	-6.973359	-6.621106	11.237917	-4.977845	3.344057	22.692902	9.931422	14.714704	17.609476	-3.952652	-4.732584	10.878957	-3.443327	2.499605	22.432507	9.217606	15.200479	21.118889	-4.462384	-4.957248	10.111877	-4.777685	-0.679594	16.724559	6.575315	12.668329	25.552048	-2.96453	-4.365839	12.316942	-4.55666	1.748422	16.91326	7.203997	14.232646	23.813963	-7.665294	-7.626735	10.881438	-4.062248	0.926535	13.474447	5.78988	12.11211	25.713672	-6.038509	-5.819718	13.294783	-2.888084	2.002675	18.209216	7.249779	13.645631	21.593973	-4.319729	-3.63637	11.359418	-4.927119	1.409334	16.23958	7.000964	12.586804	21.815787	-4.898568	-6.367701	11.134488	-4.419129	0.043667	21.432687	9.078009	14.143998	18.894522	-5.865319	-4.610598	10.979426	-4.705934	1.174799	22.076749	8.796194	14.538874	21.298544	-3.209691	-3.349342	10.406085	-5.886838	-0.363018	14.58002	6.160749	14.081665	26.270945	-5.330063	-5.413004	12.356078	-5.376139	1.716171	17.050834	7.393387	15.693299	23.166363	-5.09004	-5.537791	10.191594	-4.148065	0.262537	24.291901	8.692293	13.832739	22.480427	-4.397843	-5.349184	12.506707	-3.796398	1.580687	19.683737	7.97966	12.28123	19.907383	-4.401155	-6.021696	13.529309	-3.532703	2.005413	12.604896	5.976088	13.603856	24.185162	-6.189059	-5.97	14.034245	-3.377753	4.276935	16.982689	7.360171	13.396092	20.84124	-7.419558	-6.431851	14.163028	-3.281559	3.079444	16.392744	7.432269	13.274717	22.925699	-3.460615	-5.006706
45	11.646993	-3.868333	2.134123	25.979767	8.898291	11.75889	20.346672	-5.074974	-4.730202	10.674586	-2.951367	1.098251	19.713985	6.835608	11.489595	26.242229	-8.690858	-6.769371	12.285477	-2.668334	4.285632	19.460626	7.991138	13.990075	26.043525	-6.982716	-5.657863	11.760225	-4.739754	0.969334	18.638438	7.530255	12.864034	23.842063	-6.838574	-6.453724	11.374513	-5.177697	3.524052	25.958397	11.081444	14.821851	17.125664	-3.944423	-3.672981	11.241865	-3.59107	2.620576	25.250679	10.404629	15.802635	21.154551	-4.358687	-4.234218	10.001639	-5.111923	-1.099028	19.821528	7.610289	13.287893	24.891828	-2.6787	-3.913601	12.308897	-4.803513	1.70562	20.033216	8.236188	14.272031	23.293173	-7.389328	-7.564116	10.999241	-4.498834	0.608245	16.23855	6.677363	12.73473	25.038268	-5.235821	-5.354826	13.44768	-3.225481	1.807974	21.301403	8.372024	14.145785	21.128538	-4.164038	-3.092858	11.463923	-5.18956	1.394869	19.227564	8.039798	13.058873	21.320276	-4.710394	-6.024652	11.046364	-4.622163	0.321289	24.788118	10.170582	14.120126	18.41276	-5.60881	-4.052184	11.068279	-4.857962	1.268414	25.295235	9.887523	14.659252	20.798112	-3.102049	-2.66531	10.366939	-6.329068	-0.709695	17.51404	7.087167	14.63572	25.492484	-5.350081	-5.334459	12.305408	-5.591175	1.759522	20.312576	8.63162	16.128096	22.518362	-4.678873	-5.078847	10.17496	-4.409934	0.037265	27.843857	9.833439	14.309449	21.838228	-4.393792	-4.873958	12.822612	-3.946898	1.814573	22.755141	8.921868	12.418592	19.44588	-3.909194	-5.368023	13.558736	-4.029783	1.984235	15.757232	7.131845	14.086069	23.438711	-5.524859	-5.64628	14.267861	-3.54749	4.353465	20.243943	8.433674	13.661726	20.313686	-7.108206	-5.811077	14.323535	-3.518258	3.210539	19.765231	8.627998	13.634293	22.38255	-3.158925	-4.372777
46	11.707455	-4.00015	2.087543	29.282435	9.824746	11.750089	19.946459	-5.239868	-4.213218	10.919072	-3.337085	0.872148	22.559007	7.771388	12.165745	25.437343	-8.764176	-6.676001	12.494857	-2.787663	4.315478	22.502399	8.888423	14.056618	25.525432	-6.837089	-5.127661	11.832163	-4.99138	1.075092	21.921728	8.640364	13.152351	22.792089	-6.799414	-6.164126	11.487637	-5.284703	3.704596	29.305062	12.151973	14.786593	16.68816	-4.03633	-2.657914	11.55296	-3.659842	2.825242	28.225832	11.577913	16.06266	21.25378	-4.321357	-3.510709	9.860931	-5.335013	-1.456757	23.045228	8.654925	13.693429	24.228204	-2.533267	-3.453993	12.266126	-4.928853	1.728482	23.312436	9.193505	14.00358	22.831896	-7.322289	-7.323681	11.094694	-4.849972	0.308474	19.178905	7.586542	13.245024	24.296641	-4.499329	-4.835303	13.557049	-3.443825	1.764504	24.51854	9.526306	14.379968	20.715415	-4.190481	-2.526748	11.538965	-5.315796	1.455155	22.319696	9.053102	13.357513	20.846483	-4.648312	-5.563579	10.925979	-4.692272	0.71645	28.261433	11.194233	13.856757	17.964951	-5.463023	-3.486588	11.119037	-4.881181	1.502513	28.624634	10.921143	14.470151	20.335463	-3.176087	-1.983771	10.29332	-6.635079	-0.957739	20.6275	8.02832	15.034506	24.643768	-5.471917	-5.262541	12.185346	-5.653207	1.8918	23.717161	9.825328	16.168298	21.949619	-4.442739	-4.449858	10.131562	-4.557466	0.022355	31.515981	10.95544	14.448344	21.289898	-4.515727	-4.293149	13.07915	-3.991156	2.137905	25.944801	9.81432	12.359293	19.033091	-3.520084	-4.583572	13.501127	-4.424953	1.981277	19.132582	8.292856	14.286712	22.685534	-4.993552	-5.094793	14.399482	-3.58742	4.456345	23.684194	9.468654	13.699781	19.839516	-6.958699	-5.023673	14.360925	-3.6379	3.372879	23.323409	9.816619	13.727338	21.940446	-3.070649	-3.585828
47	11.693242	-4.019663	2.169362	32.686957	10.720584	11.55149	19.598637	-5.526735	-3.725888	11.166737	-3.63784	0.681791	25.523267	8.744451	12.735829	24.535864	-8.887654	-6.517512	12.613975	-2.815458	4.409751	25.676702	9.741167	13.865324	25.073197	-6.866524	-4.492989	11.844503	-5.120497	1.259935	25.366755	9.735185	13.217199	21.725532	-6.869199	-5.748887	11.563299	-5.291694	3.907929	32.748788	13.140828	14.621757	16.294672	-4.17262	-1.819922	11.772739	-3.62632	3.143815	31.419829	12.690374	15.916526	21.392366	-4.326061	-2.845009	9.679802	-5.444503	-1.709425	26.38551	9.685232	13.858503	23.607702	-2.540966	-3.021322	12.178129	-4.95096	1.838743	26.728335	10.078105	13.509968	22.439147	-7.448942	-6.979239	11.150246	-5.099152	0.08969	22.274415	8.50771	13.611311	23.557951	-3.905815	-4.284512	13.596183	-3.506092	1.933195	27.882493	10.68759	14.291036	20.366275	-4.382493	-2.005512	11.562831	-5.286315	1.620075	25.526615	10.017398	13.44419	20.417593	-4.730056	-4.999691	10.759421	-4.62654	1.211636	31.852832	12.130445	13.380411	17.569242	-5.420898	-2.975211	11.112904	-4.78925	1.876208	32.063824	11.894802	14.027925	19.89983	-3.359877	-1.410138	10.180876	-6.800471	-1.071411	23.878942	8.97242	15.261412	23.786214	-5.717303	-5.190487	11.994181	-5.579582	2.145686	27.243637	10.941902	15.850641	21.461356	-4.361438	-3.732248	10.052425	-4.5756	0.264386	35.298914	12.036409	14.224884	20.884165	-4.757624	-3.659074	13.248764	-3.922419	2.551157	29.27108	10.662687	12.127793	18.672012	-3.231112	-3.755951	13.357362	-4.705512	2.051048	22.689806	9.414983	14.218751	21.948719	-4.611874	-4.384793	14.42314	-3.506278	4.606519	27.278145	10.460387	13.558962	19.412111	-6.942067	-4.182814	14.270986	-3.633061	3.607433	27.043508	10.969495	13.574421	21.609269	-3.163835	-2.749926
48	11.587464	-3.93687	2.38817	36.182241	11.587114	11.191061	19.292868	-5.878428	-3.332527	11.38789	-3.840504	0.596811	28.609095	9.727734	13.123163	23.597924	-9.056078	-6.288633	12.644602	-2.768724	4.573111	28.949445	10.554942	13.495505	24.715168	-7.046454	-3.830102	11.781476	-5.127644	1.538092	28.95084	10.786053	13.068386	20.69158	-7.008058	-5.261647	11.590715	-5.205745	4.161769	36.285903	14.068214	14.342538	15.937004	-4.299958	-1.239399	11.876597	-3.486289	3.573886	34.844961	13.708861	15.402836	21.532519	-4.35928	-2.287089	9.443748	-5.436855	-1.832967	29.841405	10.68711	13.773022	23.064268	-2.703798	-2.661123	12.026902	-4.868917	2.056047	30.280571	10.893912	12.835195	22.123109	-7.772208	-6.593423	11.14519	-5.229958	-0.003394	25.521463	9.441954	13.809802	22.868219	-3.507627	-3.738544	13.55942	-3.419926	2.304038	31.381014	11.824971	13.911558	20.069031	-4.658469	-1.578957	11.524093	-5.130082	1.889501	28.831966	10.933246	13.345344	20.035674	-4.914849	-4.398957	10.538626	-4.448071	1.765389	35.534958	12.986182	12.767198	17.240157	-5.460943	-2.573248	11.032703	-4.590609	2.384592	35.615573	12.809202	13.368494	19.482194	-3.605819	-1.018262	10.01559	-6.800625	-1.00277	27.257916	9.908669	15.277092	22.963353	-6.106028	-5.117315	11.714496	-5.369623	2.550681	30.889832	11.959974	15.180912	21.059672	-4.426452	-3.008315	9.932007	-4.478792	0.740527	39.157103	13.071994	13.709485	20.628049	-5.079027	-3.045933	13.319068	-3.767049	3.028659	32.724709	11.502549	11.780611	18.344487	-3.012132	-2.98185	13.110211	-4.845371	2.246332	26.429213	10.472749	13.878198	21.237477	-4.38895	-3.589523	14.335022	-3.305614	4.819797	31.007916	11.413203	13.271572	19.026726	-7.02706	-3.385392	14.034256	-3.483853	3.951411	30.923294	12.067212	13.173707	21.399726	-3.420806	-1.975069
49	11.374491	-3.761903	2.744171	39.763244	12.424836	10.680124	19.018148	-6.248408	-3.067206	11.558684	-3.928038	0.683434	31.821899	10.70107	13.265589	22.664217	-9.250817	-6.00006	12.586131	-2.657286	4.798334	32.300652	11.337284	13.003034	24.464516	-7.356737	-3.19966	11.633335	-5.01704	1.913607	32.652439	11.778025	12.725777	19.73057	-7.166044	-4.756242	11.558863	-5.030841	4.480357	39.911206	14.948274	13.947488	15.609653	-4.399873	-0.937847	11.848325	-3.243959	4.094769	38.489629	14.621467	14.586127	21.646141	-4.431223	-1.873025	9.133969	-5.315188	-1.815109	33.405485	11.651813	13.446232	22.630916	-3.008401	-2.424314	11.799398	-4.696661	2.370724	33.94567	11.656979	12.052585	21.874958	-8.253754	-6.23504	11.054569	-5.230994	0.061156	28.910618	10.393727	13.823239	22.270949	-3.336563	-3.248264	13.437393	-3.183755	2.871953	35.01423	12.91197	13.251105	19.81599	-4.959896	-1.282588	11.406811	-4.86399	2.265168	32.231828	11.805119	13.070432	19.695911	-5.171307	-3.818601	10.253844	-4.172944	2.353135	39.286354	13.774372	12.067567	16.987824	-5.570945	-2.315978	10.862661	-4.296736	3.01142	39.276795	13.668805	12.533682	19.071517	-3.873061	-0.863177	9.785511	-6.640062	-0.738497	30.73643	10.822643	15.074867	22.208997	-6.610969	-5.044658	11.334621	-5.047101	3.095152	34.63036	12.885368	14.240886	20.72733	-4.602389	-2.386639	9.761653	-4.279711	1.420559	43.066599	14.067188	12.960616	20.505022	-5.44507	-2.508792	13.268194	-3.537425	3.560919	36.310938	12.359816	11.331463	18.038163	-2.848305	-2.318525	12.751118	-4.844048	2.591042	30.322111	11.463978	13.320394	20.551573	-4.298776	-2.822281	14.132165	-2.988694	5.11851	34.851001	12.33769	12.850546	18.672476	-7.170211	-2.728105	13.660027	-3.202586	4.408178	34.931446	13.101121	12.562182	21.283468	-3.790095	-1.349203
50	11.02546	-3.496554	3.239283	43.434105	13.226019	10.00512	18.760275	-6.590863	-2.953832	11.653289	-3.868894	1.009721	35.17541	11.64378	13.090054	21.775179	-9.444501	-5.66133	12.436809	-2.487031	5.081674	35.71603	12.100179	12.428686	24.312521	-7.769841	-2.671804	11.382102	-4.788614	2.383105	36.455147	12.695438	12.203057	18.886727	-7.290387	-4.282091	11.444972	-4.763373	4.873302	43.622828	15.784032	13.417787	15.305944	-4.479286	-0.91516	11.66121	-2.900986	4.679256	42.343177	15.417037	13.518531	21.695706	-4.578239	-1.636872	8.747905	-5.102794	-1.676957	37.053896	12.578417	12.923469	22.307484	-3.420122	-2.317654	11.493344	-4.453307	2.755268	37.694459	12.379601	11.216252	21.675754	-8.836539	-5.928656	10.871992	-5.118508	0.27322	32.409896	11.36244	13.66649	21.778261	-3.365082	-2.844744	13.215381	-2.79795	3.616835	38.779436	13.921798	12.330631	19.594716	-5.234674	-1.146979	11.186882	-4.506247	2.739268	35.725429	12.642141	12.62721	19.383227	-5.468192	-3.318941	9.88024	-3.807186	2.962462	43.095251	14.505064	11.304345	16.8246	-5.744529	-2.23594	10.606246	-3.926821	3.717392	43.027276	14.483109	11.574178	18.661603	-4.138734	-0.927082	9.480844	-6.336929	-0.294383	34.291153	11.705751	14.671511	21.538805	-7.188696	-4.979386	10.8547	-4.644255	3.735156	38.435262	13.739246	13.130195	20.431091	-4.852593	-1.927555	9.519082	-3.978951	2.283914	47.017637	15.027325	12.006992	20.479459	-5.823407	-2.111225	13.068238	-3.243501	4.139366	40.032269	13.251803	10.778883	17.741309	-2.727638	-1.808721	12.286196	-4.725803	3.06582	34.324888	12.404819	12.618196	19.88572	-4.305203	-2.157871	13.82481	-2.574683	5.509188	38.775949	13.243964	12.303074	18.333447	-7.328032	-2.245184	13.165842	-2.811179	4.956915	39.040204	14.063878	11.773388	21.221322	-4.228564	-0.900736
