hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-1.157597	-9.363387	-29.238371	3.222132	17.869459	18.974810	4.535166	-12.424755	-10.826206
	-1.370730	-9.860067	-28.346143	3.125926	18.673790	18.617049	5.136299	-12.759728	-7.569835
	-1.674165	-10.451447	-27.729196	3.163410	19.523518	18.920896	5.956699	-13.100020	-4.490576
	-2.035207	-11.028373	-27.351415	3.363306	20.378570	19.786897	6.900202	-13.020200	-2.174275
	-2.452032	-11.310486	-26.979229	3.751273	20.547086	21.164604	7.825380	-13.117951	-1.057442
	-3.006847	-11.720677	-26.870932	4.209962	20.639114	23.422174	8.605077	-12.947567	-1.297336
	-3.495289	-11.996916	-27.047336	4.581691	19.967149	26.021079	9.355602	-12.269283	-2.163826
	-4.224408	-12.026064	-27.436282	4.705806	18.767418	28.881032	10.039764	-11.019239	-3.648696
	-5.164173	-12.116693	-27.827735	4.661686	16.968951	31.581891	10.593612	-9.583384	-5.417625
	-6.196794	-12.103719	-28.053171	4.463265	15.046916	33.900407	10.854644	-8.184840	-7.162285
	-7.370313	-11.946596	-28.041943	4.321158	13.269025	35.815331	10.960596	-6.911830	-8.903177
	-8.558204	-11.526437	-27.862529	4.163176	11.653436	37.341707	11.057547	-5.786373	-10.445868
	-9.385762	-11.183536	-27.441017	4.114032	10.418284	38.490491	11.190925	-5.288061	-11.948295
	-9.971438	-10.812976	-26.856040	4.047194	9.842835	39.276252	11.305274	-5.226321	-13.368380
	-10.113886	-10.613249	-26.114469	4.192453	10.016752	39.679201	11.381074	-5.420820	-14.703843
	-9.781861	-10.414677	-25.183905	4.203024	10.436886	39.760532	11.434676	-5.803235	-15.964970
	-9.237007	-10.267515	-23.988846	4.163826	11.107018	39.779437	11.466884	-6.312957	-17.143661
	-8.558975	-10.217222	-22.696197	3.915285	11.573724	39.480224	11.643425	-6.677823	-18.215807
	-7.977604	-10.258830	-21.074150	3.512515	11.866929	38.901011	11.738444	-6.876777	-19.182612
	-7.513935	-10.393220	-19.410493	3.124366	12.000925	38.099270	11.674652	-7.121207	-20.048475
	-7.103527	-10.492007	-17.592908	2.722560	11.980581	37.029170	11.462281	-7.280266	-20.669643
	-6.727415	-10.779334	-15.627701	2.336816	11.837003	35.787582	11.324935	-7.488323	-21.152142
	-6.406016	-11.130132	-13.518753	1.997331	11.752941	34.195403	11.116142	-7.666309	-21.477208
	-6.035903	-11.329119	-11.343045	1.720023	11.661755	32.328176	10.899124	-7.833287	-21.495349
	-5.622060	-11.478309	-9.111284	1.462956	11.594046	30.098368	10.643740	-8.027672	-21.309235
	-5.142149	-11.399643	-6.798737	1.204585	11.480366	27.803251	10.368815	-8.110736	-20.712015
	-4.722881	-11.329544	-4.479940	0.983510	11.345880	25.294834	9.912136	-8.516708	-19.587339
	-4.185196	-11.191649	-2.245895	0.692918	11.270312	22.948251	9.526811	-8.792059	-18.282484
	-3.591009	-10.995006	-0.194370	0.375478	11.285862	20.664361	9.103683	-9.126763	-16.760442
	-2.957176	-10.734960	1.774071	-0.000837	11.498450	18.327411	8.698988	-9.730338	-14.834418
	-2.251699	-10.111333	3.611111	-0.460731	11.809239	16.198403	8.316395	-10.455301	-12.704233
	-1.582198	-9.615696	5.285654	-1.001781	12.260607	14.315921	8.059492	-11.131516	-10.557216
	-0.902082	-8.982834	7.031906	-1.521177	12.876077	12.657232	7.777309	-11.930834	-8.219797
	-0.254370	-8.369781	8.508671	-1.988908	13.472919	11.277349	7.394283	-12.760454	-5.768968
	0.244657	-7.888771	9.782640	-2.457140	14.227939	10.005226	7.028293	-13.425802	-3.233634
	0.535129	-7.393680	11.039843	-2.890892	14.997904	9.004676	6.413411	-14.262293	-0.640897
	0.745489	-6.892337	12.146638	-3.010302	15.771500	8.363966	5.875293	-15.191366	1.926626
	0.711526	-6.548890	13.027035	-2.925665	16.535375	7.991783	5.152913	-15.857899	4.405791
	0.673098	-6.221847	13.636940	-2.689740	17.217270	8.026051	4.300415	-16.262843	6.737913
	0.601119	-5.786647	14.125315	-2.457159	17.793896	8.201332	3.364078	-16.773278	8.826513
	0.331902	-5.218885	14.334309	-2.022073	18.250769	8.867517	2.490088	-16.949186	10.872671
	0.108680	-4.707920	14.397050	-1.336451	18.484835	9.921150	1.511212	-16.755139	12.764468
	-0.139738	-4.251842	14.250816	-0.417935	18.801587	11.367426	0.572015	-16.700486	14.307169
	-0.464106	-4.041751	13.967458	0.936743	19.124879	13.113222	-0.501025	-16.376847	15.750670
	-0.723165	-4.021783	13.498875	2.352492	19.431706	15.283934	-1.407893	-15.909477	16.801022
	-1.010323	-4.198155	12.829709	3.990658	19.676142	18.169044	-2.127170	-15.245601	17.695398
	-1.267151	-4.642311	12.006478	5.740065	20.312029	21.405980	-3.200910	-14.493123	18.483366
	-1.461572	-5.126872	11.020055	7.723660	20.795318	24.733571	-3.834137	-13.933816	18.409748
	-1.483335	-5.615486	9.990362	9.576510	20.776311	28.403120	-4.214660	-13.406026	18.600764
	-1.427686	-5.960322	8.952332	11.366037	20.584022	32.704915	-4.398817	-13.105566	18.049792
	-1.314845	-6.269708	7.854258	12.996923	20.135755	36.985805	-4.336378	-12.908897	16.901714
