Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
2.668	884.516	1048.012	1348.266	902.656	1039.755	1075.705	705.719	1064.689	1248.5	711.894	1061.29	1159.548	805.552	1111.931	1378.46	807.652	1109.88	1031.674	762.058	770.418	1416.044	761.082	660.181	1415.453	712.745	770.95	1368.871	712.715	661.163	1362.587	706.135	293.823	1429.912	711.245	213.05	1421.81	674.14	296.127	1386.712	676.179	216.461	1378.872	651.452	95.693	1370.251	640.415	49.196	1372.029	674.125	66.58	1415.342	794.045	775.596	1003.504	793.614	665.135	1010.571	733.779	778.152	1035.68	726.899	669.342	1039.835	706.015	258.568	1019.051	714.277	178.783	1029.667	672.399	262.322	1060.293	678.391	178.024	1066.482	658.136	90.012	1080.398	647.961	45.925	1079.203	680.944	57.364	1036.807	794.88	940.942	1405.721	777.294	555.012	1413.449	768.909	537.366	1270.034	773.742	498.718	1419.551	825.676	463.145	1366.838	717.271	110.569	1410.962	740.098	123.954	1327.889	866.833	65.887	1330.529	834.816	62.008	1436.208	874.148	70.102	1378.465	811.344	946.509	1022.65	770.302	542.943	1025.76	760.22	532.683	1165.604	756.123	484.256	1022.234	811.89	454.233	1073.584	725.036	108.186	1034.271	744.392	121.051	1118.88	874.025	60.163	1124.413	842.681	50.766	1010.372	888.996	64.808	1075.672
2.675	884.534	1048.002	1348.263	902.68	1039.759	1075.704	705.742	1064.686	1248.476	711.925	1061.285	1159.521	805.55	1111.913	1378.447	807.698	1109.891	1031.67	762.049	770.405	1416.045	761.079	660.178	1415.44	712.746	770.953	1368.852	712.716	661.172	1362.603	706.123	293.815	1429.903	711.234	213.05	1421.799	674.136	296.125	1386.71	676.176	216.466	1378.866	651.452	95.687	1370.251	640.409	49.202	1372.015	674.126	66.584	1415.342	794.096	775.573	1003.517	793.639	665.124	1010.559	733.823	778.166	1035.666	726.931	669.346	1039.803	706.028	258.566	1019.044	714.288	178.772	1029.665	672.408	262.319	1060.283	678.393	178.023	1066.461	658.135	90.016	1080.411	647.962	45.92	1079.196	680.941	57.363	1036.801	794.883	940.932	1405.709	777.285	555.026	1413.448	768.911	537.372	1270.024	773.734	498.721	1419.549	825.674	463.136	1366.838	717.269	110.572	1410.956	740.088	123.957	1327.885	866.833	65.886	1330.537	834.821	62.009	1436.205	874.141	70.103	1378.468	811.39	946.516	1022.645	770.321	542.929	1025.75	760.219	532.694	1165.583	756.134	484.231	1022.217	811.908	454.215	1073.578	725.038	108.173	1034.268	744.394	121.047	1118.87	874.02	60.159	1124.406	842.713	50.641	1010.415	889.275	65.055	1075.69
2.682	884.531	1047.996	1348.286	902.718	1039.753	1075.722	705.757	1064.687	1248.439	711.962	1061.294	1159.482	805.557	1111.901	1378.436	807.749	1109.905	1031.642	762.039	770.416	1416.021	761.07	660.164	1415.422	712.739	770.945	1368.831	712.716	661.169	1362.553	706.115	293.818	1429.913	711.229	213.043	1421.801	674.129	296.118	1386.698	676.169	216.457	1378.864	651.441	95.688	1370.245	640.415	49.198	1372.02	674.127	66.58	1415.338	794.137	775.592	1003.485	793.685	665.115	1010.53	733.862	778.151	1035.646	726.944	669.346	1039.774	706.027	258.56	1019.036	714.284	178.774	1029.661	672.408	262.316	1060.281	678.394	178.019	1066.461	658.119	90.006	1080.403	647.962	45.916	1079.192	680.941	57.36	1036.797	794.876	940.934	1405.691	777.26	555.012	1413.442	768.903	537.362	1270.022	773.724	498.716	1419.541	825.671	463.141	1366.844	717.258	110.565	1410.969	740.093	123.953	1327.882	866.83	65.884	1330.533	834.81	62.005	1436.201	874.131	70.106	1378.481	811.459	946.492	1022.617	770.335	542.928	1025.74	760.225	532.678	1165.586	756.145	484.247	1022.207	811.924	454.224	1073.582	725.036	108.177	1034.271	744.388	121.044	1118.871	874.026	60.16	1124.419	842.679	50.791	1010.409	889.265	65.056	1075.7
2.688	884.547	1047.992	1348.281	902.759	1039.757	1075.73	705.789	1064.677	1248.409	711.992	1061.285	1159.458	805.569	1111.894	1378.422	807.798	1109.909	1031.632	762.035	770.396	1416.026	761.058	660.167	1415.423	712.735	770.95	1368.823	712.716	661.162	1362.575	706.108	293.817	1429.907	711.224	213.041	1421.793	674.118	296.114	1386.69	676.167	216.449	1378.858	651.44	95.683	1370.245	640.413	49.194	1372.023	674.123	66.574	1415.354	794.182	775.575	1003.463	793.727	665.119	1010.529	733.91	778.151	1035.636	726.976	669.35	1039.73	706.035	258.554	1019.033	714.291	178.763	1029.646	672.408	262.316	1060.273	678.4	178.021	1066.44	658.128	90.004	1080.391	647.959	45.918	1079.191	680.936	57.358	1036.806	794.867	940.932	1405.684	777.258	555.008	1413.43	768.923	537.354	1270.005	773.723	498.709	1419.536	825.674	463.125	1366.841	717.272	110.567	1410.96	740.092	123.95	1327.885	866.825	65.887	1330.535	834.825	62.004	1436.191	874.13	70.099	1378.47	811.498	946.491	1022.596	770.363	542.921	1025.729	760.233	532.683	1165.567	756.154	484.235	1022.195	811.935	454.206	1073.576	725.041	108.175	1034.271	744.388	121.047	1118.861	874.014	60.158	1124.417	842.679	50.765	1010.372	889.272	65.056	1075.694
2.695	884.551	1047.976	1348.286	902.798	1039.746	1075.734	705.799	1064.674	1248.39	712.031	1061.281	1159.424	805.587	1111.89	1378.426	807.846	1109.907	1031.612	762.025	770.402	1416.019	761.046	660.162	1415.414	712.736	770.935	1368.798	712.722	661.169	1362.566	706.096	293.809	1429.901	711.216	213.038	1421.787	674.122	296.108	1386.679	676.157	216.453	1378.858	651.439	95.681	1370.251	640.408	49.189	1372.022	674.123	66.57	1415.338	794.211	775.577	1003.461	793.758	665.107	1010.513	733.944	778.149	1035.602	727.007	669.352	1039.7	706.039	258.562	1019.018	714.296	178.757	1029.645	672.417	262.309	1060.264	678.4	178.015	1066.437	658.127	90.005	1080.39	647.962	45.91	1079.21	680.932	57.355	1036.796	794.876	940.921	1405.664	777.251	555.014	1413.425	768.917	537.348	1270.006	773.702	498.7	1419.532	825.672	463.129	1366.843	717.266	110.561	1410.952	740.098	123.942	1327.88	866.831	65.882	1330.536	834.811	62.008	1436.203	874.134	70.11	1378.476	811.546	946.468	1022.572	770.386	542.902	1025.717	760.242	532.677	1165.554	756.198	484.239	1022.177	811.949	454.201	1073.562	725.031	108.173	1034.252	744.387	121.046	1118.866	874.014	60.152	1124.409	842.679	50.765	1010.372	889.27	65.042	1075.687
2.702	884.576	1047.972	1348.271	902.82	1039.748	1075.727	705.83	1064.664	1248.356	712.061	1061.283	1159.4	805.613	1111.888	1378.422	807.897	1109.894	1031.604	762.018	770.394	1416.004	761.049	660.151	1415.397	712.742	770.929	1368.797	712.73	661.148	1362.541	706.096	293.804	1429.901	711.209	213.036	1421.795	674.128	296.11	1386.679	676.166	216.44	1378.854	651.448	95.676	1370.246	640.408	49.189	1372.022	674.121	66.571	1415.343	794.239	775.571	1003.456	793.796	665.099	1010.496	733.997	778.146	1035.585	727.022	669.347	1039.683	706.048	258.548	1019.005	714.3	178.753	1029.638	672.423	262.309	1060.259	678.405	178.016	1066.431	658.127	90.004	1080.395	647.961	45.912	1079.186	680.947	57.347	1036.792	794.882	940.916	1405.653	777.247	554.998	1413.419	768.914	537.34	1269.992	773.71	498.707	1419.524	825.667	463.128	1366.843	717.238	110.565	1410.943	740.093	123.935	1327.882	866.826	65.878	1330.528	834.82	62.006	1436.198	874.134	70.103	1378.47	811.62	946.469	1022.555	770.394	542.899	1025.709	760.244	532.675	1165.544	756.185	484.142	1022.116	811.781	453.819	1073.383	725.022	108.172	1034.248	744.393	121.045	1118.86	874.01	60.155	1124.411	842.687	50.79	1010.405	889.003	64.807	1075.683
2.708	884.591	1047.967	1348.277	902.852	1039.738	1075.724	705.853	1064.662	1248.342	712.078	1061.286	1159.389	805.638	1111.899	1378.414	807.92	1109.889	1031.588	762.025	770.395	1415.998	761.054	660.151	1415.397	712.747	770.936	1368.793	712.731	661.143	1362.505	706.087	293.805	1429.896	711.204	213.029	1421.788	674.125	296.103	1386.68	676.169	216.445	1378.843	651.443	95.671	1370.248	640.418	49.183	1372.019	674.123	66.569	1415.353	794.276	775.563	1003.441	793.828	665.1	1010.486	734.02	778.153	1035.579	727.041	669.348	1039.632	706.05	258.541	1018.997	714.306	178.75	1029.638	672.428	262.314	1060.241	678.406	178.013	1066.428	658.123	90.0	1080.384	647.963	45.907	1079.183	680.946	57.348	1036.79	794.875	940.915	1405.639	777.253	555.002	1413.424	768.938	537.337	1269.992	773.71	498.694	1419.538	825.65	463.121	1366.833	717.245	110.572	1410.95	740.077	123.939	1327.879	866.828	65.88	1330.532	834.814	61.998	1436.193	874.123	70.106	1378.469	811.647	946.458	1022.547	770.415	542.898	1025.698	760.261	532.676	1165.531	756.195	484.237	1022.148	811.973	454.194	1073.56	725.036	108.162	1034.253	744.384	121.042	1118.85	874.007	60.158	1124.412	842.676	50.762	1010.367	889.016	64.806	1075.689
2.715	884.61	1047.958	1348.263	902.878	1039.721	1075.726	705.871	1064.661	1248.333	712.105	1061.281	1159.372	805.661	1111.911	1378.4	807.966	1109.875	1031.581	762.039	770.393	1416.005	761.056	660.149	1415.397	712.751	770.923	1368.778	712.738	661.144	1362.515	706.093	293.804	1429.898	711.211	213.024	1421.788	674.119	296.107	1386.679	676.164	216.437	1378.851	651.435	95.671	1370.239	640.412	49.18	1372.031	674.122	66.568	1415.339	794.307	775.571	1003.435	793.857	665.097	1010.466	734.05	778.158	1035.555	727.06	669.353	1039.603	706.062	258.539	1018.99	714.303	178.753	1029.63	672.434	262.296	1060.238	678.407	178.02	1066.412	658.126	89.999	1080.385	647.965	45.915	1079.196	680.94	57.345	1036.785	794.889	940.913	1405.638	777.257	554.999	1413.409	768.93	537.331	1269.992	773.714	498.692	1419.521	825.67	463.115	1366.838	717.256	110.554	1410.947	740.098	123.928	1327.883	866.83	65.886	1330.525	834.813	62.003	1436.206	874.135	70.101	1378.466	811.677	946.456	1022.523	770.438	542.888	1025.694	760.263	532.677	1165.523	756.227	484.224	1022.134	811.978	454.184	1073.549	725.042	108.165	1034.25	744.391	121.044	1118.85	874.01	60.147	1124.408	842.677	50.791	1010.406	889.273	65.045	1075.695
2.722	884.634	1047.953	1348.253	902.906	1039.721	1075.724	705.893	1064.661	1248.322	712.137	1061.274	1159.363	805.699	1111.909	1378.389	807.985	1109.869	1031.567	762.048	770.386	1415.993	761.061	660.148	1415.385	712.762	770.928	1368.773	712.747	661.136	1362.487	706.098	293.804	1429.903	711.209	213.032	1421.786	674.122	296.109	1386.685	676.158	216.438	1378.857	651.436	95.675	1370.245	640.413	49.183	1372.024	674.123	66.565	1415.345	794.336	775.573	1003.424	793.873	665.096	1010.462	734.077	778.145	1035.545	727.069	669.359	1039.58	706.069	258.535	1018.982	714.309	178.739	1029.625	672.429	262.304	1060.231	678.412	178.013	1066.409	658.127	90.002	1080.389	647.958	45.913	1079.191	680.946	57.339	1036.806	794.908	940.912	1405.634	777.272	554.992	1413.409	768.942	537.328	1269.993	773.718	498.69	1419.509	825.665	463.108	1366.831	717.255	110.558	1410.961	740.084	123.94	1327.882	866.824	65.88	1330.524	834.809	62.006	1436.205	874.126	70.106	1378.476	811.717	946.446	1022.512	770.45	542.886	1025.685	760.265	532.68	1165.508	756.219	484.219	1022.126	811.982	454.177	1073.548	725.039	108.175	1034.25	744.391	121.038	1118.848	874.015	60.157	1124.413	842.712	50.646	1010.403	889.265	65.044	1075.693
2.728	884.644	1047.947	1348.254	902.926	1039.707	1075.718	705.923	1064.647	1248.317	712.167	1061.269	1159.36	805.725	1111.917	1378.372	808.011	1109.848	1031.555	762.061	770.394	1415.986	761.076	660.15	1415.398	712.775	770.924	1368.761	712.761	661.122	1362.46	706.106	293.803	1429.905	711.217	213.036	1421.802	674.122	296.11	1386.689	676.16	216.45	1378.868	651.44	95.673	1370.245	640.409	49.185	1372.018	674.127	66.564	1415.345	794.353	775.566	1003.42	793.894	665.09	1010.437	734.105	778.151	1035.538	727.075	669.358	1039.547	706.069	258.533	1018.975	714.31	178.737	1029.615	672.437	262.299	1060.223	678.416	178.016	1066.405	658.135	89.99	1080.386	647.962	45.909	1079.187	680.943	57.34	1036.809	794.918	940.907	1405.625	777.273	554.992	1413.417	768.941	537.325	1269.986	773.731	498.697	1419.51	825.669	463.117	1366.832	717.264	110.561	1410.956	740.089	123.935	1327.879	866.824	65.882	1330.536	834.815	62.003	1436.204	874.123	70.109	1378.468	811.737	946.438	1022.513	770.474	542.874	1025.671	760.261	532.682	1165.496	756.24	484.22	1022.112	811.968	454.175	1073.533	725.035	108.151	1034.245	744.39	121.035	1118.828	874.013	60.156	1124.413	842.684	50.766	1010.373	889.274	65.043	1075.693
2.735	884.68	1047.939	1348.24	902.943	1039.696	1075.708	705.947	1064.653	1248.305	712.202	1061.262	1159.34	805.766	1111.913	1378.365	808.032	1109.838	1031.548	762.076	770.389	1415.991	761.092	660.147	1415.391	712.791	770.93	1368.764	712.778	661.118	1362.498	706.111	293.804	1429.908	711.222	213.037	1421.8	674.131	296.108	1386.696	676.166	216.44	1378.875	651.446	95.673	1370.25	640.416	49.177	1372.033	674.121	66.568	1415.344	794.38	775.56	1003.411	793.914	665.091	1010.427	734.121	778.162	1035.519	727.084	669.368	1039.524	706.071	258.533	1018.964	714.316	178.742	1029.61	672.438	262.307	1060.219	678.417	178.015	1066.406	658.124	89.997	1080.389	647.963	45.908	1079.188	680.933	57.334	1036.791	794.945	940.901	1405.618	777.299	554.985	1413.407	768.943	537.316	1269.984	773.748	498.702	1419.502	825.68	463.104	1366.828	717.236	110.577	1410.954	740.091	123.939	1327.883	866.813	65.883	1330.529	834.814	62.007	1436.193	874.13	70.104	1378.466	811.775	946.435	1022.505	770.467	542.887	1025.654	760.258	532.672	1165.485	756.242	484.213	1022.097	811.996	454.174	1073.539	725.049	108.157	1034.243	744.375	121.028	1118.832	874.002	60.157	1124.414	842.682	50.769	1010.372	889.268	65.053	1075.683
2.742	884.696	1047.931	1348.242	902.977	1039.685	1075.707	705.967	1064.657	1248.305	712.23	1061.269	1159.346	805.782	1111.921	1378.357	808.067	1109.827	1031.544	762.098	770.387	1415.995	761.114	660.148	1415.396	712.809	770.94	1368.773	712.796	661.141	1362.552	706.122	293.807	1429.907	711.228	213.039	1421.816	674.135	296.115	1386.704	676.161	216.453	1378.878	651.443	95.672	1370.25	640.41	49.186	1372.026	674.121	66.57	1415.343	794.393	775.574	1003.402	793.92	665.097	1010.421	734.143	778.156	1035.513	727.08	669.37	1039.497	706.068	258.524	1018.959	714.312	178.738	1029.61	672.438	262.308	1060.214	678.417	178.006	1066.391	658.123	90.002	1080.386	647.962	45.904	1079.196	680.94	57.338	1036.785	794.968	940.896	1405.615	777.296	554.992	1413.411	768.949	537.317	1269.992	773.745	498.698	1419.522	825.701	463.107	1366.826	717.26	110.576	1410.964	740.094	123.934	1327.884	866.821	65.887	1330.536	834.816	62.009	1436.212	874.123	70.114	1378.473	811.776	946.428	1022.486	770.487	542.866	1025.654	760.264	532.682	1165.479	756.245	484.22	1022.093	811.995	454.16	1073.534	725.03	108.16	1034.245	744.38	121.037	1118.838	874.018	60.167	1124.418	842.685	50.794	1010.397	889.271	65.055	1075.696
2.748	884.733	1047.928	1348.24	903.008	1039.691	1075.681	705.993	1064.653	1248.3	712.249	1061.264	1159.341	805.817	1111.91	1378.346	808.075	1109.832	1031.544	762.121	770.384	1415.997	761.129	660.152	1415.405	712.825	770.937	1368.771	712.807	661.141	1362.506	706.122	293.813	1429.919	711.233	213.035	1421.811	674.14	296.118	1386.705	676.168	216.439	1378.876	651.438	95.68	1370.257	640.413	49.185	1372.021	674.121	66.563	1415.358	794.407	775.568	1003.4	793.912	665.109	1010.407	734.155	778.156	1035.513	727.074	669.379	1039.483	706.067	258.525	1018.956	714.32	178.728	1029.606	672.446	262.297	1060.209	678.417	178.015	1066.396	658.126	89.995	1080.384	647.961	45.904	1079.205	680.939	57.337	1036.788	794.989	940.904	1405.613	777.31	554.995	1413.409	768.963	537.33	1269.989	773.77	498.704	1419.514	825.693	463.114	1366.827	717.268	110.569	1410.958	740.096	123.936	1327.88	866.827	65.88	1330.529	834.816	62.006	1436.214	874.126	70.115	1378.48	811.782	946.439	1022.484	770.47	542.877	1025.634	760.26	532.68	1165.478	756.241	484.211	1022.087	811.993	454.168	1073.523	725.04	108.16	1034.239	744.375	121.031	1118.836	874.003	60.169	1124.417	842.712	50.645	1010.417	889.265	65.07	1075.702
2.755	884.765	1047.925	1348.221	903.007	1039.673	1075.665	706.017	1064.66	1248.309	712.28	1061.27	1159.347	805.836	1111.904	1378.347	808.082	1109.835	1031.534	762.145	770.398	1415.991	761.143	660.156	1415.406	712.851	770.938	1368.778	712.824	661.153	1362.554	706.132	293.819	1429.907	711.236	213.046	1421.808	674.143	296.118	1386.706	676.173	216.455	1378.888	651.441	95.678	1370.259	640.405	49.189	1372.026	674.119	66.576	1415.343	794.408	775.578	1003.394	793.919	665.094	1010.397	734.162	778.171	1035.524	727.062	669.392	1039.475	706.07	258.516	1018.948	714.31	178.738	1029.604	672.447	262.299	1060.201	678.41	178.016	1066.391	658.122	89.998	1080.393	647.963	45.896	1079.196	680.942	57.325	1036.802	795.021	940.898	1405.615	777.329	555.002	1413.416	768.956	537.335	1269.993	773.773	498.703	1419.512	825.708	463.119	1366.817	717.265	110.575	1410.964	740.089	123.943	1327.881	866.816	65.886	1330.533	834.806	62.013	1436.215	874.134	70.115	1378.469	811.796	946.424	1022.482	770.469	542.866	1025.632	760.246	532.676	1165.469	756.245	484.214	1022.088	811.988	454.172	1073.526	725.039	108.158	1034.243	744.367	121.035	1118.837	874.006	60.169	1124.417	842.681	50.798	1010.398	889.005	64.829	1075.681
2.762	884.801	1047.918	1348.211	903.021	1039.671	1075.649	706.038	1064.672	1248.318	712.293	1061.28	1159.351	805.873	1111.887	1378.351	808.09	1109.837	1031.541	762.179	770.398	1416.003	761.174	660.162	1415.406	712.877	770.955	1368.788	712.843	661.152	1362.533	706.133	293.817	1429.909	711.242	213.046	1421.814	674.144	296.122	1386.707	676.177	216.447	1378.895	651.437	95.684	1370.25	640.411	49.193	1372.034	674.127	66.561	1415.349	794.413	775.568	1003.39	793.911	665.11	1010.393	734.169	778.186	1035.521	727.049	669.405	1039.463	706.057	258.514	1018.95	714.301	178.729	1029.606	672.445	262.297	1060.199	678.412	178.026	1066.389	658.135	89.995	1080.389	647.963	45.893	1079.197	680.935	57.342	1036.791	795.056	940.901	1405.605	777.353	554.994	1413.407	768.97	537.327	1269.99	773.787	498.696	1419.509	825.721	463.105	1366.819	717.259	110.555	1410.953	740.088	123.932	1327.881	866.813	65.885	1330.526	834.815	62.015	1436.212	874.127	70.113	1378.479	811.807	946.424	1022.491	770.462	542.876	1025.633	760.243	532.675	1165.454	756.216	484.201	1022.08	811.982	454.174	1073.513	725.025	108.149	1034.242	744.369	121.029	1118.826	874.007	60.169	1124.412	842.716	50.649	1010.409	888.997	64.828	1075.694
2.769	884.829	1047.918	1348.199	903.038	1039.662	1075.624	706.074	1064.662	1248.323	712.319	1061.275	1159.35	805.903	1111.876	1378.351	808.117	1109.837	1031.544	762.206	770.405	1415.999	761.2	660.154	1415.407	712.895	770.956	1368.798	712.864	661.171	1362.559	706.143	293.824	1429.91	711.245	213.047	1421.804	674.147	296.129	1386.704	676.173	216.464	1378.882	651.435	95.685	1370.246	640.412	49.183	1372.026	674.118	66.572	1415.342	794.404	775.577	1003.395	793.893	665.101	1010.385	734.168	778.197	1035.53	727.039	669.403	1039.438	706.051	258.513	1018.942	714.298	178.719	1029.6	672.441	262.3	1060.195	678.404	178.016	1066.379	658.129	89.986	1080.39	647.96	45.898	1079.187	680.931	57.338	1036.787	795.1	940.903	1405.598	777.365	554.993	1413.401	768.972	537.331	1269.994	773.798	498.694	1419.502	825.738	463.095	1366.803	717.262	110.561	1410.952	740.097	123.941	1327.877	866.829	65.875	1330.53	834.819	62.01	1436.207	874.133	70.119	1378.475	811.824	946.414	1022.477	770.462	542.877	1025.626	760.243	532.677	1165.44	756.208	484.117	1022.029	811.966	454.171	1073.498	725.039	108.16	1034.237	744.365	121.03	1118.832	874.008	60.172	1124.406	842.679	50.766	1010.371	889.265	65.068	1075.695
2.775	884.868	1047.917	1348.172	903.046	1039.654	1075.591	706.085	1064.681	1248.329	712.349	1061.284	1159.363	805.94	1111.86	1378.356	808.128	1109.833	1031.554	762.242	770.401	1416.005	761.227	660.154	1415.408	712.924	770.957	1368.813	712.879	661.167	1362.534	706.152	293.823	1429.905	711.249	213.05	1421.809	674.152	296.128	1386.708	676.182	216.459	1378.878	651.441	95.674	1370.254	640.411	49.184	1372.028	674.121	66.57	1415.357	794.407	775.585	1003.399	793.861	665.106	1010.37	734.167	778.186	1035.544	727.013	669.413	1039.416	706.044	258.5	1018.934	714.297	178.714	1029.597	672.432	262.291	1060.2	678.404	178.002	1066.399	658.117	89.987	1080.391	647.957	45.9	1079.199	680.938	57.332	1036.794	795.127	940.903	1405.603	777.411	554.986	1413.383	768.957	537.333	1269.984	773.814	498.692	1419.495	825.739	463.093	1366.782	717.262	110.564	1410.953	740.094	123.934	1327.886	866.827	65.875	1330.52	834.815	62.008	1436.198	874.133	70.11	1378.471	811.804	946.431	1022.484	770.442	542.87	1025.618	760.233	532.669	1165.432	756.216	484.198	1022.06	811.976	454.161	1073.498	725.043	108.148	1034.231	744.373	121.025	1118.818	874.016	60.173	1124.406	842.676	50.77	1010.377	888.996	64.833	1075.675
2.782	884.902	1047.907	1348.161	903.066	1039.647	1075.591	706.115	1064.68	1248.339	712.363	1061.292	1159.374	805.972	1111.855	1378.357	808.146	1109.835	1031.571	762.277	770.396	1416.01	761.259	660.145	1415.392	712.938	770.969	1368.823	712.909	661.17	1362.545	706.159	293.814	1429.907	711.257	213.051	1421.803	674.161	296.126	1386.704	676.179	216.471	1378.879	651.428	95.682	1370.237	640.405	49.186	1372.021	674.119	66.57	1415.337	794.388	775.588	1003.408	793.832	665.107	1010.365	734.149	778.205	1035.545	726.998	669.423	1039.409	706.033	258.499	1018.933	714.284	178.712	1029.585	672.423	262.287	1060.199	678.395	177.999	1066.398	658.12	89.985	1080.39	647.954	45.887	1079.186	680.926	57.329	1036.783	795.169	940.895	1405.595	777.416	554.99	1413.38	768.983	537.325	1269.98	773.833	498.688	1419.497	825.77	463.093	1366.793	717.27	110.557	1410.94	740.091	123.943	1327.872	866.821	65.872	1330.527	834.821	62.0	1436.191	874.129	70.11	1378.462	811.798	946.422	1022.484	770.439	542.86	1025.613	760.238	532.661	1165.414	756.19	484.189	1022.043	811.942	454.158	1073.482	725.031	108.138	1034.241	744.368	121.015	1118.815	874.023	60.166	1124.401	842.677	50.768	1010.373	889.261	65.078	1075.684
2.789	884.947	1047.909	1348.151	903.071	1039.639	1075.574	706.138	1064.687	1248.348	712.394	1061.288	1159.385	806.016	1111.852	1378.357	808.154	1109.849	1031.574	762.311	770.393	1416.012	761.294	660.143	1415.398	712.966	770.961	1368.847	712.932	661.157	1362.547	706.169	293.821	1429.896	711.264	213.047	1421.804	674.162	296.127	1386.701	676.19	216.473	1378.882	651.436	95.679	1370.254	640.394	49.193	1372.024	674.128	66.571	1415.347	794.368	775.592	1003.388	793.822	665.116	1010.355	734.139	778.197	1035.577	726.982	669.423	1039.407	706.021	258.495	1018.923	714.271	178.706	1029.587	672.418	262.283	1060.199	678.393	177.995	1066.397	658.12	89.979	1080.381	647.958	45.887	1079.188	680.931	57.323	1036.799	795.217	940.899	1405.603	777.432	554.98	1413.378	768.997	537.333	1269.978	773.845	498.679	1419.488	825.772	463.092	1366.795	717.262	110.565	1410.956	740.095	123.936	1327.879	866.824	65.879	1330.521	834.815	62.001	1436.193	874.13	70.111	1378.463	811.805	946.426	1022.487	770.406	542.858	1025.609	760.225	532.655	1165.419	756.153	484.101	1022.014	811.931	454.152	1073.481	725.023	108.142	1034.229	744.364	121.025	1118.821	874.011	60.174	1124.408	842.673	50.79	1010.407	889.248	65.082	1075.688
