hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	0.902717	11.167976	-16.798939	10.970221	-7.163909	99.626603	-0.896950	-14.983688	-3.256704
	0.952222	10.612764	-18.821837	10.744322	-6.711614	101.207604	-0.105874	-14.833132	-3.778095
	0.900844	10.065953	-20.832259	10.567442	-6.304425	102.334715	0.680805	-14.645968	-4.287824
	0.779901	9.529201	-22.984092	10.441199	-5.944514	103.073900	1.385287	-14.448067	-4.757623
	0.575985	9.065593	-25.195260	10.337732	-5.754042	103.556773	2.134674	-14.262496	-5.152984
	0.251322	8.830666	-27.444758	10.261854	-5.282517	103.608031	2.790074	-14.113794	-5.629340
	-0.148418	8.687711	-29.640229	10.085614	-4.970234	103.236145	3.429309	-13.955898	-5.995637
	-0.595733	8.478911	-31.713712	9.942654	-4.625931	102.305437	3.681845	-14.021439	-6.463990
	-1.152224	8.410357	-33.570690	9.865983	-4.323890	101.258290	3.866174	-14.058198	-6.847313
	-1.641244	8.290253	-35.176071	9.948635	-3.983267	99.756309	3.949269	-14.233350	-7.287242
	-2.077473	8.147716	-36.523474	10.074511	-3.439984	97.939326	3.762763	-14.601889	-7.610789
	-2.426267	7.965310	-37.597363	10.274971	-2.903928	95.645305	3.618223	-14.715578	-7.770987
	-2.795223	7.718739	-38.424042	10.604579	-2.271963	93.069984	3.483655	-14.888868	-7.971870
	-3.208257	7.301127	-39.185552	11.061094	-1.537632	90.109678	3.205206	-14.940336	-8.150707
	-3.433389	6.854300	-39.888548	11.589868	-0.453993	87.004708	2.922840	-14.915830	-8.437061
	-3.472196	6.312698	-40.235704	12.151631	0.825231	83.709495	2.630078	-14.869044	-8.852803
	-3.330780	5.615495	-40.358396	12.759115	2.354825	80.165166	2.361291	-14.570857	-9.371657
	-3.111678	4.781756	-40.311482	13.456266	4.314124	76.182529	2.207464	-14.209365	-9.874783
	-2.726723	3.848130	-39.931228	13.917547	6.707604	71.851715	2.149668	-13.997544	-10.194123
	-2.386683	2.791508	-39.336639	14.321370	9.217870	67.297345	2.155928	-13.913771	-10.480936
	-1.946678	1.738700	-38.627179	14.792339	12.032973	62.392741	2.277064	-13.745056	-10.773298
	-1.599971	0.724540	-37.848344	14.995857	14.897138	57.348890	2.358133	-13.597736	-11.102689
	-1.444022	-0.258762	-37.000328	15.097883	17.872088	52.123580	2.440469	-13.583718	-11.306843
	-1.303800	-1.188730	-36.069194	15.024225	20.850043	46.891477	2.597023	-13.700890	-11.539422
	-1.304055	-1.707301	-35.068215	14.652029	23.393316	41.585412	2.639260	-14.052376	-11.762759
	-1.320410	-2.329954	-34.049934	13.948712	25.432334	36.365570	2.507058	-14.424995	-11.979455
	-1.566117	-2.310599	-33.068600	12.931558	26.938894	31.397352	2.375628	-15.036716	-12.140494
	-2.007644	-1.840300	-31.998275	11.821558	27.483017	26.720690	2.067477	-15.379704	-12.316555
	-2.560900	-0.793520	-31.245498	10.593302	27.070272	22.639923	1.568763	-15.648328	-12.504849
	-3.208680	0.675267	-30.696394	9.349740	25.734060	19.468230	0.824361	-15.967115	-12.739866
	-3.815471	2.217858	-30.315413	8.392083	23.995706	16.948873	0.084238	-16.302470	-13.090945
	-4.306301	3.366483	-30.045648	7.838662	22.587365	15.203412	-0.591434	-16.637544	-13.445470
	-4.367616	3.746166	-29.788731	7.544374	21.725709	14.112417	-1.139525	-16.966477	-13.760324
	-4.038480	3.591828	-29.637199	7.451382	21.374338	13.539379	-1.254290	-17.197317	-13.616336
	-3.506003	2.845238	-29.564790	7.487125	21.553022	13.213235	-0.863689	-17.252678	-13.061846
	-2.646419	1.680747	-29.419890	7.613266	21.941026	13.629594	-0.038918	-17.071556	-11.906157
	-1.795678	0.506054	-29.229991	7.831426	22.247778	14.357438	1.054892	-16.606436	-10.154805
