hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-1.200142	-0.395229	-29.057967	8.050095	22.139306	15.793430	2.174483	-16.099123	-8.519704
	-0.747045	-1.123907	-28.952487	8.372374	21.605847	17.930545	3.234930	-15.239769	-7.158360
	-0.580255	-1.312314	-28.885041	8.715272	20.568781	20.427254	4.022583	-14.323875	-6.714680
	-0.697146	-1.431349	-28.678353	9.108996	18.963515	23.338602	4.644410	-13.240123	-7.322045
	-1.058029	-1.293858	-28.605558	9.477316	17.238665	26.287077	5.211905	-12.208124	-7.963226
	-1.781174	-0.933650	-28.500311	9.759565	15.546832	29.399705	5.524987	-11.149108	-9.272423
	-2.474091	-0.390676	-28.396484	10.179945	13.921101	32.208565	5.656696	-10.153143	-10.653647
	-3.489855	0.157615	-28.356420	10.449083	12.202670	35.000070	5.732207	-9.327725	-12.259864
	-4.624415	0.616218	-28.412277	10.770404	10.885047	37.529236	5.738832	-8.574493	-13.987554
	-5.675118	0.873975	-28.535235	10.956794	9.621343	39.626620	5.679009	-8.076988	-15.580421
	-6.366139	0.875974	-28.671362	11.067597	9.004190	41.154652	5.603307	-7.571700	-17.143084
	-6.989287	0.640587	-28.513211	10.989499	8.918525	42.413531	5.660265	-7.074612	-18.669936
	-7.174743	0.307501	-27.937224	10.767951	9.135606	43.187067	5.661027	-6.652409	-20.096508
	-7.212789	-0.086904	-27.254460	10.421844	9.666313	43.597961	5.538856	-6.145874	-21.314789
	-6.865786	-0.455667	-26.280745	10.011679	10.194320	43.624079	5.501640	-5.689551	-22.447832
	-6.312376	-0.711727	-25.016711	9.578870	10.846414	43.581864	5.535464	-5.422479	-23.523377
	-5.748707	-0.878519	-23.819549	9.151139	11.549731	43.149321	5.472597	-5.255301	-24.404802
	-5.233818	-1.200697	-22.635518	8.723048	11.984401	42.747914	5.307823	-5.211302	-25.031647
	-4.794084	-1.461769	-21.407009	8.256672	12.334250	42.199231	5.119346	-5.111760	-25.637458
	-4.420311	-1.561596	-20.147713	7.827492	12.534367	41.347489	4.943263	-5.170762	-26.109208
	-4.237527	-1.524734	-18.700208	7.485080	12.464047	40.178726	4.775950	-5.253115	-26.344292
	-4.063422	-1.313461	-17.116453	7.156995	12.205970	38.785482	4.552501	-5.497777	-26.272595
	-3.907836	-0.984540	-15.428619	6.865087	12.061935	37.271066	4.319791	-5.878330	-26.198409
	-3.758726	-0.594041	-13.517767	6.721008	11.595007	35.537959	3.911467	-6.186893	-25.693183
	-3.439884	-0.187214	-11.554253	6.624235	11.250375	33.630992	3.334716	-6.682177	-24.976545
	-3.082851	0.224427	-9.631520	6.491828	11.002058	31.581412	2.645603	-7.211981	-23.957713
	-2.746952	0.603098	-7.653325	6.366200	10.736602	29.462625	1.863160	-7.809875	-22.656535
	-2.363079	0.908725	-5.679881	6.264074	10.508716	27.218617	1.045627	-8.462844	-21.043454
	-1.943221	1.185016	-3.710562	6.190970	10.619497	24.911200	0.274890	-9.293792	-19.218021
	-1.500007	1.546116	-1.719354	6.190455	11.045197	22.595473	-0.531293	-10.193109	-16.993052
	-1.043490	1.910506	0.159149	6.199829	11.627840	20.309376	-1.333256	-11.180536	-14.559256
	-0.575370	2.377507	1.890756	6.153694	12.349588	18.124839	-2.070069	-12.397409	-11.892109
	-0.096560	2.905843	3.589562	6.158027	13.273582	16.049940	-2.882530	-13.624039	-9.104863
	0.368275	3.483890	5.228753	6.126871	14.179627	14.124520	-3.572034	-14.777741	-6.241373
	0.797856	4.069129	6.777654	6.162634	14.826852	12.566819	-4.177974	-15.853258	-3.519865
	1.303851	4.605096	8.120836	6.215121	15.313207	11.193395	-4.619779	-16.775556	-1.018893
	1.700036	5.064254	9.189192	6.238784	15.723126	9.991481	-4.852515	-17.304231	1.054152
	2.039862	5.407707	10.179226	6.398570	15.910340	9.568879	-4.893622	-17.292250	2.801637
	2.309228	5.699972	10.741694	6.601130	16.431003	9.670984	-4.950730	-17.063832	3.990901
	2.471991	6.008467	11.311606	6.936601	16.743485	10.525680	-5.198302	-16.402689	4.796636
	2.516825	6.272316	11.393773	7.408463	17.000684	11.872250	-5.521302	-15.829184	5.181653
	2.454753	6.456525	11.410881	8.075940	17.418835	13.783041	-5.685429	-15.409687	4.756038
	2.169075	6.541961	10.948636	8.944445	17.765030	16.043456	-5.721162	-15.189623	4.339966
	1.706513	6.508184	10.458541	10.007929	17.617366	18.627974	-5.755282	-15.029288	4.127489
	1.053595	6.333024	9.799279	11.228210	17.402438	21.644529	-5.717209	-14.838432	3.728968
	0.367201	6.321685	8.984987	12.547317	16.906063	25.106296	-5.458404	-14.612596	3.413237
	-0.352778	6.107138	8.070566	13.617825	15.795119	28.981158	-5.236425	-14.369472	2.955792
	-1.013357	6.157737	7.072099	14.456730	14.396448	33.210033	-5.120846	-13.889371	2.577201
	-1.619736	6.341468	6.156197	15.206225	12.336049	37.716634	-4.842359	-13.724062	2.301829
	-2.132194	6.630909	5.117493	15.659307	10.039917	42.450449	-4.501883	-13.840925	2.108554
	-2.537230	7.118034	4.190449	15.762181	7.562060	47.268588	-4.316277	-14.080594	1.986792
	-2.844846	7.750007	3.342117	16.148839	5.178257	52.128757	-4.275874	-14.273387	1.902203
	-3.019035	8.516954	2.488871	16.194976	2.883941	57.137146	-4.302174	-14.350302	1.770601
	-3.046870	9.212718	1.635301	16.065650	0.677144	61.853099	-4.464176	-14.542065	1.681073
	-2.987491	10.039463	0.787248	15.849718	-1.332873	66.447254	-4.610986	-14.981010	1.564487
	-2.785814	10.774284	-0.084595	15.626876	-3.055204	70.910221	-4.690278	-15.736365	1.448600
	-2.379842	11.331831	-1.065222	15.176292	-4.463538	75.141996	-4.665400	-16.220553	1.232668
	-1.856780	11.851030	-2.161164	14.752050	-5.615994	79.107134	-4.495207	-16.557561	0.833700
	-1.266041	12.104421	-3.531991	14.051943	-6.616247	82.807493	-4.163855	-16.516480	0.394603
	-0.665293	12.229777	-5.215812	13.366473	-7.111320	86.265756	-3.753816	-16.486660	-0.174823
	-0.153122	12.390299	-7.456729	12.721585	-7.550350	89.503713	-3.334335	-16.314016	-0.736641
	0.308224	12.338652	-9.941623	12.177548	-7.704844	92.506989	-2.742811	-15.965950	-1.405472
	0.598865	12.022502	-12.276212	11.617195	-7.648701	95.299183	-2.174962	-15.534704	-2.093384
	0.791377	11.725100	-14.654479	11.269722	-7.458969	97.616182	-1.562032	-15.132606	-2.720440
