hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-1.067734	-7.636419	-29.842114	7.358244	36.177781	12.237390	-2.031835	-19.834832	-10.592311
	-1.090943	-8.435549	-29.549157	8.036566	36.048215	13.627808	-0.792510	-18.981358	-8.861985
	-1.150128	-9.106981	-29.210535	8.760853	35.653290	15.465612	0.175417	-18.105038	-7.484621
	-1.282558	-9.716644	-28.818331	9.352999	34.836926	17.641852	0.789605	-17.010631	-6.785540
	-1.449724	-10.201921	-28.507151	9.903147	33.638796	20.022714	1.418780	-15.646952	-6.472615
	-1.592462	-10.561614	-28.289059	10.374584	32.440951	22.695925	2.039121	-14.219867	-6.815358
	-1.750945	-11.047316	-28.183863	10.852627	31.278853	25.579943	2.633430	-12.783557	-7.667514
	-1.982019	-11.392093	-28.284335	11.252958	30.229311	28.649588	3.039990	-11.420268	-9.020182
	-2.333281	-11.555038	-28.395586	11.582398	29.264017	31.607655	3.418793	-10.491021	-10.667544
	-2.694500	-11.602458	-28.427864	12.011113	28.381782	34.227764	3.629811	-9.751171	-12.402954
	-3.152740	-11.344984	-28.273531	12.456205	27.463452	36.416294	3.768222	-9.250990	-14.129863
	-3.609650	-10.981050	-27.779404	12.949175	26.587708	38.120989	3.781471	-8.897441	-15.802603
	-3.990504	-10.548615	-27.102276	13.280659	25.773118	39.475505	3.718659	-8.598499	-17.346066
	-4.237579	-10.193963	-26.330090	13.483960	25.087409	40.452234	3.637017	-8.117534	-18.734851
	-4.386355	-10.011108	-25.451932	13.584002	24.596795	41.136207	3.564603	-7.603638	-19.994947
	-4.406918	-9.861209	-24.498633	13.527207	24.440366	41.557806	3.533705	-7.148472	-21.167738
	-4.331448	-9.890674	-23.464298	13.409850	24.475247	41.680515	3.518803	-6.758693	-22.159007
	-4.251533	-9.977582	-22.276409	13.232534	24.593579	41.538656	3.563084	-6.373546	-23.096237
	-4.169837	-10.182108	-20.974080	12.992893	24.839786	41.261609	3.628885	-6.076001	-23.798851
	-4.091207	-10.376070	-19.531724	12.701577	25.109553	40.690200	3.743164	-5.858863	-24.241625
	-4.078923	-10.452173	-17.993586	12.460819	25.404312	39.943100	3.853321	-5.744938	-24.524638
	-4.079896	-10.570010	-16.432646	12.201392	25.560916	39.047658	3.920514	-5.849526	-24.628170
	-4.060109	-10.640112	-14.819673	11.937037	25.659228	37.969738	3.820831	-6.146918	-24.534125
	-3.976676	-10.591127	-13.199771	11.654609	25.559104	36.799161	3.528679	-6.590505	-24.286807
