Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
52	-2.141900	14.065942	0.352011	15.264166	14.685607	43.903891	-12.521000	-18.466278	6.588937	-2.015904	12.813309	-0.618142	17.245313	11.934160	48.044327	-13.519165	-18.688160	8.722712	-0.624600	14.624856	-1.387699	16.868536	8.982929	56.198127	-12.079401	-17.340953	5.893294	-2.411813	11.900499	-2.573737	17.221199	13.475814	48.639505	-13.271736	-18.084280	6.999403	-3.047579	12.150364	-0.465007	17.230247	14.218157	46.736007	-12.667455	-17.531916	5.756482	-2.521309	12.089938	-3.894945	18.249474	12.407731	51.569203	-14.459794	-18.188857	7.197966	-0.731028	12.644223	-2.843409	17.306479	11.072829	52.295011	-12.260800	-16.794910	6.177609	-1.428529	12.292015	-3.058999	16.880715	10.828843	52.018580	-12.099339	-16.390256	5.741799	-2.247519	11.622270	-3.106625	17.241189	11.961329	50.093689	-12.685691	-17.679091	6.535393	-2.312298	12.564433	-0.968725	17.043307	12.576478	48.801116	-12.153615	-17.458640	5.481638	-1.904131	12.416076	-2.413109	17.041960	11.016951	52.092035	-13.939652	-18.426104	4.541698	-1.796441	12.713514	-1.830373	17.207261	11.040136	52.650143	-11.713323	-16.624884	4.410051	-2.260764	12.531911	-1.191657	17.158542	12.281283	50.644740	-12.379062	-16.941989	5.816578	-1.522937	11.743985	-3.287075	16.898835	10.175482	53.379932	-11.736530	-17.464395	5.314529	-2.528922	12.626286	0.644390	16.919821	14.007861	45.829362	-12.024338	-17.631475	5.327081	-1.504786	12.652569	-1.240049	16.479318	13.113863	46.890203	-12.558335	-17.899491	5.771592	-2.730403	11.557514	-3.264470	17.386036	11.092338	53.136047	-12.193354	-17.736433	4.954694	-2.137821	12.674581	-3.065832	17.714894	10.903101	55.159726	-12.205870	-17.484456	5.784840	-4.279220	11.725401	-4.177912	16.759887	14.926041	48.795815	-12.539621	-18.637834	6.787901	-2.348003	12.493004	-2.083252	16.071551	9.820935	49.550174	-12.193092	-18.686486	4.777385	-1.730903	12.027256	-3.391485	16.699341	10.408528	52.203293	-12.320503	-16.913437	5.623940	-1.773979	12.495532	-2.915198	17.651730	9.737814	54.616976	-11.225937	-16.997248	4.015306	-2.775718	11.788042	-2.572200	16.129426	12.293204	49.329815	-12.610429	-18.081603	6.241877
53	-1.681100	14.492114	-0.683829	15.801716	13.080052	48.260543	-12.038081	-17.788988	6.063081	-1.635716	13.282770	-1.706937	17.280390	9.937773	51.994159	-13.162001	-18.368352	8.192045	-0.179829	15.150550	-2.768587	16.518043	7.038485	60.227955	-11.626781	-16.649970	5.369454	-1.943588	12.617168	-3.692697	17.521990	11.502291	52.655528	-12.811630	-17.266886	6.543700	-2.606369	12.656283	-1.705443	17.273926	12.000626	51.090971	-12.204893	-16.957489	5.418750	-2.082826	12.616419	-5.087831	18.273840	10.289433	55.890120	-14.040005	-17.983236	6.780204	-0.136688	13.322062	-4.072936	17.127440	8.902912	56.360928	-11.827995	-16.156706	5.550677	-0.853830	12.835685	-4.327298	16.551372	8.789542	55.930036	-11.573952	-15.869230	5.121696	-1.816250	12.098366	-4.223127	17.380874	9.959493	54.189416	-12.295450	-17.178325	6.081742	-1.836259	13.065888	-2.162142	17.195765	10.553991	52.989923	-11.777685	-16.855042	5.023364	-1.362299	13.001552	-3.843727	16.899602	8.785890	56.382301	-13.596341	-17.763278	3.782228	-1.320438	13.313420	-3.165098	17.074715	8.984175	56.686871	-11.018840	-15.844825	3.542599	-1.742955	13.014624	-2.483517	17.110020	10.245600	54.688725	-11.862511	-16.182330	5.290621	-1.156080	12.312968	-4.522351	16.880251	8.271797	57.389763	-11.245784	-16.622689	4.764144	-2.128887	13.104245	-0.431368	17.131072	11.907287	50.063969	-11.501258	-16.864998	4.799903	-1.040316	13.171667	-2.525668	16.795752	11.093287	51.172149	-12.193585	-17.336851	5.523598	-2.311147	11.981451	-4.470347	17.600253	9.215056	57.369952	-11.852099	-17.196194	4.361575	-1.683200	13.184447	-4.305429	17.976122	9.194822	59.256414	-11.745948	-16.753053	5.085096	-3.890764	12.127373	-5.270006	17.390528	13.228584	52.901060	-12.211186	-17.664906	6.455090	-1.916978	12.983179	-3.338006	15.643060	7.349260	53.878162	-11.818129	-18.500507	4.226153	-1.319854	12.362729	-4.558727	16.520279	8.386951	56.414442	-11.777552	-16.390432	5.037930	-1.385893	12.986453	-4.078443	17.400808	7.679537	58.629466	-10.836505	-16.795304	3.262153	-2.367066	12.243358	-3.814695	16.402181	10.468838	53.474473	-12.240601	-17.392258	5.805054
54	-1.180731	14.930251	-1.914826	16.199664	11.430872	52.660753	-11.499131	-16.992721	5.426906	-1.243900	13.700369	-2.930020	17.088784	7.987983	55.941334	-12.684551	-17.984273	7.484360	0.208116	15.575466	-4.320917	16.086961	5.342650	64.065354	-11.225933	-15.885808	4.879284	-1.464686	13.358470	-4.989393	17.635046	9.568217	56.629276	-12.314631	-16.343563	5.968369	-2.112180	13.173083	-3.095336	17.011774	9.807347	55.390179	-11.717947	-16.316479	4.988225	-1.635414	13.130488	-6.444071	18.056317	8.227759	60.184876	-13.543375	-17.654800	6.191427	0.486285	14.018932	-5.479561	16.757280	6.873286	60.297653	-11.359978	-15.449697	4.826293	-0.250231	13.393637	-5.746910	16.077416	6.916615	59.707887	-11.026628	-15.286021	4.454243	-1.344952	12.599123	-5.483925	17.295433	8.024708	58.213893	-11.834126	-16.604849	5.490718	-1.323790	13.580948	-3.521285	17.117952	8.586272	57.125471	-11.374102	-16.184132	4.493712	-0.786934	13.660964	-5.475360	16.504767	6.669130	60.551474	-13.195018	-17.010871	2.988488	-0.849561	13.891592	-4.690791	16.773380	7.071780	60.592803	-10.235759	-14.973114	2.582729	-1.212846	13.483357	-3.947415	16.863734	8.322548	58.625879	-11.315726	-15.350854	4.732208	-0.795314	12.878888	-5.916020	16.691004	6.523988	61.272614	-10.745866	-15.681117	4.187452	-1.659515	13.628251	-1.687978	17.061634	9.794627	54.294004	-10.919399	-16.011495	4.153039	-0.556866	13.680290	-3.945382	16.893251	9.087236	55.430373	-11.771475	-16.730415	5.127551	-1.865812	12.408512	-5.851206	17.662747	7.462993	61.511165	-11.470451	-16.571984	3.766977	-1.201001	13.676402	-5.753641	18.127240	7.609740	63.239275	-11.282549	-15.909074	4.397505	-3.420315	12.597143	-6.490626	17.832233	11.528312	56.977223	-11.801034	-16.603989	5.985222	-1.462051	13.441068	-4.736080	14.930269	5.052966	58.114335	-11.386144	-18.237755	3.591639	-0.893520	12.694492	-5.852042	16.152223	6.509364	60.503664	-11.214424	-15.774355	4.436352	-0.964464	13.523999	-5.403249	16.951916	5.775422	62.518422	-10.409602	-16.511413	2.512549	-1.890481	12.720683	-5.193045	16.503293	8.728263	57.558894	-11.800344	-16.631758	5.242406
55	-0.683679	15.329228	-3.343149	16.500579	9.820254	57.021715	-10.950496	-16.092036	4.763719	-0.864832	14.026654	-4.282675	16.713959	6.195610	59.794925	-12.110946	-17.526705	6.678653	0.505154	15.857985	-5.993314	15.659196	3.908019	67.682556	-10.882585	-15.095981	4.423290	-1.007015	14.047837	-6.463410	17.592872	7.763659	60.491682	-11.812640	-15.320876	5.332941	-1.595407	13.640015	-4.640043	16.494481	7.781860	59.524401	-11.239785	-15.633564	4.517960	-1.207422	13.564985	-7.958566	17.650845	6.311240	64.371554	-12.998811	-17.194804	5.512497	1.082518	14.662586	-7.073537	16.271366	5.079304	64.032180	-10.880320	-14.693231	4.068742	0.342710	13.904272	-7.288706	15.555814	5.277179	63.299772	-10.481154	-14.663288	3.791186	-0.866986	13.080881	-6.885839	17.048459	6.229882	62.109535	-11.334711	-15.965437	4.836331	-0.813532	14.048819	-5.044475	16.854949	6.780846	61.113804	-10.966509	-15.464829	3.953829	-0.224621	14.345041	-7.287317	15.944397	4.753903	64.519441	-12.759870	-16.204691	2.216910	-0.411838	14.395286	-6.353973	16.406965	5.358810	64.318887	-9.408469	-14.047497	1.598172	-0.710374	13.871822	-5.572763	16.490014	6.618281	62.369807	-10.770674	-14.491504	4.190499	-0.462146	13.384862	-7.431990	16.408251	4.973813	64.989164	-10.262149	-14.681251	3.618362	-1.150019	14.156847	-3.143500	16.761979	7.795048	58.424160	-10.315471	-15.117073	3.452855	-0.098157	14.121824	-5.496530	16.792152	7.198901	59.566785	-11.314972	-16.075504	4.631868	-1.428811	12.795647	-7.416839	17.624007	5.893673	65.499800	-11.066493	-15.873972	3.224113	-0.715034	14.087444	-7.403196	18.205061	6.195355	67.056771	-10.835944	-14.975617	3.754146	-2.872492	13.109330	-7.889155	18.073748	9.901943	60.955952	-11.343530	-15.461465	5.431281	-1.013600	13.829520	-6.267159	14.040064	3.039227	62.178407	-10.934844	-17.903748	2.939944	-0.484699	12.983871	-7.280012	15.686961	4.845686	64.407947	-10.663111	-15.092392	3.863460	-0.538428	14.075619	-6.907660	16.376534	4.123855	66.195494	-9.973263	-16.142929	1.802531	-1.362348	13.182307	-6.737444	16.458432	7.160192	61.503741	-11.315756	-15.795948	4.611982
56	-0.238694	15.623110	-4.984041	16.742278	8.321554	61.257852	-10.430280	-15.099468	4.124819	-0.523972	14.242444	-5.722438	16.261811	4.615413	63.498125	-11.494766	-17.019017	5.851181	0.656738	15.913716	-7.741879	15.324740	2.804689	70.989307	-10.608992	-14.327037	3.993583	-0.599577	14.606652	-8.071980	17.458395	6.154111	64.188290	-11.333276	-14.235261	4.683978	-1.091258	14.006085	-6.295173	15.848799	5.996735	63.440481	-10.794417	-14.950295	4.051138	-0.837350	13.837028	-9.611651	17.126841	4.638172	68.351051	-12.433190	-16.612734	4.808513	1.604089	15.190085	-8.794641	15.776180	3.541657	67.546765	-10.413699	-13.928013	3.322409	0.873496	14.284572	-8.924388	15.094181	3.944349	66.642628	-9.962118	-14.030250	3.165536	-0.427270	13.469867	-8.438016	16.695356	4.690926	65.774916	-10.823855	-15.275745	4.166188	-0.344310	14.414890	-6.673887	16.508977	5.186264	64.907374	-10.576070	-14.733047	3.443547	0.276431	14.991087	-9.217549	15.333661	3.085331	68.238658	-12.311794	-15.392150	1.494647	-0.048110	14.745300	-8.114028	16.089892	3.941401	67.766333	-8.585267	-13.105185	0.638881	-0.267471	14.132009	-7.296755	16.095260	5.164207	65.891955	-10.255439	-13.653454	3.688698	-0.184605	13.747283	-9.044941	16.098981	3.698609	68.463835	-9.818032	-13.659798	3.071837	-0.644181	14.629285	-4.774008	16.332231	6.013677	62.367487	-9.723420	-14.241100	2.756474	0.298449	14.457029	-7.135208	16.577116	5.488079	63.522821	-10.853654	-15.389666	4.096585	-1.034672	13.100466	-9.129469	17.553000	4.531599	69.294055	-10.657503	-15.134060	2.753909	-0.252938	14.365154	-9.199259	18.255551	4.971909	70.674743	-10.416111	-13.989615	3.158448	-2.262392	13.609575	-9.485728	18.135737	8.432002	64.769989	-10.871965	-14.257645	4.840623	-0.608549	14.096678	-7.913909	13.094858	1.417057	65.982638	-10.500743	-17.513041	2.317411	-0.133502	13.183497	-8.840404	15.227433	3.464434	68.050328	-10.157297	-14.383494	3.341789	-0.141844	14.589315	-8.526767	15.791590	2.724737	69.647878	-9.556386	-15.721031	1.134224	-0.816195	13.585996	-8.420405	16.338936	5.799249	65.269333	-10.820343	-14.906461	3.968479
57	0.122695	15.776953	-6.774273	16.977838	6.965661	65.313539	-9.961729	-14.059748	3.532009	-0.261892	14.299360	-7.232806	15.834864	3.341238	66.961485	-10.885479	-16.482655	5.045659	0.680566	15.760422	-9.504716	15.120635	1.959593	74.026077	-10.383609	-13.610207	3.567150	-0.280073	14.935999	-9.770297	17.296875	4.825171	67.637054	-10.906389	-13.135851	4.045215	-0.641844	14.191453	-8.029251	15.182273	4.562213	67.032148	-10.408503	-14.317328	3.611019	-0.548513	13.924658	-11.335900	16.597235	3.215638	72.095564	-11.877470	-15.972086	4.128373	1.981749	15.501885	-10.608487	15.381027	2.338455	70.765738	-9.986116	-13.201871	2.609209	1.309660	14.495159	-10.610352	14.767753	2.883973	69.756767	-9.483530	-13.415175	2.581204	-0.055243	13.725928	-10.079766	16.343773	3.406139	69.208846	-10.330938	-14.582227	3.515706	0.026787	14.595829	-8.373031	16.173221	3.891262	68.410469	-10.226228	-14.031362	2.985231	0.654542	15.518362	-11.213416	14.789061	1.730263	71.632986	-11.864820	-14.618142	0.834808	0.232875	14.938396	-9.902096	15.903160	2.776594	70.959225	-7.814190	-12.185472	-0.271710	0.066111	14.182356	-9.085437	15.783521	4.042316	69.109113	-9.804024	-12.886599	3.240526	0.022492	13.921985	-10.707034	15.840907	2.692181	71.690162	-9.421971	-12.662830	2.542621	-0.187880	14.989672	-6.511010	15.898293	4.496206	66.077205	-9.168023	-13.433556	2.099895	0.578285	14.619124	-8.837174	16.323371	4.051369	67.195682	-10.418456	-14.702603	3.556653	-0.723867	13.266794	-10.958052	17.521921	3.421870	72.822792	-10.259854	-14.389254	2.363564	0.148419	14.444479	-11.100589	18.322337	3.982005	74.026021	-10.029942	-12.983881	2.605221	-1.617181	14.027020	-11.243549	18.079131	7.174537	68.376019	-10.411572	-13.029076	4.243170	-0.267650	14.231088	-9.623007	12.227942	0.150058	69.531441	-10.106842	-17.100914	1.740333	0.139397	13.280203	-10.484844	14.862998	2.328714	71.439944	-9.710055	-13.692641	2.861111	0.184899	14.998068	-10.225963	15.296859	1.624237	72.818994	-9.183961	-15.263072	0.503668	-0.288243	13.863647	-10.229506	16.209599	4.725592	68.763143	-10.344368	-13.980170	3.339946
58	0.378189	15.760211	-8.648867	17.249304	5.777157	69.123625	-9.563210	-13.015479	2.989784	-0.084615	14.215215	-8.785668	15.514400	2.334832	70.195135	-10.325093	-15.945101	4.277121	0.578532	15.380729	-11.268639	15.084796	1.368297	76.764356	-10.196877	-12.974962	3.125535	-0.057427	15.031862	-11.494810	17.178890	3.755850	70.843210	-10.538618	-12.080695	3.419561	-0.268043	14.194972	-9.788704	14.600883	3.433564	70.322198	-10.079634	-13.763846	3.195393	-0.383224	13.770071	-13.103796	16.170531	2.103155	75.520902	-11.364065	-15.327357	3.501029	2.209134	15.587408	-12.464424	15.142773	1.415344	73.726346	-9.603982	-12.543616	1.924068	1.598502	14.458551	-12.337766	14.665655	2.132412	72.597332	-9.066914	-12.839374	2.042366	0.215435	13.789916	-11.792809	16.076430	2.418305	72.364664	-9.881558	-13.920850	2.899961	0.278863	14.588195	-10.097669	15.927690	2.858415	71.643653	-9.920799	-13.388968	2.564808	0.898466	15.887636	-13.217397	14.386752	0.646177	74.739976	-11.428333	-13.902007	0.219687	0.413631	14.947832	-11.698763	15.912849	1.876318	73.865439	-7.140882	-11.310781	-1.115413	0.289614	14.031529	-10.902013	15.607959	3.197800	72.057045	-9.421134	-12.201071	2.827159	0.147010	13.885417	-12.398860	15.689305	1.942452	74.667187	-9.075820	-11.726525	2.018708	0.164761	15.169087	-8.306531	15.579690	3.303532	69.482041	-8.676095	-12.743364	1.505193	0.737724	14.612957	-10.567975	16.117538	2.869687	70.597462	-10.027670	-14.051080	3.034751	-0.499126	13.290986	-12.849981	17.578195	2.522155	76.107030	-9.883619	-13.675136	2.021223	0.478762	14.340350	-13.049969	18.435379	3.188830	77.132337	-9.667560	-11.995513	2.071181	-0.965542	14.260893	-13.133419	17.959835	6.211892	71.696044	-9.979897	-11.816590	3.642521	-0.024028	14.189728	-11.379546	11.575406	-0.715311	72.764087	-9.776795	-16.686384	1.222109	0.295706	13.238891	-12.202139	14.686278	1.460149	74.515967	-9.343422	-13.056151	2.411961	0.416797	15.250492	-11.972043	14.967688	0.804300	75.712928	-8.865976	-14.792588	-0.105158	0.189865	13.993956	-12.105545	16.137413	3.901684	71.995903	-9.907108	-13.051012	2.728886
59	0.531061	15.579750	-10.555990	17.574023	4.748226	72.662902	-9.235984	-11.999559	2.485232	-0.000257	13.990152	-10.386657	15.357807	1.595548	73.175314	-9.842952	-15.413040	3.548668	0.390210	14.812567	-13.050902	15.207497	0.983805	79.215044	-10.030330	-12.431117	2.651358	0.031471	14.847349	-13.226054	17.171316	2.992492	73.741900	-10.243194	-11.137758	2.802591	0.004875	14.004502	-11.561158	14.183015	2.603647	73.287001	-9.806733	-13.316398	2.792610	-0.323949	13.414012	-14.900528	15.897119	1.239738	78.662193	-10.906484	-14.722828	2.921833	2.274881	15.413130	-14.352120	15.108009	0.768521	76.414799	-9.273843	-11.975753	1.259024	1.755129	14.198155	-14.096600	14.771146	1.616899	75.209818	-8.707064	-12.296653	1.533767	0.379207	13.639277	-13.562886	15.947802	1.717473	75.239180	-9.490687	-13.313436	2.315980	0.388253	14.369704	-11.844653	15.828165	2.090353	74.584456	-9.662347	-12.826481	2.164605	0.979435	16.015372	-15.202844	14.215243	-0.122124	77.506786	-11.010254	-13.266401	-0.357866	0.504594	14.781374	-13.510620	16.126471	1.210903	76.494796	-6.588031	-10.482317	-1.889111	0.401979	13.670634	-12.743866	15.602920	2.622972	74.719858	-9.113647	-11.601950	2.429803	0.171148	13.600229	-14.128158	15.702958	1.468527	77.356261	-8.783186	-10.894548	1.483563	0.405244	15.171737	-10.123983	15.427381	2.372004	72.623140	-8.249548	-12.165900	0.959489	0.768868	14.425917	-12.327286	16.018572	1.957594	73.700223	-9.696511	-13.463621	2.539525	-0.372379	13.136709	-14.801769	17.771735	1.857099	79.090941	-9.540755	-13.025435	1.701873	0.722306	14.025833	-15.033479	18.625636	2.616612	79.935474	-9.322082	-11.063942	1.538275	-0.342088	14.279711	-15.092338	17.851756	5.513266	74.751955	-9.577167	-10.655893	3.027852	0.133839	13.998598	-13.177418	11.168950	-1.277216	75.730914	-9.502021	-16.272796	0.748919	0.350026	13.078796	-13.971959	14.695460	0.787496	77.324494	-9.043563	-12.474408	1.971769	0.553665	15.324690	-13.755354	14.831901	0.223729	78.359321	-8.599328	-14.323767	-0.704751	0.586027	13.938797	-14.024766	16.176405	3.329284	74.935075	-9.524534	-12.146120	2.126210
60	0.595834	15.263242	-12.485011	17.944744	3.861723	75.921963	-8.969282	-11.030410	2.000130	0.006700	13.646830	-12.055716	15.373378	1.087358	75.905186	-9.440859	-14.873713	2.849890	0.172831	14.133342	-14.874748	15.441909	0.739027	81.416433	-9.864244	-11.965809	2.135429	0.008713	14.456932	-14.969082	17.277450	2.467130	76.375017	-9.996734	-10.324640	2.183474	0.172012	13.647316	-13.360359	13.958544	2.020728	75.938987	-9.573919	-12.973027	2.380281	-0.345295	12.877925	-16.743812	15.805072	0.604914	81.505895	-10.516368	-14.178010	2.384637	2.207537	14.989282	-16.275411	15.274473	0.360366	78.838610	-8.989256	-11.497592	0.602125	1.795586	13.719499	-15.895556	15.072312	1.312750	77.588112	-8.401988	-11.772880	1.045611	0.462770	13.300272	-15.383822	15.957014	1.251171	77.866868	-9.154169	-12.754728	1.749667	0.372393	13.955296	-13.631116	15.882861	1.557447	77.238955	-9.438325	-12.339222	1.759183	0.947039	15.914189	-17.169664	14.254690	-0.635592	79.992149	-10.607266	-12.696078	-0.914834	0.537770	14.478853	-15.352317	16.497067	0.729210	78.884986	-6.144037	-9.684594	-2.601267	0.432264	13.133036	-14.617739	15.753824	2.277947	77.103237	-8.868833	-11.070032	2.023722	0.127810	13.130266	-15.900716	15.861591	1.194739	79.809613	-8.525722	-10.163653	0.927117	0.510997	14.959181	-11.979352	15.503086	1.717298	75.456600	-7.904611	-11.717730	0.456238	0.696219	14.079424	-14.131036	16.044423	1.293442	76.507491	-9.422026	-12.946843	2.066136	-0.306881	12.842293	-16.802212	18.082604	1.373158	81.815711	-9.225945	-12.439450	1.372028	0.905456	13.559678	-17.041136	18.885671	2.211655	82.475161	-8.979996	-10.203955	0.989829	0.211193	14.005505	-17.100372	17.822473	5.117761	77.477411	-9.203914	-9.600587	2.379341	0.219620	13.668838	-15.034804	11.037706	-1.570917	78.426017	-9.269971	-15.844525	0.313425	0.318281	12.806935	-15.799677	14.884346	0.287028	79.854941	-8.797701	-11.937575	1.523521	0.594779	15.173727	-15.593919	14.936091	-0.104898	80.722543	-8.385389	-13.860068	-1.299964	0.887965	13.689124	-15.974826	16.350120	2.978604	77.577373	-9.198742	-11.284903	1.516125
61	0.597584	14.843060	-14.457723	18.336667	3.103496	78.893750	-8.742384	-10.116297	1.515847	-0.026739	13.225179	-13.803804	15.518295	0.746829	78.418551	-9.091704	-14.305490	2.164177	-0.014861	13.412638	-16.775337	15.761543	0.607164	83.320319	-9.674382	-11.582902	1.558260	-0.103434	13.909890	-16.745013	17.489608	2.156495	78.724451	-9.775602	-9.663182	1.550963	0.258324	13.184389	-15.203747	13.896030	1.604002	78.327471	-9.355134	-12.701154	1.939696	-0.392238	12.220207	-18.652691	15.868376	0.156111	84.057894	-10.186676	-13.684898	1.873499	2.065659	14.380645	-18.238791	15.592547	0.123682	81.031280	-8.732631	-11.087318	-0.056347	1.764647	13.070024	-17.745221	15.518927	1.177248	79.736833	-8.137744	-11.247227	0.566041	0.492373	12.773077	-17.269291	16.110232	1.028103	80.201125	-8.870599	-12.235464	1.187924	0.286236	13.401798	-15.472500	16.051123	1.200356	79.645652	-9.225752	-11.899805	1.329474	0.842183	15.578934	-19.128052	14.498338	-0.898108	82.182538	-10.213788	-12.180073	-1.457077	0.539077	14.061407	-17.239950	16.999730	0.441673	80.986581	-5.807119	-8.907471	-3.242922	0.425940	12.489373	-16.527614	16.007002	2.096806	79.241691	-8.656753	-10.571940	1.589500	0.052114	12.502906	-17.730478	16.161732	1.101739	82.005733	-8.291518	-9.545867	0.340799	0.527115	14.587526	-13.891812	15.752975	1.253601	78.044902	-7.620180	-11.357248	-0.029949	0.570124	13.629253	-15.989779	16.165366	0.820253	79.058311	-9.181561	-12.480201	1.599695	-0.267900	12.435669	-18.849029	18.494530	1.062080	84.254869	-8.930773	-11.915038	1.005711	1.049238	12.982068	-19.073933	19.210235	1.957097	84.724749	-8.628257	-9.434985	0.413901	0.690256	13.497370	-19.132109	17.894603	4.940554	79.924387	-8.843560	-8.660473	1.692916	0.268916	13.239386	-16.963899	11.153802	-1.653351	80.856100	-9.050398	-15.374090	-0.095690	0.238337	12.450957	-17.692068	15.208335	-0.071931	82.111898	-8.578324	-11.422227	1.052175	0.589183	14.858619	-17.487669	15.215520	-0.260826	82.859887	-8.200368	-13.396520	-1.892779	1.114536	13.280041	-17.952339	16.639206	2.791493	79.958764	-8.914510	-10.470305	0.886246
62	0.578843	14.365231	-16.494260	18.715285	2.451315	81.597431	-8.521604	-9.258196	1.014991	-0.061624	12.749719	-15.656068	15.768852	0.565783	80.672178	-8.770622	-13.672551	1.477159	-0.136904	12.731354	-18.748189	16.114482	0.528361	84.983182	-9.445704	-11.257475	0.927263	-0.253629	13.283351	-18.571730	17.767755	2.008487	80.799451	-9.546942	-9.142526	0.895712	0.282917	12.661796	-17.118036	13.988631	1.326418	80.408454	-9.122145	-12.477355	1.446307	-0.408926	11.518065	-20.627269	16.026354	-0.160845	86.345750	-9.892002	-13.219717	1.369376	1.896728	13.627769	-20.256986	16.047081	0.041151	82.942075	-8.489573	-10.742802	-0.726031	1.714514	12.325606	-19.648507	16.045647	1.158396	81.676909	-7.892057	-10.705901	0.084933	0.518869	12.149078	-19.205596	16.345681	0.964645	82.296923	-8.610795	-11.727651	0.617831	0.180636	12.748939	-17.396083	16.308996	1.012369	81.754934	-8.996811	-11.489357	0.854637	0.719957	15.057963	-21.092207	14.900256	-0.944088	84.087463	-9.820281	-11.696360	-1.989594	0.542836	13.601166	-19.159984	17.562325	0.293025	82.848021	-5.524907	-8.143446	-3.833172	0.420006	11.796727	-18.486001	16.330652	2.064223	81.083926	-8.447960	-10.085264	1.100087	-0.002823	11.778616	-19.618887	16.575288	1.147428	83.939446	-8.060441	-9.040063	-0.277277	0.485540	14.085384	-15.889530	16.150886	0.958473	80.365290	-7.385676	-11.062625	-0.517764	0.435939	13.120441	-17.922995	16.356692	0.536216	81.301796	-8.948383	-12.039208	1.120946	-0.216437	11.973968	-20.927075	18.971285	0.900384	86.403451	-8.637289	-11.436398	0.588248	1.182740	12.358203	-21.126633	19.579487	1.820289	86.681484	-8.253309	-8.761180	-0.191234	1.088137	12.784503	-21.180326	18.092778	4.950736	82.062229	-8.482614	-7.863858	0.956613	0.321902	12.766706	-18.958843	11.447876	-1.592295	83.045866	-8.809165	-14.839950	-0.492002	0.151977	12.050119	-19.646301	15.609961	-0.321405	84.120687	-8.355333	-10.908969	0.548346	0.572219	14.409288	-19.442812	15.649592	-0.261535	84.746047	-8.027418	-12.928613	-2.481459	1.279816	12.724802	-19.968017	17.040170	2.757428	82.027934	-8.656965	-9.717515	0.221109
