Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z	R.ASYX	R.ASYY	R.ASYZ
0.0	2290.487	1053.733	1586.76	2299.921	1030.218	1366.613	2117.098	1100.606	1518.25	2129.421	1099.212	1415.004	2218.219	1126.393	1633.479	2267.861	1126.472	1331.498	2301.563	771.815	1651.012	2357.535	679.083	1641.826	2247.496	745.13	1620.111	2300.898	649.442	1606.987	2424.633	270.855	1612.918	2445.881	194.484	1596.986	2385.984	268.34	1575.307	2406.167	192.404	1558.208	2424.202	70.554	1524.173	2430.221	27.466	1514.174	2450.623	39.907	1569.857	2126.656	776.579	1309.324	2111.701	667.806	1318.83	2080.734	789.516	1358.801	2060.43	681.354	1366.626	1800.661	564.38	1370.853	1720.859	558.19	1386.46	1807.041	597.705	1411.788	1723.866	592.166	1424.654	1650.088	616.453	1456.731	1618.28	645.485	1472.521	1607.486	618.968	1423.859																			2639.235	115.462	1521.902	2600.312	75.373	1618.211																									1520.277	441.085	1497.995	1506.717	494.005	1403.274				2582.981	128.545	1565.827
0.007	2289.548	1049.207	1588.397	2299.095	1025.048	1367.567	2115.427	1094.453	1517.864	2127.85	1092.568	1414.889	2216.298	1120.343	1634.248	2266.463	1120.195	1331.35	2300.021	766.378	1651.964	2355.815	674.22	1641.054	2245.406	739.57	1621.845	2298.666	644.162	1607.608	2410.753	265.292	1614.553	2429.044	188.018	1598.202	2371.425	264.187	1577.688	2388.405	187.463	1560.349	2401.016	70.88	1525.855	2402.707	28.312	1515.112	2423.803	37.221	1571.374	2131.234	767.968	1309.84	2119.86	658.913	1318.551	2085.48	778.987	1360.028	2069.385	670.115	1367.719	1817.511	567.891	1369.206	1738.239	564.706	1385.461	1825.985	600.265	1410.579	1742.818	598.451	1423.624	1669.026	625.166	1456.631	1638.543	656.341	1471.788	1626.547	631.026	1421.945																			2617.747	98.195	1520.809	2576.0	59.413	1617.97																									1533.077	455.234	1495.269	1522.629	509.152	1400.682				2563.725	115.095	1565.787
0.013	2288.104	1044.392	1589.647	2298.008	1019.439	1368.403	2113.325	1088.297	1517.739	2125.942	1085.613	1414.747	2215.317	1114.766	1634.917	2264.893	1113.544	1331.256	2297.175	760.363	1653.767	2353.564	668.524	1641.812	2242.391	733.317	1624.025	2296.244	638.547	1607.99	2397.36	260.401	1616.133	2413.55	182.731	1599.021	2357.142	260.464	1580.214	2371.189	183.302	1562.743	2377.755	71.902	1528.208	2375.685	29.911	1516.512	2397.691	35.173	1572.695	2135.823	759.396	1310.651	2128.189	650.078	1318.09	2090.058	768.538	1360.806	2078.174	659.08	1368.519	1836.02	569.594	1368.097	1756.669	569.625	1384.523	1845.577	601.51	1409.32	1762.448	603.121	1422.339	1689.502	633.063	1456.173	1659.611	664.269	1471.157	1647.508	640.402	1420.707																			2595.984	81.704	1518.689	2553.052	47.29	1617.822																									1547.482	466.966	1492.313	1540.029	521.716	1397.758				2544.11	102.239	1564.663
0.02	2285.873	1039.375	1590.172	2296.466	1013.473	1369.158	2110.35	1082.462	1517.967	2123.687	1078.208	1415.122	2214.009	1108.505	1635.671	2262.901	1106.534	1331.195	2292.928	755.001	1655.113	2349.801	663.611	1643.717	2238.658	728.439	1624.347	2292.879	633.719	1608.965	2385.266	256.589	1617.107	2396.244	177.398	1601.009	2343.729	257.924	1582.706	2354.82	180.268	1564.979	2353.206	73.084	1529.94	2348.389	31.422	1518.511	2371.469	35.338	1574.202	2140.539	750.91	1310.523	2136.686	641.34	1317.552	2094.515	758.252	1360.938	2086.875	648.329	1368.487	1855.243	569.918	1366.697	1776.019	572.51	1382.951	1865.804	601.283	1408.046	1782.957	605.754	1421.558	1710.802	638.328	1455.475	1681.708	670.502	1470.145	1669.16	647.445	1419.258																			2572.656	66.667	1513.727	2530.145	45.133	1618.705																									1563.42	476.291	1489.076	1558.88	531.844	1394.674				2522.373	95.158	1561.646
0.027	2282.875	1034.577	1589.66	2294.295	1007.107	1369.887	2105.98	1076.798	1518.637	2119.671	1071.831	1414.825	2212.759	1101.995	1636.819	2260.752	1099.386	1331.086	2288.499	752.49	1656.639	2345.369	660.389	1645.735	2235.235	726.407	1623.828	2289.061	631.239	1609.565	2374.258	254.415	1616.331	2383.832	177.65	1597.223	2331.253	258.742	1584.23	2337.369	180.978	1565.465	2326.563	74.682	1527.857	2320.261	32.348	1518.271	2344.038	38.298	1573.606	2145.577	743.249	1310.342	2145.756	633.336	1316.769	2099.118	748.394	1360.729	2095.384	638.27	1367.461	1875.178	569.18	1365.145	1796.131	573.922	1381.093	1887.406	599.671	1406.52	1804.069	606.762	1420.219	1732.754	641.377	1454.256	1704.321	674.221	1469.335	1692.015	651.45	1418.538																			2545.495	60.455	1509.389	2502.048	47.94	1615.264																									1580.723	483.249	1485.887	1578.777	539.394	1391.8				2496.505	92.578	1556.375
0.033	2278.384	1030.224	1588.385	2290.979	1000.798	1370.893	2100.51	1070.946	1519.516	2114.808	1065.365	1415.068	2211.622	1095.441	1637.897	2258.068	1092.196	1330.531	2285.687	751.68	1657.93	2342.683	659.331	1647.555	2232.757	725.666	1624.408	2286.875	630.578	1610.284	2362.482	256.277	1613.608	2364.387	178.407	1593.229	2319.238	265.438	1583.831	2318.202	187.137	1563.381	2299.59	77.396	1524.525	2292.052	34.426	1516.721	2316.119	42.467	1571.638	2151.151	736.241	1309.97	2155.554	626.603	1315.504	2105.099	739.425	1360.08	2104.289	629.164	1365.522	1895.837	567.069	1363.278	1816.779	573.813	1379.16	1908.613	596.953	1404.993	1825.023	606.256	1417.715	1755.091	642.563	1452.696	1727.267	676.007	1467.665	1714.648	653.863	1416.545																			2518.263	57.56	1507.069	2474.224	48.291	1613.184																									1599.209	487.673	1483.024	1599.397	544.07	1389.128				2470.698	92.192	1553.026
0.04	2274.9	1026.679	1587.937	2287.406	994.952	1372.03	2095.351	1065.4	1519.444	2109.807	1059.143	1415.851	2210.039	1089.518	1638.686	2255.061	1085.156	1330.207	2282.865	750.167	1660.776	2342.113	659.475	1648.789	2230.231	723.248	1627.314	2286.588	629.539	1611.948	2349.983	261.44	1611.225	2344.953	182.83	1591.772	2305.75	272.223	1582.183	2299.547	194.708	1561.53	2272.845	80.002	1520.9	2263.957	36.725	1514.817	2288.908	46.445	1569.072	2157.661	730.832	1309.635	2165.675	621.524	1313.907	2110.818	731.789	1359.181	2113.642	621.425	1362.829	1916.711	563.672	1361.07	1837.896	572.415	1376.838	1930.372	593.534	1402.707	1846.751	604.637	1415.481	1777.204	641.909	1450.302	1749.871	675.939	1465.209	1737.191	653.59	1414.151																			2491.471	56.675	1506.785	2446.134	47.997	1612.463																									1618.86	489.464	1480.521	1620.452	545.655	1386.496				2444.863	91.869	1551.5
0.047				2283.066	989.888	1373.073	2090.928	1061.446	1518.517	2105.352	1054.335	1416.863	2208.724	1083.841	1639.167	2251.397	1078.543	1328.923	2278.571	748.268	1662.797	2339.477	658.403	1652.062	2226.338	720.273	1629.521	2284.695	627.295	1615.084	2331.312	263.227	1610.1	2323.349	185.164	1589.515	2287.803	275.826	1580.788	2278.7	198.762	1559.778	2245.388	81.635	1517.609	2235.467	38.152	1513.464	2260.416	49.879	1567.271	2164.874	726.847	1309.275	2177.447	617.556	1311.981	2117.374	724.985	1357.99	2123.859	614.71	1359.755	1938.086	559.932	1358.772	1859.055	570.319	1374.284	1952.183	589.549	1400.467	1868.587	602.035	1413.083	1798.729	639.821	1447.238	1771.74	674.164	1461.974	1758.863	651.749	1410.975																			2464.208	55.88	1506.163	2417.602	48.465	1611.25																									1639.509	488.659	1478.762	1641.581	543.972	1384.181				2418.061	90.798	1548.423
0.053	2268.016	1019.5	1591.414	2278.449	985.835	1374.01	2087.189	1058.263	1517.646	2102.098	1051.7	1418.142	2204.215	1079.618	1639.523	2246.547	1072.522	1327.499	2272.519	745.782	1663.652	2333.391	655.227	1653.986	2220.006	717.382	1630.437	2278.423	624.202	1617.627	2309.052	263.007	1609.574	2298.536	185.308	1588.134	2267.521	277.585	1578.343	2255.45	200.932	1556.824	2216.847	82.518	1515.885	2206.261	38.797	1512.507	2231.383	51.72	1566.234	2173.044	723.436	1308.966	2190.224	614.722	1310.206	2124.946	718.824	1356.889	2136.797	608.838	1356.595	1959.679	555.813	1356.543	1880.335	566.941	1371.742	1973.782	585.384	1398.497	1890.735	598.376	1411.098	1819.181	636.702	1443.896	1791.998	671.067	1457.963	1779.303	647.939	1407.386																			2435.749	55.125	1505.931	2388.272	48.613	1610.887																									1660.844	485.084	1477.638	1662.664	539.098	1382.259				2389.571	90.392	1547.871
0.06	2263.385	1016.928	1594.1	2274.312	982.818	1374.624	2083.925	1055.588	1516.844	2098.776	1049.623	1419.113	2196.791	1077.077	1639.633	2240.604	1068.108	1326.193	2264.088	741.468	1664.132	2323.357	650.247	1654.77	2211.683	714.442	1629.718	2268.556	620.394	1616.793	2285.861	262.878	1608.663	2271.599	185.334	1588.259	2246.064	279.009	1576.091	2230.61	202.836	1555.316	2187.279	82.875	1515.648	2176.419	39.29	1512.621	2201.543	52.206	1566.113	2181.455	721.71	1308.036				2133.903	713.393	1355.824				1981.192	551.712	1354.242	1902.152	562.349	1369.178	1994.997	581.366	1396.228	1912.399	594.157	1408.503	1838.302	632.533	1440.119	1810.486	666.697	1453.448	1798.24	642.311	1403.421																			2406.16	54.721	1506.204	2358.232	48.407	1611.219																2203.823	613.788	1308.129							1682.722	478.905	1477.306	1683.366	530.864	1380.629				2359.898	89.5	1547.873
0.067	2259.387	1015.73	1596.772	2270.775	980.724	1374.886	2081.226	1053.942	1516.474	2095.525	1047.876	1420.018	2191.056	1076.502	1640.361	2233.61	1065.632	1325.335	2254.217	736.699	1663.766	2311.439	643.909	1653.541	2201.887	711.373	1628.257	2256.43	616.167	1614.394	2261.153	261.188	1609.167	2244.267	184.474	1588.704	2223.08	278.895	1575.437	2204.82	203.4	1554.841	2157.101	83.114	1515.977	2146.09	39.512	1513.068	2171.256	52.503	1566.529	2190.888	720.462	1307.362				2143.618	709.074	1354.674				2002.289	547.573	1352.242	1923.188	556.633	1366.619	2015.55	577.538	1393.974	1932.428	589.144	1405.637	1856.238	626.597	1435.478	1826.965	661.176	1447.961	1815.235	634.565	1399.191																			2376.021	54.209	1506.749	2327.762	48.212	1611.714																2218.471	613.74	1306.442							1704.987	470.32	1477.623	1704.155	519.602	1379.469				2329.962	88.668	1548.25
0.073	2255.669	1014.817	1598.766	2267.919	979.67	1374.953	2078.739	1053.504	1516.722	2092.69	1046.954	1421.198	2186.078	1076.608	1640.943	2225.862	1065.049	1324.472	2243.782	732.339	1662.9	2297.967	638.324	1652.748	2191.299	709.305	1626.522	2243.061	612.783	1611.932	2236.517	259.088	1609.779	2216.763	182.439	1589.083	2199.355	277.761	1575.633	2178.108	202.882	1555.155	2126.373	83.412	1516.498	2115.28	39.689	1513.611	2140.391	52.825	1567.106	2200.533	720.874	1306.759				2152.368	706.815	1352.744				2022.265	543.913	1349.993	1943.573	550.598	1364.438	2035.359	573.667	1392.186	1951.817	583.312	1403.175	1873.092	620.08	1431.971	1842.869	653.535	1442.965	1832.233	624.83	1395.064																			2345.287	54.039	1507.46	2296.819	47.988	1612.588																2233.024	615.635	1304.3							1727.732	459.434	1478.235	1725.08	505.72	1378.847				2298.958	88.02	1548.725
0.08	2252.657	1013.789	1599.789	2265.505	979.28	1375.054	2076.705	1053.795	1517.661	2090.311	1046.853	1422.477	2182.11	1076.832	1641.736	2218.751	1065.393	1323.587	2233.179	729.289	1662.641	2284.168	633.111	1651.763	2180.476	708.308	1625.487	2228.904	610.451	1610.027	2213.369	256.042	1609.6	2189.96	180.214	1589.549	2175.655	275.98	1576.629	2151.288	202.018	1556.538	2095.322	83.789	1517.261	2084.207	40.01	1514.121	2109.814	52.894	1567.538	2210.32	722.473	1306.286				2161.932	705.097	1350.948				2042.894	538.795	1348.346	1963.202	543.846	1362.339	2054.193	569.732	1389.97	1969.821	576.938	1400.644	1889.412	612.078	1428.246	1857.76	644.529	1438.472	1848.116	613.568	1391.277																			2314.16	54.054	1508.103	2265.741	47.618	1613.053																2248.032	619.014	1302.341							1751.029	446.441	1479.141	1746.115	489.732	1378.255				2268.021	87.618	1549.391
0.087	2250.208	1013.013	1600.327	2263.463	979.646	1375.206	2074.81	1054.722	1518.94	2088.349	1047.452	1423.713	2179.601	1076.953	1642.698	2212.781	1065.483	1323.202	2222.761	726.804	1662.766	2270.097	629.189	1651.5	2169.827	707.901	1625.178	2214.482	608.658	1609.115	2189.586	252.524	1610.527	2163.825	178.141	1589.992	2151.744	274.266	1578.931	2124.767	201.601	1558.688	2064.422	84.448	1517.668	2053.261	40.442	1514.474	2078.279	53.595	1568.145	2219.728	725.49	1305.824				2171.467	704.603	1348.95				2062.715	534.035	1347.299	1982.082	536.287	1360.42	2072.101	565.83	1387.94	1987.51	570.007	1398.42	1904.505	602.482	1424.923	1871.368	633.242	1434.158	1863.23	600.773	1387.925																			2283.09	53.897	1508.858	2234.563	47.413	1613.901																2262.456	624.452	1300.078							1774.807	431.464	1480.062	1767.624	471.868	1378.092				2236.339	86.141	1549.805
0.093	2248.289	1012.416	1600.593	2261.958	980.963	1375.316	2073.321	1056.317	1520.295	2086.779	1048.724	1424.744	2178.476	1077.203	1643.651	2208.445	1065.927	1322.401	2211.848	725.287	1663.454	2256.323	625.739	1651.832	2158.754	708.76	1625.036	2199.858	607.286	1609.529	2166.015	250.158	1610.791	2137.626	176.952	1589.79	2127.635	273.412	1580.939	2097.967	201.695	1560.672	2033.618	85.205	1517.61	2022.412	41.233	1514.566	2047.427	54.52	1568.17	2228.792	729.763	1305.278				2180.683	705.467	1346.776				2080.935	528.84	1345.843	2000.364	528.181	1358.745	2088.749	562.901	1386.631	2004.505	562.598	1396.369	1918.672	591.524	1422.017	1883.932	620.273	1430.788	1877.467	586.954	1385.124																			2252.233	53.845	1509.452	2203.444	47.206	1614.182																2276.59	631.154	1298.358							1799.115	414.653	1480.889	1789.367	452.507	1378.147				2205.522	85.831	1550.113
0.1	2246.688	1012.185	1600.743	2260.948	982.945	1375.326	2072.411	1058.221	1521.362	2085.613	1050.392	1425.379	2178.392	1077.668	1644.57	2205.689	1066.66	1321.993	2202.08	724.815	1664.176	2242.97	623.276	1652.53	2148.093	709.624	1626.023	2185.128	606.44	1611.527	2141.16	249.066	1610.787	2110.61	176.768	1589.425	2102.896	273.642	1582.1	2071.312	203.128	1560.947	2003.119	85.996	1517.167	1991.841	41.787	1514.092	2016.831	55.503	1567.906	2237.396	734.839	1304.662				2189.971	707.659	1344.944				2098.775	524.536	1343.877	2018.666	518.862	1357.837	2104.823	558.098	1384.897	2020.774	554.579	1394.331	1932.61	579.627	1419.447	1895.797	605.696	1428.144	1891.607	571.403	1383.112																			2221.534	53.765	1509.617	2172.623	47.207	1614.35																2290.145	638.908	1297.111							1823.937	396.437	1481.874	1811.815	431.698	1378.336				2174.946	85.828	1550.146
0.107	2245.565	1012.341	1600.726	2260.304	985.639	1375.339	2071.886	1060.314	1522.063	2084.951	1052.649	1425.719	2179.293	1078.674	1645.118	2204.664	1068.021	1322.251	2192.586	724.851	1664.269	2229.516	621.695	1653.545	2137.203	711.183	1627.465	2169.983	606.413	1614.182	2115.447	249.122	1610.564	2082.967	177.509	1589.31	2077.65	274.555	1581.711	2044.4	205.13	1560.832	1972.81	86.812	1516.722	1961.457	42.789	1513.811	1986.471	56.605	1567.588	2245.171	741.022	1303.547				2198.574	710.835	1342.563				2116.402	518.549	1343.103	2036.42	509.142	1356.702	2119.968	554.414	1382.239	2036.499	545.293	1392.93	1945.657	565.604	1417.729	1907.404	589.497	1425.938	1905.777	554.548	1381.338																			2191.06	53.498	1509.438	2141.979	47.129	1613.77																2304.595	647.24	1297.216							1849.585	377.004	1482.77	1835.095	409.853	1378.718				2144.903	86.053	1550.252
0.113	2245.45	1013.031	1600.4	2260.321	988.872	1375.403	2071.815	1062.584	1522.608	2084.692	1055.439	1425.892	2181.073	1080.028	1645.395	2204.492	1070.269	1322.409	2182.87	725.487	1664.246	2215.705	620.86	1654.177	2126.449	713.516	1628.438	2154.603	607.285	1616.527	2088.649	249.957	1610.218	2054.719	179.042	1589.062	2051.675	276.469	1581.22	2017.058	207.229	1560.152	1942.868	88.107	1516.473	1931.09	44.228	1513.608	1956.808	57.817	1567.152	2252.857	747.739	1302.464				2207.201	715.024	1340.534				2131.579	513.671	1341.94	2053.957	498.823	1356.04	2134.402	549.905	1380.732	2051.655	535.556	1391.566	1958.589	550.433	1416.609	1918.872	571.654	1424.383	1919.2	536.349	1380.311																			2160.641	53.436	1509.462	2111.502	46.819	1613.575																2316.282	657.182	1296.262							1876.665	355.92	1483.559	1859.443	386.959	1379.189				2116.237	87.517	1550.21
0.12	2245.771	1014.307	1600.043	2260.709	992.441	1375.489	2072.34	1065.067	1523.052	2084.952	1058.722	1426.036	2183.801	1082.156	1645.353	2205.106	1073.267	1322.259	2172.897	726.728	1663.998	2201.127	620.744	1654.403	2115.495	716.985	1629.109	2138.599	609.414	1618.362	2061.007	251.629	1609.789	2025.443	181.374	1589.238	2024.889	278.593	1580.142	1989.214	209.754	1559.27	1912.995	89.948	1516.547	1901.113	46.104	1513.872	1926.253	59.865	1567.443	2261.272	755.278	1302.278				2215.539	720.165	1338.669	2278.904	629.863	1330.965	2148.896	507.809	1341.551	2071.209	488.022	1355.285	2148.157	544.945	1379.5	2066.693	524.873	1390.557	1971.909	534.019	1415.702	1930.739	552.262	1423.372	1933.267	516.969	1379.134																			2130.399	53.347	1509.494	2081.04	47.009	1613.465																2327.792	667.516	1295.749							1904.326	334.938	1484.661	1885.168	363.403	1379.843				2086.237	87.978	1550.426
0.127	2246.737	1016.058	1599.687	2261.667	996.545	1375.638	2073.418	1067.78	1523.427	2085.707	1062.546	1426.225	2187.359	1085.227	1645.159	2207.252	1077.131	1323.24	2163.63	728.225	1662.66	2185.948	621.31	1653.971	2104.549	721.473	1629.287	2121.865	612.748	1619.719	2033.486	254.19	1609.474	1997.773	184.012	1588.565	1997.881	281.639	1579.286	1961.485	212.569	1558.481	1883.473	92.883	1516.92	1871.178	49.082	1514.189	1897.172	62.205	1567.517	2268.195	763.109	1301.229				2223.592	725.935	1336.771	2291.115	638.602	1330.245	2164.907	502.022	1340.887	2088.57	476.396	1355.389	2161.483	539.517	1378.484	2081.694	513.733	1389.953	1985.567	516.44	1415.4	1943.046	531.431	1422.947	1947.857	496.525	1378.579																			2100.042	53.176	1509.261	2050.62	47.185	1613.081																2338.528	678.404	1295.308							1933.431	313.281	1485.362	1912.153	339.455	1380.441				2056.867	88.491	1550.541
0.133	2248.252	1018.142	1599.438	2263.194	1001.261	1375.699	2075.107	1070.753	1523.736	2086.908	1066.814	1426.472	2191.865	1088.996	1644.432	2209.041	1081.946	1323.634	2153.465	730.707	1661.675	2170.314	622.704	1653.014	2093.884	726.884	1628.873	2105.23	617.374	1619.815	2006.299	257.483	1609.248	1969.864	187.681	1588.651	1971.435	284.835	1578.705	1934.072	216.353	1558.274	1854.624	97.784	1517.811	1841.48	54.271	1514.539	1867.753	66.244	1568.029	2274.915	771.327	1300.109	2348.5	689.426	1294.922	2231.444	732.484	1335.238	2302.218	647.902	1329.499	2180.786	495.728	1340.805	2107.749	464.651	1355.818	2174.46	533.407	1377.754	2096.631	502.002	1389.664	2000.0	497.772	1415.582	1956.284	509.354	1423.148	1963.712	474.995	1378.863																			2069.822	53.004	1508.635	2020.145	47.392	1612.816																									1964.017	291.253	1485.837	1940.652	315.479	1380.973				2026.996	88.55	1550.83
0.14	2250.218	1020.473	1599.192	2265.168	1006.302	1375.974	2077.384	1073.967	1524.011	2088.542	1071.486	1426.633	2196.543	1093.379	1644.285	2210.847	1087.49	1323.914	2143.355	733.865	1660.434	2154.547	625.147	1651.482	2083.547	733.169	1627.818	2088.966	623.205	1619.056	1979.589	261.973	1609.263	1942.471	192.401	1588.958	1945.1	289.506	1578.63	1906.535	221.509	1558.446	1826.431	104.301	1518.952	1812.273	61.336	1515.042	1838.872	71.651	1568.712	2281.243	779.696	1299.047	2357.902	700.327	1294.766	2238.771	739.355	1333.694	2312.832	657.327	1329.004	2196.567	489.335	1340.922	2125.696	453.145	1356.263	2187.3	526.809	1377.362	2112.317	489.516	1389.715	2015.319	478.18	1416.359	1970.899	486.077	1424.066	1982.83	452.274	1380.4																			2039.455	52.722	1508.051	1989.679	47.917	1612.372																												1970.821	291.735	1381.408				1998.301	89.811	1551.579
0.147	2252.732	1022.922	1598.772	2267.407	1011.608	1376.262	2079.996	1077.488	1524.312	2090.714	1076.354	1426.755	2201.76	1097.746	1643.459	2212.666	1093.588	1324.259	2133.376	737.791	1659.091	2139.049	628.765	1649.557	2073.758	740.33	1626.32	2073.375	630.303	1617.357	1953.335	267.883	1609.66	1915.205	198.775	1589.983	1918.848	295.697	1578.886	1880.514	228.092	1559.033	1799.13	112.733	1520.514	1783.686	70.372	1515.852	1810.762	78.978	1569.585	2287.023	788.148	1298.018	2365.942	711.25	1294.203	2245.516	746.387	1332.279	2322.38	666.938	1328.591	2212.261	482.482	1341.232	2143.837	441.238	1356.803	2200.066	519.397	1377.443	2127.74	476.741	1389.674	2031.72	457.856	1417.628	1986.891	461.955	1425.656	2001.014	430.326	1380.643																			2008.826	52.702	1507.357	1959.227	48.438	1611.96																									2031.202	247.885	1486.075	2002.743	268.57	1381.503				1970.393	91.109	1552.476
0.153	2255.565	1025.307	1598.182	2269.95	1017.182	1376.407	2083.25	1081.345	1524.766	2093.115	1081.569	1426.953	2207.413	1102.171	1642.443	2214.245	1100.12	1324.63	2123.87	742.554	1657.606	2124.059	633.178	1647.418	2064.587	748.299	1624.497	2058.482	638.493	1615.087	1928.05	275.142	1610.216	1889.531	206.267	1590.838	1893.752	302.971	1579.115	1855.015	235.555	1559.538	1773.128	122.467	1522.255	1755.992	81.043	1516.997	1783.662	87.236	1570.732	2292.836	796.567	1297.193	2373.799	721.773	1294.159	2251.829	753.631	1330.876	2331.035	676.434	1328.315	2227.962	475.464	1341.842	2162.451	429.62	1357.385	2213.292	511.311	1378.052	2144.377	463.125	1390.616	2049.11	436.934	1419.488	2004.199	437.026	1427.857	2020.86	407.138	1382.583																			1977.894	53.016	1506.88	1928.942	49.24	1611.927																									2067.077	226.565	1485.301	2036.248	246.15	1381.144				1942.128	91.805	1553.615
0.16	2258.72	1027.4	1597.403	2272.714	1023.056	1376.436	2086.878	1085.538	1525.519	2095.909	1086.868	1427.291	2213.183	1106.055	1640.861	2215.78	1106.814	1324.768	2114.614	748.127	1656.174	2109.476	638.925	1645.337	2056.111	756.931	1622.582	2044.569	647.721	1612.449	1903.611	283.512	1610.974	1865.411	214.276	1591.603	1869.622	311.22	1579.503	1830.474	243.33	1560.284	1748.594	133.286	1524.176	1729.647	92.777	1518.068	1757.65	96.503	1571.836	2297.933	804.722	1296.341	2380.761	732.09	1294.162	2257.605	760.814	1329.883	2338.682	685.789	1327.896	2243.51	468.164	1342.62	2182.822	416.603	1358.684	2225.609	503.083	1378.774	2161.2	449.391	1391.707	2067.589	415.373	1421.754	2022.98	411.417	1430.588	2041.902	383.117	1385.501																			1947.408	53.587	1506.88	1899.098	49.629	1611.862																									2105.147	206.443	1483.938	2071.445	224.676	1380.572				1915.703	92.894	1555.077
0.167	2262.351	1029.461	1596.328	2275.757	1029.091	1376.204	2090.793	1089.974	1526.584	2098.859	1092.176	1427.642	2219.626	1109.857	1639.552	2217.926	1113.694	1324.971	2105.952	754.499	1654.674	2095.234	645.959	1643.348	2048.066	766.528	1620.692	2031.429	657.953	1609.603	1880.33	292.703	1611.896	1841.722	223.677	1593.275	1846.659	320.149	1579.857	1807.918	252.523	1560.876	1725.99	144.839	1526.02	1704.799	105.835	1519.14	1732.83	106.767	1572.894	2302.514	812.971	1295.729	2386.547	742.123	1294.228	2263.156	767.79	1329.316	2345.72	694.699	1328.021	2258.559	461.107	1343.415	2202.698	404.64	1359.897	2238.976	493.7	1379.997	2178.676	435.482	1393.18	2087.196	393.267	1424.47	2043.126	385.156	1433.872	2064.389	358.861	1387.956																			1917.73	54.314	1507.297	1868.969	49.549	1611.983																									2145.021	187.871	1482.351	2107.998	204.712	1379.293				1889.987	93.781	1556.579
