ankle_X	ankle_Y	ankle_Z
	-5.350285	-125.673348	-72.594744
	-4.727331	-125.099559	-74.017787
	-4.166763	-124.512906	-75.456209
	-3.679245	-123.936862	-76.913105
	-3.278063	-123.394863	-78.391169
	-2.978938	-122.908901	-79.891919
	-2.799014	-122.497920	-81.415128
	-2.754999	-122.177084	-82.958639
	-2.860461	-121.957348	-84.518961
	-3.123330	-121.843742	-86.091865
	-3.544595	-121.833354	-87.671786
	-4.117966	-121.915148	-89.251132
	-4.830128	-122.071136	-90.820837
	-5.661762	-122.277409	-92.371443
	-39.592840	12.718498	175.704000
	-39.440835	13.763885	176.851187
	-39.188869	14.830675	177.969835
	-38.840068	15.917107	179.025240
	-38.395057	17.013703	179.989149
	-37.852739	18.101580	-179.159974
	-37.211606	19.153168	-178.436737
	-36.471188	20.134211	-177.848982
	-35.633971	21.006264	-177.398494
	-34.707331	21.730192	-177.081574
	-33.704547	22.270586	-176.889668
	-32.644692	22.599346	-176.810869
	-31.551818	22.697243	-176.832006
	-30.453842	22.554255	-176.940649
	-29.380760	22.169205	-177.127047
	-28.361763	21.548583	-177.385880
	-27.422225	20.704890	-177.717407
	-26.581731	19.654559	-178.127760
	-28.782516	-124.477625	-106.286900
	-29.933337	-125.068571	-106.132151
	-31.006561	-125.644533	-105.895960
	-32.001973	-126.172729	-105.564907
	-32.923837	-126.623528	-105.124057
	-33.781500	-126.972442	-104.558020
	-34.589915	-127.200011	-103.851336
	-35.369129	-127.290419	-102.988681
	-36.143157	-127.230039	-101.954931
	-36.938613	-127.006204	-100.734761
	-37.783512	-126.605410	-99.311773
	-38.707099	-126.010067	-97.666635
	-39.740408	-125.194342	-95.773447
	-40.916026	-124.118968	-93.593646
	-42.265528	-122.722886	-91.066804
	-43.812997	-120.911968	-88.099414
	-45.563236	-118.549090	-84.554371
	-47.483588	-115.449646	-80.244122
	-49.478706	-111.388996	-74.936556
	-51.362360	-106.143923	-68.399448
	-52.844665	-99.607059	-60.521416
	-53.571061	-91.982681	-51.512334
	-53.243106	-83.938762	-42.051616
	-51.777529	-76.468156	-33.131584
	-49.371283	-70.457773	-25.593166
	-46.405826	-66.375762	-19.767739
	-43.288706	-64.311340	-15.463014
	-40.356958	-64.150032	-12.067369
	-37.893513	-65.576583	-8.425112
	-36.306176	-67.535069	-1.980976
	-36.285579	-65.676022	14.683630
	-31.972764	-46.557309	59.542663
	-15.204295	-30.887948	97.357309
	-8.858898	-25.291261	111.027364
	11.661549	-118.056805	-58.472043
	13.505440	-120.338509	-54.092148
	15.523009	-120.792215	-52.979386
	17.526152	-119.276442	-55.241639
	19.192342	-115.774796	-61.561509
	-2.009793	-24.622569	90.782059
	2.371407	-27.237485	75.824436
	7.876957	-27.621108	58.738427
	13.035885	-25.527593	41.845779
	15.712134	-21.418368	28.246142
	16.156956	-17.656076	18.892184
	15.535693	-15.198986	13.182482
	14.510234	-14.071404	10.227672
	13.279803	-14.101355	9.353199
	11.798418	-15.140413	10.122734
	9.895320	-17.077653	12.227904
	7.351631	-19.793785	15.340678
	4.015407	-23.103350	18.930187
	-0.008874	-26.736603	22.109840
	-4.239275	-30.405715	23.769000
	-8.014335	-33.856987	23.157617
	-10.905498	-36.821227	20.453731
	-12.927554	-39.072608	16.613328
	-14.388058	-40.599531	12.666569
	-15.613287	-41.605432	9.238094
	-16.816145	-42.367306	6.529902
	-18.102534	-43.129752	4.490790
	-19.510765	-44.072307	2.963655
	-21.041673	-45.315886	1.767388
	-22.676311	-46.938056	0.730847
	-24.383269	-48.983333	-0.296223
	-26.120000	-51.467916	-1.439471
	-27.832851	-54.382851	-2.797247
	-29.458973	-57.698197	-4.437254
	-30.931262	-61.367875	-6.392596
	-32.185659	-65.333330	-8.659766
	-33.169969	-69.525241	-11.201587
	-33.850805	-73.865996	-13.956685
	-34.213050	-78.274524	-16.853755
	-34.255259	-82.670611	-19.822211
	-33.989979	-86.977556	-22.794939
	-33.445576	-91.126342	-25.711145
	-32.662188	-95.062221	-28.523327
	-31.684486	-98.748874	-31.202402
	-30.556161	-102.167118	-33.737250
	-29.317234	-105.311275	-36.130609
	-28.002905	-108.184939	-38.393998
	-26.642538	-110.796035	-40.543123
	-25.258926	-113.153763	-42.594811
	-23.868641	-115.267683	-44.565118
	-22.483904	-117.146729	-46.467895
	-21.114737	-118.798389	-48.314057
	-19.770204	-120.227842	-50.111232
	-18.459134	-121.436497	-51.863477
	-17.189993	-122.422358	-53.571788
	-15.969519	-123.183674	-55.235685
	-14.801561	-123.723247	-56.854964
	-13.686974	-124.050668	-58.430804
	-12.623813	-124.182375	-59.966415
	-11.607831	-124.140125	-61.467534
	-10.633651	-123.948930	-62.942513
	-9.695859	-123.635798	-64.401913
	-8.790026	-123.229141	-65.857694
	-7.914496	-122.757775	-67.322324
	-7.072280	-122.249646	-68.808077
	-6.271392	-121.731137	-70.326204
	-5.523804	-121.226690	-71.885785
	-4.844514	-120.757970	-73.492407
	-4.250933	-120.342654	-75.147109
	-3.762075	-119.994050	-76.846464
	-3.397400	-119.721832	-78.583899
	-3.174947	-119.532451	-80.350903
	-3.108975	-119.428696	-82.137812
	-3.208032	-119.409364	-83.934700
	-3.473791	-119.469521	-85.732033
	-3.900293	-119.600568	-87.520726
	-4.474129	-119.789407	-89.291734
	-5.176280	-120.017304	-91.035287
	-5.984457	-120.259875	-92.740164
	-39.630631	12.982043	173.094722
	-39.594359	14.126047	174.271808
	-39.447239	15.302885	175.409536
	-39.189028	16.503063	176.474078
	-38.821122	17.708321	177.437932
	-38.345680	18.892795	178.281458
	-37.764802	20.024555	178.993183
	-37.081380	21.067130	179.568708
	-36.300500	21.981665	-179.990509
	-35.430803	22.729971	-179.677746
	-34.486082	23.277775	-179.481560
	-33.485847	23.597229	-179.387407
	-32.453552	23.668650	-179.380575
	-31.413869	23.481843	-179.449209
	-30.390513	23.036683	-179.586248
	-29.404298	22.342390	-179.790191
	-28.471773	21.415586	179.934946
	-27.605241	20.277596	179.580260
	-26.813172	18.951196	179.133371
	-29.243165	-123.681478	-107.000584
	-30.415254	-124.405070	-106.794615
	-31.540106	-125.070226	-106.484477
	-32.617308	-125.650465	-106.061066
	-33.647307	-126.124580	-105.516063
	-34.632259	-126.476812	-104.841494
	-35.576966	-126.695636	-104.029482
	-36.489172	-126.771674	-103.071699
	-37.379289	-126.695804	-101.958454
	-38.259342	-126.458287	-100.678112
	-39.142219	-126.048091	-99.216755
	-40.042422	-125.451035	-97.557093
	-40.977525	-124.646938	-95.676298
	-41.968815	-123.605884	-93.542692
	-43.040574	-122.283000	-91.110631
	-44.218203	-120.611719	-88.312832
	-45.524373	-118.495657	-85.050217
	-46.970363	-115.799495	-81.180888
	-48.540076	-112.339266	-76.509839
	-50.165666	-107.876370	-70.784543
	-51.694276	-102.135658	-63.717499
	-52.852650	-94.892104	-55.081300
	-53.241896	-86.172267	-44.922815
	-52.424138	-76.504005	-33.825829
	-50.120599	-66.907632	-22.905946
	-46.390167	-58.418162	-13.318152
	-41.612450	-51.567925	-5.703529
	-36.302889	-46.337579	-0.093781
	-30.929446	-42.431558	3.850080
	-25.822216	-39.525005	6.603891
	-21.163462	-37.371201	8.664759
	-17.015580	-35.814382	10.523530
	-13.354758	-34.761459	12.686806
	-10.093462	-34.134636	15.729174
	-7.081346	-33.800245	20.356567
	-4.073979	-33.463847	27.410962
	-0.692969	-32.611205	37.539362
	3.377407	-30.886380	49.994484
	7.665625	-28.912135	61.678529
	11.319437	-27.496323	69.518931
	14.451706	-26.783625	72.384092
	17.450496	-26.613443	70.172568
	19.985696	-26.307150	62.942195
	21.033360	-25.014652	51.394336
	19.968322	-22.759051	37.997025
	17.365382	-20.396589	25.942294
	14.231324	-18.599956	16.801821
	11.157906	-17.579451	10.462733
	8.310934	-17.307397	6.250778
	5.667695	-17.688769	3.533509
	3.160902	-18.622984	1.847983
	0.729626	-20.017641	0.875333
	-1.670578	-21.789974	0.395434
	-4.069786	-23.867343	0.252853
	-6.488290	-26.187859	0.336085
	-8.941827	-28.701874	0.565835
	-11.447406	-31.376014	0.887619
	-14.029956	-34.199043	1.266076
	-16.727628	-37.185768	1.682164
	-19.594549	-40.376590	2.132791
	-22.705074	-43.834131	2.626881
	-26.159225	-47.640107	3.174786
	-30.079964	-51.890393	3.775148
	-34.590464	-56.677248	4.405938
	-39.760790	-62.039241	5.040506
	-45.531728	-67.841674	5.740669
	-51.668043	-73.550949	6.870877
	-57.782198	-78.053824	9.229364
	-63.327798	-80.399589	13.107087
	-67.553972	-82.982289	14.873023
	-69.243458	-93.756761	5.085805
	-65.717227	-111.955038	-15.986944
	-57.512169	-122.591841	-31.780854
	-49.177095	-124.947188	-39.214478
	-42.634243	-124.013642	-42.193440
	-37.664417	-122.332833	-43.270649
	-33.764518	-120.884250	-43.703705
	-30.604298	-120.008058	-44.072246
	-27.988252	-119.768651	-44.618902
	-25.784929	-120.102147	-45.421935
	-23.893137	-120.887746	-46.482240
	-22.231514	-121.986722	-47.766571
	-20.735699	-123.264382	-49.228933
	-19.356277	-124.603160	-50.821083
	-18.057204	-125.909346	-52.497773
	-16.815176	-127.112630	-54.219099
	-15.618526	-128.162114	-55.951436
	-14.464883	-129.023892	-57.668550
	-13.358137	-129.679259	-59.352137
	-12.305345	-130.121380	-60.990575
	-11.313844	-130.352089	-62.577464
	-10.388474	-130.380377	-64.111547
	-9.529871	-130.221715	-65.596866
	-8.734969	-129.897875	-67.041874
	-7.999260	-129.437497	-68.458061
	-7.319309	-128.875533	-69.858834
	-6.694197	-128.250384	-71.258901
	-6.125946	-127.600338	-72.673747
	-5.619820	-126.960496	-74.118273
	-5.184388	-126.360559	-75.604788
	-4.830907	-125.823923	-77.141647
	-4.572137	-125.367831	-78.732994
	-4.421060	-125.003900	-80.379052
	-4.390089	-124.738325	-82.076192
	-4.490197	-124.571486	-83.816747
	-4.729036	-124.498029	-85.589277
	-5.108928	-124.508292	-87.379678
	-5.625969	-124.589812	-89.172754
	-6.270354	-124.727695	-90.953264
	-7.027355	-124.904365	-92.706059
	-7.878564	-125.098987	-94.416150
	-36.581817	14.413549	178.498567
	-36.298096	15.513110	179.545966
	-35.905768	16.601671	-179.484737
	-35.410319	17.669015	-178.620995
	-34.817289	18.699300	-177.881461
	-34.132569	19.670283	-177.276778
	-33.362942	20.553518	-176.810394
	-32.516790	21.316209	-176.479435
	-31.605223	21.924664	-176.276035
	-30.643168	22.348807	-176.188608
	-29.649576	22.566253	-176.203256
	-28.646629	22.564471	-176.306100
	-27.658340	22.340866	-176.486207
	-26.708889	21.901596	-176.738056
	-25.820753	21.259943	-177.062812
	-25.012770	20.434249	-177.468361
	-24.298671	19.445322	-177.968111
	-23.686604	18.313268	-178.578574
	-29.511178	-128.498370	-109.525261
	-30.453377	-128.948633	-109.427178
	-31.326627	-129.317496	-109.216395
	-32.138306	-129.591496	-108.885943
	-32.898856	-129.762121	-108.430460
	-33.621326	-129.824749	-107.845539
	-34.321054	-129.777641	-107.126655
	-35.014897	-129.620705	-106.268446
	-35.720607	-129.353799	-105.263901
	-36.457513	-128.974279	-104.102716
	-37.248158	-128.473608	-102.769097
	-38.119859	-127.832873	-101.239200
	-39.105311	-127.018067	-99.477782
	-40.241782	-125.976973	-97.433771
	-41.569034	-124.636520	-95.034069
	-43.125396	-122.895987	-92.173513
	-44.939811	-120.612329	-88.698168
	-47.016965	-117.576873	-84.380720
	-49.311069	-113.485164	-78.890926
	-51.680274	-107.914002	-71.778124
	-53.816986	-100.364104	-62.527363
	-55.182644	-90.511434	-50.832583
	-55.060693	-78.770452	-37.184630
	-52.874090	-66.666421	-23.257342
	-48.598247	-56.043162	-11.100656
	-42.782852	-47.795223	-1.825800
	-36.182091	-41.740279	4.579663
	-29.433438	-37.263114	8.643787
	-22.955129	-33.774461	10.954415
	-16.974818	-30.849469	12.001332
	-11.593509	-28.219705	12.156553
	-6.839546	-25.729869	11.695133
	-2.701934	-23.300793	10.821815
	0.850467	-20.905561	9.690435
	3.857921	-18.552726	8.416718
	6.364792	-16.273054	7.088355
	8.417182	-14.109409	5.772282
	10.061634	-12.109187	4.520333
	11.345267	-10.318337	3.374684
	12.315293	-8.776593	2.370655
	13.015079	-7.514682	1.534920
	13.478109	-6.554247	0.882560
	13.723557	-5.909854	0.416977
	13.755262	-5.590970	0.132361
	13.564273	-5.602720	0.016536
	13.132815	-5.946027	0.052522
	12.437119	-6.617131	0.218624
	11.450919	-7.605976	0.489408
	10.152798	-8.894019	0.839249
	8.534916	-10.452217	1.246005
	6.607768	-12.239381	1.692127
	4.399857	-14.202477	2.164889
	1.954488	-16.282051	2.656892
	-0.675953	-18.421628	3.164463
	-3.437354	-20.575784	3.683367
	-6.279249	-22.715115	4.204407
	-9.158125	-24.830171	4.709648
	-12.040651	-26.935561	5.168891
	-14.904703	-29.071028	5.538379
	-17.736294	-31.293809	5.763900
	-20.524115	-33.665469	5.786378
	-23.254118	-36.242725	5.546435
	-25.905679	-39.073204	4.988169
	-28.449796	-42.192811	4.062924
	-30.848549	-45.624444	2.732261
	-33.055830	-49.376643	0.972053
	-35.021051	-53.443033	-1.222550
	-36.695300	-57.806115	-3.836121
	-38.036937	-62.441227	-6.835827
	-39.014499	-67.313709	-10.173059
	-39.606994	-72.371630	-13.782228
	-39.804536	-77.540954	-17.579025
	-39.611552	-82.728059	-21.462769
	-39.050019	-87.830986	-25.328015
	-38.159150	-92.754131	-29.081907
	-36.991337	-97.419415	-32.656794
	-35.605671	-101.771716	-36.013815
	-34.060576	-105.778860	-39.140123
	-32.407626	-109.427010	-42.042757
	-30.688607	-112.714203	-44.740578
	-28.936440	-115.645954	-47.256356
	-27.177898	-118.234185	-49.612190
	-25.435640	-120.496559	-51.828548
	-23.729160	-122.453566	-53.924068
	-22.074964	-124.124864	-55.914500
	-20.486297	-125.527549	-57.811853
	-18.973400	-126.675869	-59.624643
	-17.544040	-127.581743	-61.358783
	-16.203228	-128.256799	-63.018751
	-14.952708	-128.714637	-64.608565
	-13.791234	-128.971700	-66.132082
	-12.714803	-129.047390	-67.593399
	-11.716234	-128.964572	-68.998098
	-10.785697	-128.749986	-70.354398
	-9.913293	-128.433660	-71.673044
	-9.092374	-128.047132	-72.966364
	-8.321881	-127.620824	-74.247292
	-7.606392	-127.182436	-75.528971
	-6.953943	-126.757203	-76.824950
	-6.373959	-126.367857	-78.148861
	-5.876919	-126.033560	-79.513109
	-5.474681	-125.769090	-80.927763
	-5.179928	-125.583912	-82.400061
	-5.004333	-125.481583	-83.933722
	-4.956644	-125.460978	-85.528168
	-5.041920	-125.518119	-87.178357
	-5.261404	-125.646838	-88.875384
	-5.612494	-125.838656	-90.607501
	-6.088603	-126.082688	-92.361298
	-6.678736	-126.365697	-94.122716
	-36.947440	8.927678	171.536821
	-37.030196	9.977633	172.721179
	-37.009472	11.042561	173.908258
	-36.881250	12.121420	175.063485
	-36.641747	13.212286	176.157130
	-36.287626	14.310173	177.164678
	-35.816656	15.404593	178.066141
	-35.227762	16.478455	178.845707
	-34.521602	17.508155	179.491866
	-33.702242	18.464770	179.997653
	-32.778528	19.316763	-179.638712
	-31.764629	20.033205	-179.413325
	-30.680057	20.585924	-179.317291
	-29.548961	20.950849	-179.338455
	-28.398649	21.109601	-179.463784
	-27.257488	21.050707	-179.682198
	-26.152594	20.769883	-179.986557
	-25.108069	20.269911	179.625549
	-24.144004	19.559443	179.151425
	-23.275964	18.650380	178.583870
	-22.515005	17.555337	177.912845
	-21.868203	16.285786	177.126757
	-32.463369	-129.485126	-113.217434
	-33.464591	-129.865157	-112.937215
	-34.404795	-130.190347	-112.553240
	-35.289112	-130.447718	-112.061960
	-36.125992	-130.626189	-111.459139
	-36.927221	-130.716130	-110.738652
	-37.708201	-130.709366	-109.891800
	-38.488841	-130.598039	-108.906441
	-39.294824	-130.371635	-107.765080
	-40.158159	-130.013077	-106.442110
	-41.116396	-129.495342	-104.900946
	-42.211030	-128.777822	-103.090505
	-43.485200	-127.800070	-100.939618
	-44.979627	-126.471897	-98.348178
	-46.725667	-124.659320	-95.173244
	-48.734405	-122.164951	-91.208673
	-50.978451	-118.701895	-86.158538
	-53.358857	-113.865574	-79.610036
	-55.648447	-107.135849	-71.040806
	-57.419129	-98.022002	-59.975877
	-58.021822	-86.532350	-46.474123
	-56.771907	-73.800354	-31.769620
	-53.357229	-61.834500	-18.026076
	-48.068309	-52.123253	-6.925983
	-41.577825	-44.895123	1.107231
	-34.586621	-39.612696	6.460537
	-27.631363	-35.601995	9.732419
	-21.052433	-32.326318	11.462568
	-15.035770	-29.428492	12.071818
	-9.667544	-26.695324	11.875096
	-4.975259	-24.014257	11.110365
	-0.951802	-21.342392	9.964188
	2.431683	-18.686359	8.588481
	5.219341	-16.086281	7.111263
	7.467993	-13.601459	5.644211
	9.244214	-11.298828	4.286227
	10.619096	-9.244527	3.124781
	11.662621	-7.498573	2.238080
	12.437910	-6.112133	1.697514
	12.994981	-5.126096	1.569425
	13.365527	-4.571349	1.916702
	13.558389	-4.471831	2.799436
	13.554174	-4.846673	4.270841
	13.301067	-5.706690	6.363179
	12.717669	-7.045899	9.056037
	11.711437	-8.826707	12.214755
	10.226519	-10.956765	15.492524
	8.317295	-13.274321	18.252953
	6.169645	-15.573016	19.716109
	3.986700	-17.665070	19.435279
	1.852941	-19.449267	17.662466
	-0.255046	-20.944122	15.120090
	-2.377999	-22.246987	12.498696
	-4.531806	-23.466194	10.215372
	-6.713109	-24.688607	8.440978
	-8.913968	-25.975597	7.192671
	-11.132454	-27.370558	6.405024
	-13.376331	-28.910098	5.971465
	-15.659593	-30.631526	5.767069
	-17.994956	-32.574062	5.662986
	-20.386405	-34.776457	5.535186
	-22.824353	-37.274252	5.268099
	-25.284032	-40.097861	4.755765
	-27.726007	-43.272286	3.903699
	-30.097523	-46.818007	2.632281
	-32.334500	-50.750342	0.881518
	-34.364695	-55.076334	-1.383497
	-36.112195	-59.789117	-4.167708
	-37.503641	-64.857966	-7.440593
	-38.476920	-70.217357	-11.131172
	-38.989970	-75.762790	-15.128239
	-39.027204	-81.358394	-19.289457
	-38.603211	-86.857262	-23.462141
	-37.761616	-92.126543	-27.509769
	-36.567655	-97.064474	-31.330790
	-35.097757	-101.605724	-34.864697
	-33.430030	-105.717983	-38.088752
	-31.636720	-109.393401	-41.009304
	-29.779328	-112.640892	-43.652081
	-27.906661	-115.481453	-46.053886
	-26.054795	-117.943061	-48.254668
	-24.248782	-120.055562	-50.291215
	-22.505694	-121.848148	-52.195095
	-20.837330	-123.347717	-53.992838
	-19.251700	-124.577221	-55.705660
	-17.753617	-125.555427	-57.349192
	-16.345273	-126.297501	-58.933772
	-15.027031	-126.816375	-60.465457
	-13.797944	-127.126080	-61.948188
	-12.655732	-127.244553	-63.386268
	-11.596392	-127.192790	-64.785328
	-10.614284	-126.992451	-66.151849
	-9.702885	-126.665390	-67.493115
	-8.855304	-126.234748	-68.818012
	-8.064943	-125.725909	-70.137261
	-7.326799	-125.166765	-71.462541
	-6.638492	-124.586595	-72.805311
	-6.000471	-124.013550	-74.175991
	-5.415604	-123.472202	-75.583657
	-4.888879	-122.981977	-77.035793
	-4.428240	-122.556539	-78.537668
	-4.046025	-122.204679	-80.092191
	-3.758832	-121.932091	-81.699980
	-3.585096	-121.741854	-83.358222
	-3.542004	-121.633464	-85.059355
	-3.643465	-121.602743	-86.791089
	-3.899409	-121.642929	-88.537231
	-4.315038	-121.745563	-90.279064
	-4.888941	-121.900573	-91.997602
	-5.611546	-122.095233	-93.675635
	-37.984919	13.806350	173.291871
	-37.879947	14.819897	174.429989
	-37.636369	15.826440	175.542171
	-37.264747	16.815122	176.585970
	-36.776243	17.774732	177.526891
	-36.181101	18.692702	178.340949
	-35.488136	19.552286	179.014461
	-34.704600	20.329903	179.542496
	-33.837230	20.995538	179.927217
	-32.894722	21.516345	-179.823686
	-31.889635	21.861295	-179.698352
	-30.838684	22.005270	-179.682318
	-29.762598	21.931884	-179.760436
	-28.685633	21.634778	-179.918977
	-27.634205	21.117599	179.852125
	-26.634757	20.392705	179.557332
	-25.711255	19.478216	179.194693
	-24.882965	18.394033	178.756411
	-24.163055	17.158206	178.230309
	-23.557841	15.783952	177.601674
	-31.466241	-127.342401	-108.845087
	-32.476443	-127.886793	-108.677480
	-33.418235	-128.365079	-108.399735
	-34.302414	-128.761021	-107.996112
	-35.142115	-129.059796	-107.451853
	-35.952248	-129.248706	-106.753463
	-36.748973	-129.317755	-105.888746
	-37.549550	-129.258173	-104.846297
	-38.373001	-129.058442	-103.613744
	-39.241063	-128.700629	-102.175405
	-40.178353	-128.158367	-100.510013
	-41.211529	-127.394311	-98.587441
	-42.368251	-126.355850	-96.363183
	-43.676129	-124.969804	-93.770584
	-45.160093	-123.135471	-90.710437
	-46.836051	-120.712996	-87.036338
	-48.697912	-117.504796	-82.535155
	-50.693672	-113.233206	-76.906627
	-52.686005	-107.530681	-69.759299
	-54.396777	-99.994949	-60.676184
	-55.360314	-90.414409	-49.455667
	-54.970921	-79.202052	-36.564675
	-52.724069	-67.641733	-23.401534
	-48.537500	-57.290202	-11.697949
	-42.815682	-48.997715	-2.510872
	-36.204508	-42.709487	4.024846
	-29.321590	-37.926898	8.278395
	-22.627174	-34.115255	10.735439
	-16.409619	-30.865228	11.834447
	-10.819992	-27.912251	11.932376
	-5.914724	-25.108032	11.313419
	-1.691930	-22.385609	10.203455
	1.881966	-19.731125	8.782284
	4.855806	-17.164621	7.194777
	7.285857	-14.726894	5.560759
	9.233117	-12.468788	3.982677
	10.761700	-10.443078	2.551560
	11.936560	-8.699598	1.352252
	12.820807	-7.283237	0.468044
	13.471761	-6.235038	-0.015332
	13.933839	-5.595913	-0.006155
	14.229558	-5.411278	0.599291
	14.350382	-5.734853	1.928384
	14.243312	-6.629715	4.145304
	13.787527	-8.161478	7.457024
	12.761912	-10.372034	12.100077
	10.825004	-13.213685	18.278144
	7.585579	-16.435010	25.995819
	2.899547	-19.520852	34.757627
	-2.720162	-21.994906	43.293468
	-8.343016	-24.068681	49.751007
	-13.485238	-26.630784	52.416572
	-18.016732	-30.458131	50.210398
	-21.344869	-35.322088	43.302795
	-22.784049	-39.646762	33.934205
	-22.710435	-42.086690	24.969932
	-22.139790	-42.758450	17.852292
	-21.773417	-42.523635	12.702263
	-21.851122	-42.133608	9.148018
	-22.376085	-42.028512	6.743145
	-23.282815	-42.422033	5.089503
	-24.500393	-43.404694	3.859920
	-25.963019	-45.006837	2.791707
	-27.604545	-47.230237	1.674259
	-29.350743	-50.062221	0.340418
	-31.113711	-53.480403	-1.335460
	-32.791671	-57.450503	-3.434641
	-34.275992	-61.917311	-5.988807
	-35.463491	-66.793844	-8.975195
	-36.270597	-71.957506	-12.316964
	-36.646413	-77.258284	-15.893983
	-36.580399	-82.536946	-19.565064
	-36.101016	-87.646853	-23.195314
	-35.265890	-92.472854	-26.678678
	-34.147378	-96.940632	-29.948609
	-32.819027	-101.014144	-32.976521
	-31.347026	-104.686380	-35.763183
	-29.786759	-107.969002	-38.328186
	-28.182111	-110.883858	-40.700679
	-26.565776	-113.457821	-42.913052
	-24.960433	-115.719956	-44.997169
	-23.381266	-117.698935	-46.981782
	-21.839486	-119.419997	-48.890187
	-20.344952	-120.903335	-50.738830
	-18.906502	-122.164951	-52.538026
	-17.531373	-123.217648	-54.294024
	-16.225191	-124.071358	-56.010790
	-14.991813	-124.734559	-57.691270
	-13.832679	-125.216693	-59.338560
	-12.746618	-125.530135	-60.957012
	-11.730144	-125.690460	-62.552555
	-10.777927	-125.714735	-64.131724
	-9.883697	-125.619419	-65.700522
	-9.041387	-125.419705	-67.264607
	-8.245917	-125.130442	-68.830366
	-7.493904	-124.767800	-70.405452
	-6.784747	-124.350168	-71.998237
	-6.121408	-123.897087	-73.616451
	-5.510209	-123.427040	-75.265454
	-4.960657	-122.955860	-76.946619
	-4.486160	-122.496784	-78.656707
	-4.104335	-122.062164	-80.388517
	-3.835357	-121.664937	-82.131933
	-3.698770	-121.318171	-83.874997
	-3.710354	-121.033586	-85.605429
	-3.880039	-120.819588	-87.311976
	-4.210691	-120.678754	-88.984767
	-4.697185	-120.606509	-90.615362
	-5.325932	-120.591798	-92.197088
	-6.075868	-120.618036	-93.724996
	-37.945677	14.825405	172.929272
	-37.783641	15.901124	173.887189
	-37.537925	16.967119	174.816711
	-37.219385	18.023276	175.689180
	-36.836790	19.063455	176.482206
	-36.396148	20.073731	177.180133
	-35.901009	21.031687	177.773895
	-35.353422	21.907465	178.259871
	-34.755619	22.666362	178.638051
	-34.111787	23.271899	178.910770
	-33.429192	23.688862	179.082457
	-32.718491	23.886401	179.159411
	-31.993430	23.841140	179.148527
	-31.270289	23.539388	179.054929
	-30.566326	22.977318	178.879784
	-29.896977	22.159770	178.619633
	-29.273720	21.098716	178.267031
	-28.703717	19.811139	177.811474
	-25.825162	-123.948737	-108.845212
	-26.861326	-124.835588	-108.841019
	-27.869845	-125.696691	-108.729649
	-28.854688	-126.494904	-108.499952
	-29.822425	-127.196885	-108.140965
	-30.781552	-127.774501	-107.642232
	-31.741463	-128.206424	-106.994597
	-32.711845	-128.478545	-106.190151
	-33.703071	-128.582382	-105.221016
	-34.726476	-128.512556	-104.078225
	-35.794148	-128.264203	-102.750807
	-36.919454	-127.830044	-101.223803
	-38.118300	-127.196694	-99.475067
	-39.409498	-126.340297	-97.471809
	-40.813513	-125.221257	-95.166378
	-42.350209	-123.777246	-92.489468
	-44.035279	-121.914508	-89.340696
	-45.873058	-119.498328	-85.578188
	-47.843051	-116.341674	-81.007002
	-49.877981	-112.194627	-75.369748
	-51.832651	-106.752749	-68.358946
	-53.449127	-99.726162	-59.693821
	-54.341992	-91.024808	-49.315384
	-54.056739	-81.035864	-37.673066
	-52.238862	-70.722818	-25.827795
	-48.824469	-61.229621	-15.048682
	-44.077082	-53.278282	-6.192509
	-38.449076	-46.975302	0.511720
	-32.410321	-42.040024	5.255980
	-26.345443	-38.084992	8.388252
	-20.524137	-34.767674	10.261583
	-15.113351	-31.834209	11.179069
	-10.203674	-29.116512	11.385266
	-5.834383	-26.516644	11.074372
	-2.012621	-23.989912	10.401146
	1.274187	-21.530741	9.489835
	4.052177	-19.160840	8.440564
	6.357106	-16.918485	7.333277
	8.230162	-14.850043	6.230672
	9.714756	-13.004020	5.181183
	10.854035	-11.425725	4.221284
	11.688039	-10.151641	3.377126
	12.250047	-9.205542	2.665880
	12.563159	-8.598356	2.096944
	12.639679	-8.331625	1.673393
	12.481965	-8.401953	1.392570
	12.082144	-8.803507	1.244862
	11.422799	-9.528723	1.212941
	10.481415	-10.568228	1.273701
	9.238268	-11.908746	1.401914
	7.685428	-13.528973	1.573837
	5.833730	-15.396722	1.770111
	3.714516	-17.470145	1.977553
	1.374884	-19.702639	2.189120
	-1.130912	-22.049312	2.401238
	-3.749859	-24.472793	2.609720
	-6.435810	-26.946536	2.806425
	-9.152118	-29.456624	2.976211
	-11.872343	-32.004524	3.093717
	-14.578962	-34.610127	3.121202
	-17.259182	-37.311092	3.008594
	-19.897692	-40.156686	2.697790
	-22.470541	-43.199747	2.129165
	-24.944309	-46.489448	1.246022
	-27.277350	-50.063343	-0.000424
	-29.420126	-53.939204	-1.643832
	-31.316600	-58.109756	-3.695856
	-32.908851	-62.541409	-6.139907
	-34.145280	-67.176956	-8.927387
	-34.989696	-71.941849	-11.980293
	-35.427327	-76.752418	-15.200848
	-35.466377	-81.524913	-18.486281
	-35.135102	-86.183691	-21.744342
	-34.475887	-90.666006	-24.902324
	-33.539792	-94.923892	-27.908596
	-32.382143	-98.924516	-30.731891
	-31.057514	-102.648192	-33.359798
	-29.615096	-106.085092	-35.795248
	-28.096671	-109.233552	-38.052447
	-26.536766	-112.099262	-40.153587
