hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	0.191942	-2.880290	-24.762207	3.235374	22.312181	14.530441	-11.965705	-16.365731	3.072818
	0.015496	-1.407146	-23.500748	3.131733	23.291792	14.190153	-12.351907	-16.589869	3.587447
	-0.069267	-1.381046	-22.098408	3.026826	23.999277	14.582339	-12.269632	-16.609240	4.104030
	0.006314	-0.876295	-21.461829	3.076648	24.556804	15.807334	-11.206850	-16.487868	4.324795
	-0.065912	-0.398107	-20.381580	3.105113	24.883478	17.055231	-9.960314	-16.447884	4.203701
	-0.137836	-0.673756	-19.790163	3.173087	24.627276	19.022374	-7.669720	-16.493761	3.428222
	-0.247935	-1.211533	-18.558698	2.941502	23.701215	21.392247	-4.370446	-16.195671	2.053891
	-0.499337	-1.373025	-17.910365	2.378065	22.579957	23.607370	-0.898209	-15.326824	0.165890
	-0.999832	-1.692178	-17.295874	1.862459	21.056519	25.758551	2.749529	-13.488390	-1.905888
	-1.416008	-2.112183	-17.547372	1.669589	19.831972	28.197260	5.730172	-11.825942	-3.961200
	-2.021905	-3.017239	-17.049081	1.759868	18.842170	30.541602	7.652889	-10.359272	-5.996007
	-2.449350	-3.646463	-17.730774	1.781250	17.876013	32.178508	8.938990	-9.183613	-7.978321
	-2.916192	-4.218691	-18.359817	2.191422	16.777816	33.405224	9.916781	-8.176073	-9.877372
	-3.613826	-4.707903	-18.041716	2.413242	15.801143	35.560211	10.052364	-7.227905	-11.792674
	-4.188999	-5.089672	-17.073458	2.311910	14.869342	37.390300	9.951842	-6.324079	-13.752937
	-4.909208	-5.491894	-16.346487	1.681484	13.942680	39.040373	9.937484	-5.469208	-15.658995
	-5.060711	-5.410328	-15.887657	1.081196	13.560932	40.637691	9.920116	-4.665756	-17.382716
	-5.026976	-5.722281	-15.011868	0.376260	13.537717	42.011598	9.939021	-4.273978	-18.858608
	-4.735653	-5.881418	-14.031610	-0.378061	13.898629	42.780303	9.931578	-4.208787	-20.117219
	-4.352833	-5.750085	-13.186518	-1.006850	14.192394	43.329306	10.091318	-4.301989	-21.113765
	-4.009230	-5.428872	-12.256879	-1.511832	14.668712	43.612860	10.385657	-4.666393	-22.093689
	-3.690915	-5.079070	-10.967433	-1.897712	14.880719	43.442118	10.586546	-5.026053	-22.897313
	-3.591123	-4.569161	-9.556048	-2.243484	15.024041	42.999401	10.661404	-5.308821	-23.566354
	-3.464298	-4.436131	-8.064786	-2.512242	15.033963	42.482425	10.484771	-5.624327	-24.079111
	-3.405086	-4.444735	-6.449308	-2.608145	14.825761	41.732390	10.300092	-6.079389	-24.415543
	-3.454922	-4.680926	-4.809594	-2.540082	14.490011	40.852846	10.026123	-6.529791	-24.545694
	-3.657394	-4.951376	-3.157806	-2.290652	14.114351	39.811955	9.646532	-6.885921	-24.617486
	-3.869172	-5.217250	-1.574154	-2.038265	13.725166	38.787189	9.109063	-7.315882	-24.436879
	-3.969083	-5.483374	0.152255	-1.613801	13.354257	37.488371	8.462764	-7.804594	-24.022173
	-3.973253	-5.523709	1.842046	-1.193201	12.835675	36.058912	7.724529	-8.329797	-23.463669
	-3.945559	-5.575263	3.582559	-0.666370	12.522996	34.532098	6.927938	-9.014746	-22.666681
	-3.744987	-5.441164	5.338544	-0.181285	11.979036	32.932524	6.065871	-9.661093	-21.622515
	-3.443038	-5.152265	7.106037	0.310808	11.526264	31.343545	5.131397	-10.267451	-20.347064
	-3.094050	-4.683518	8.960042	0.803563	11.133442	29.569864	4.045319	-10.675016	-18.895582
	-2.483698	-4.301244	10.665178	1.351589	11.013801	27.742858	2.878067	-11.334663	-17.268989
	-1.906895	-3.646934	12.289811	1.838002	11.000577	25.956144	1.576989	-12.117521	-15.411590
	-1.353520	-3.145560	13.752160	2.318347	11.047373	24.231223	0.292509	-12.934810	-13.315049
	-0.781390	-2.565686	15.141392	2.758246	11.043170	22.533486	-0.823043	-13.768781	-11.068049
	-0.140385	-1.721422	16.482013	3.049562	11.378351	20.891555	-1.747123	-14.410628	-8.767685
	0.512012	-1.155506	17.734314	3.261987	11.807406	19.365408	-2.465783	-15.209237	-6.421510
	1.253345	-0.591625	18.926997	3.401609	12.272723	18.174371	-3.188918	-15.833364	-4.012547
	1.754852	-0.181860	20.075542	3.573530	12.774681	17.172965	-3.882546	-16.344330	-1.551553
	2.046800	0.353304	21.140486	3.810018	13.107612	16.490922	-4.547870	-16.532925	0.913061
	2.106678	0.692332	22.083633	4.150268	13.554219	16.102034	-5.154018	-16.492298	3.324514
	2.103952	1.122112	22.871873	4.562664	13.981059	15.989800	-5.965589	-16.161916	5.558027
	1.860183	1.590682	23.558838	5.213526	14.402925	16.096604	-6.793339	-15.626548	7.565268
	1.628452	1.915973	23.981863	5.943949	14.955640	16.517129	-7.584091	-14.972468	9.509414
	1.328592	2.195814	24.169291	6.836053	15.724549	17.337260	-8.357999	-14.238938	11.071179
	0.950803	2.320339	24.060074	7.865774	16.660304	18.659740	-8.948843	-13.573866	12.488938
	0.712114	2.504800	23.702171	9.045353	17.731511	20.258242	-9.123332	-12.838745	13.558837
	0.479962	2.702931	23.046492	10.297090	18.753334	22.343673	-8.787119	-12.394828	14.249858
	0.367184	2.765065	22.189023	11.558830	19.354012	25.711308	-7.953677	-11.874773	14.733663
	0.269336	2.697071	21.010922	12.675524	19.418692	29.525170	-6.960462	-11.289409	14.483759
	0.330326	2.896768	19.916811	13.691702	19.130135	33.420098	-5.987330	-10.701658	13.705716
	0.460926	3.237834	18.712655	14.442670	18.344274	37.993740	-5.155792	-10.178024	13.039393
	0.808131	3.713086	17.540899	15.179194	17.121150	42.505847	-4.366426	-9.720033	12.346980
	1.380459	4.518534	16.298899	15.560973	15.630513	47.185503	-3.516630	-9.390230	11.780731
	2.058001	5.278824	15.047990	15.636777	13.921304	51.539336	-2.819218	-9.219289	11.332528
	2.754082	6.300491	13.810539	15.635587	12.330862	56.100158	-2.206893	-9.220764	10.959341
	3.403950	7.258642	12.531306	16.259793	10.716239	60.161549	-1.830458	-9.252267	10.885981
	3.986833	8.158363	11.176791	16.795182	9.200553	64.077670	-1.679463	-9.270066	10.697013
	4.535015	8.758578	9.783513	16.419716	7.885653	67.861634	-1.657285	-9.265315	10.533807
	5.081031	9.297987	8.339217	15.830752	6.732748	71.502021	-1.487843	-9.193103	10.213797
	5.597357	9.663262	6.866857	15.525623	5.715750	74.661258	-1.396848	-9.043748	9.816660
	6.157763	9.951774	5.413155	15.106716	4.974288	77.568885	-1.173071	-8.853934	9.280205
	6.837758	9.809995	3.866429	14.921158	4.417137	80.582279	-0.814378	-8.693064	8.690531
	7.332044	9.384694	2.029583	14.226101	4.024818	83.643570	-0.515330	-8.567172	7.966335
	7.928149	8.994855	-0.266455	13.597578	3.850554	86.552296	-0.065070	-8.494279	7.271903
	8.158218	8.442111	-2.735613	13.029672	3.832707	89.332885	0.408501	-8.325802	6.418905
	8.366161	7.871599	-5.217564	12.518641	3.739075	91.788378	1.109205	-8.300336	5.544996
