hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-1.268810	-2.275254	6.469664	0.459492	14.981259	13.840169	-0.650191	-9.740394	-4.865604	-1.642808	-1.518288	3.149698	0.531285	14.928165	20.905563	-1.094321	-8.403205	-9.660470	-1.592406	-1.431870	5.159544	0.714781	15.071398	17.673932	-0.826749	-11.656572	-6.855200	0.872015	1.223311	4.652260	0.821036	15.210966	17.177896	-3.014014	-12.815955	-3.895296	-0.942694	0.126624	5.495563	0.954227	14.215142	19.963957	-1.187582	-10.667855	-7.031996	-0.867829	-0.921006	4.824750	1.050330	12.906275	20.393941	0.306535	-9.580790	-9.039488	-0.740473	-3.239903	4.719775	0.054440	14.463494	14.468811	1.198027	-8.664973	-4.585258	-0.964251	-1.637441	4.344738	0.842864	14.110592	17.897430	-0.632096	-8.213160	-6.975033	-0.972227	-2.373617	4.269250	0.892984	13.343868	18.144311	-0.450729	-9.618753	-5.564479	0.774906	-0.779236	4.792918	0.786900	12.647273	17.576497	-0.941018	-8.823116	-4.646481	1.935057	1.652980	6.164399	0.685889	11.575193	17.423091	-2.879107	-11.253594	-6.102440	-1.262999	-3.881590	1.409270	0.815373	13.483370	20.785423	0.863038	-8.144520	-10.152361	-1.418071	-4.882579	-2.492835	0.876059	12.330816	23.271418	1.442976	-5.647608	-13.039964
	-0.737844	-1.463666	7.765233	0.259073	15.650180	12.253585	-1.095244	-11.101935	-1.669249	-1.076377	-0.709166	4.538945	0.518449	15.368067	19.452809	-1.662538	-9.547229	-6.845222	-0.923679	-0.437751	6.312238	0.766728	15.461906	16.491362	-1.376475	-13.012627	-4.092789	1.415731	2.021228	5.782065	0.812184	15.759093	15.952920	-3.629797	-14.171068	-0.859395	-0.391221	0.938237	6.683297	1.060642	14.774568	18.492611	-1.864705	-12.112923	-3.969228	-0.127177	0.125703	6.213911	1.051969	13.365610	18.897350	-0.292405	-10.945049	-6.069298	-0.332941	-2.576666	6.015570	0.044416	15.182952	13.123173	0.728816	-9.875607	-1.646037	-0.436384	-0.881600	5.522058	0.813956	14.526753	16.655805	-0.917068	-9.173469	-4.068239	-0.252238	-1.405303	5.540005	0.892888	13.858267	16.924954	-0.780381	-10.846856	-2.771950	1.263088	-0.098036	5.840443	0.703221	13.240540	16.348825	-1.142381	-9.937345	-1.644454	2.511090	2.562066	7.172396	0.720069	12.177461	16.238405	-3.289738	-12.667649	-3.061821	-0.713156	-3.206048	2.719555	0.843585	13.684199	19.499726	0.365761	-8.935654	-7.761093	-0.954494	-4.269210	-1.055653	0.921507	12.281142	21.921808	0.919807	-6.291548	-10.916893
	-0.231062	-0.618570	8.912139	0.072646	16.343527	10.835803	-1.517691	-12.581963	1.667391	-0.495120	0.147612	5.800860	0.554795	15.976011	18.058456	-2.210896	-10.935761	-3.797628	-0.260672	0.523493	7.289482	0.804326	15.918905	15.423733	-1.923446	-14.452590	-1.141578	1.907829	2.783906	6.759785	0.801155	16.218154	14.835265	-4.227913	-15.453656	2.363852	0.144950	1.724285	7.721457	1.130584	15.373404	17.145342	-2.508639	-13.567130	-0.705188	0.655848	1.211042	7.471532	1.014053	13.940701	17.494283	-0.841915	-12.496182	-2.869042	0.035534	-1.864710	7.172570	0.077135	16.000637	11.888224	0.299585	-11.225613	1.458540	0.069342	-0.047777	6.531057	0.847012	15.090943	15.556965	-1.138106	-10.401991	-1.002624	0.475861	-0.375266	6.668836	0.894551	14.408635	15.809026	-1.085723	-12.182189	0.153100	1.716495	0.601755	6.763763	0.681639	13.860044	15.283367	-1.303730	-11.161196	1.473164	3.033995	3.458055	8.031419	0.800462	12.850413	15.182025	-3.702039	-14.157637	0.167758	-0.151669	-2.482899	3.935500	0.867730	14.034378	18.263606	-0.094777	-9.910391	-5.168760	-0.462693	-3.609956	0.252458	0.955011	12.404317	20.614293	0.468450	-7.053894	-8.569037
	0.236123	0.268001	9.897505	-0.086868	16.938620	9.616462	-1.919669	-14.073952	5.059186	0.081739	1.016619	6.920050	0.615595	16.677662	16.748579	-2.720385	-12.497522	-0.535887	0.371909	1.427514	8.091972	0.830222	16.362692	14.488988	-2.488876	-15.875317	1.926904	2.330702	3.497938	7.584888	0.802540	16.498237	13.863710	-4.828518	-16.566485	5.620493	0.632829	2.456557	8.604718	1.158207	15.937564	15.936854	-3.118466	-14.925906	2.675739	1.440591	2.295220	8.574027	0.954540	14.560856	16.206650	-1.360128	-14.178065	0.520874	0.350264	-1.123025	8.186059	0.129029	16.810972	10.775329	-0.085268	-12.582932	4.662024	0.517183	0.814174	7.362904	0.950780	15.754700	14.624173	-1.257859	-11.779618	2.141734	1.179949	0.708478	7.636268	0.895638	14.870131	14.815621	-1.354788	-13.524482	3.169560	2.103577	1.286516	7.562001	0.734404	14.449343	14.390430	-1.435903	-12.417074	4.635461	3.492463	4.344375	8.739666	0.891402	13.420711	14.276082	-4.118170	-15.524108	3.510251	0.401426	-1.710610	5.040549	0.914797	14.499359	17.117578	-0.522084	-11.058080	-2.400715	0.044679	-2.897246	1.436511	0.992704	12.709025	19.354396	0.058989	-7.991278	-6.019271
	0.639887	1.205055	10.695424	-0.197613	17.275753	8.661323	-2.317516	-15.419318	8.320155	0.625532	1.886261	7.870255	0.656646	17.288365	15.566610	-3.178179	-14.044993	2.865818	0.956472	2.288087	8.720435	0.860197	16.668027	13.731554	-3.092202	-17.151096	4.978497	2.666142	4.131674	8.262609	0.826923	16.535606	13.086339	-5.401914	-17.410897	8.732098	1.041602	3.108855	9.333105	1.164901	16.419759	14.895654	-3.696505	-16.122172	6.043492	2.187100	3.374207	9.487352	0.906438	15.096783	15.074676	-1.877552	-15.865219	3.995711	0.600599	-0.355573	9.040707	0.185762	17.469047	9.840716	-0.451391	-13.799771	7.815369	0.870217	1.645775	8.024711	1.102868	16.393154	13.877463	-1.299190	-13.122869	5.258254	1.828962	1.832192	8.432694	0.903980	15.132663	13.982761	-1.593240	-14.784176	6.181050	2.397729	1.920281	8.235067	0.843899	14.918437	13.686955	-1.543104	-13.574725	7.723775	3.878618	5.216492	9.293088	0.975644	13.754698	13.571783	-4.532045	-16.625826	6.812077	0.921833	-0.904675	6.021915	0.992887	15.024181	16.085877	-0.908985	-12.320493	0.511469	0.558096	-2.129323	2.511759	1.048333	13.205916	18.150094	-0.346146	-9.155901	-3.276227
	0.964420	2.194027	11.294698	-0.223067	17.241513	8.039533	-2.717471	-16.491223	11.265415	1.097932	2.724146	8.651368	0.681579	17.690527	14.547284	-3.587227	-15.426629	6.273214	1.474791	3.107240	9.182947	0.916686	16.730017	13.197538	-3.730684	-18.152247	7.888097	2.900617	4.642028	8.802253	0.882299	16.343883	12.545307	-5.871488	-17.973913	11.588747	1.343503	3.646366	9.910978	1.183916	16.786472	14.064825	-4.224605	-17.105466	9.267265	2.864418	4.453092	10.205651	0.887661	15.384903	14.138732	-2.415450	-17.382074	7.391518	0.783988	0.437482	9.726977	0.268544	17.879796	9.160626	-0.847006	-14.776771	10.749374	1.106772	2.398946	8.530345	1.287669	16.894495	13.359742	-1.313733	-14.273849	8.199393	2.392611	2.945607	9.060754	0.927671	15.144731	13.357989	-1.825946	-15.887010	9.053630	2.584613	2.472519	8.781622	0.995001	15.198004	13.207147	-1.618207	-14.538116	10.617057	4.171815	6.020890	9.691482	1.065478	13.815059	13.129329	-4.916531	-17.400992	9.912229	1.388458	-0.081144	6.875660	1.075949	15.505786	15.183679	-1.247918	-13.580318	3.500761	1.069356	-1.313469	3.493459	1.132844	13.903965	17.017666	-0.782243	-10.573040	-0.346128
	1.202544	3.198881	11.700785	-0.136836	16.860555	7.787578	-3.111479	-17.257819	13.832052	1.461864	3.469990	9.275984	0.732729	17.886119	13.729061	-3.935341	-16.625947	9.566534	1.906832	3.841115	9.501484	1.014219	16.543491	12.913166	-4.368339	-18.818176	10.589529	3.021380	4.972782	9.214247	0.983462	16.021402	12.268949	-6.208307	-18.306409	14.148032	1.517155	4.034327	10.349689	1.251684	17.018754	13.489597	-4.673113	-17.834963	12.231849	3.441581	5.498158	10.742620	0.902754	15.327333	13.442763	-2.948182	-18.587784	10.580882	0.894746	1.238916	10.238893	0.415737	18.037327	8.795216	-1.307339	-15.465569	13.364462	1.220882	3.035982	8.893248	1.516020	17.206760	13.128368	-1.346386	-15.139301	10.834305	2.836194	3.960291	9.533373	0.986502	14.935998	12.985772	-2.055750	-16.777603	11.682715	2.657806	2.911579	9.203557	1.199061	15.295192	12.985840	-1.672876	-15.276226	13.230470	4.337302	6.656932	9.945484	1.198859	13.691054	12.987890	-5.237053	-17.860629	12.699134	1.785016	0.756277	7.592233	1.152333	15.835796	14.446256	-1.551478	-14.716963	6.460884	1.562919	-0.464344	4.386390	1.239223	14.730822	15.986375	-1.273023	-12.156429	2.727923
	1.343142	4.099726	11.939762	0.069213	16.317086	7.895018	-3.509719	-17.721899	16.063348	1.691521	4.068148	9.750193	0.841391	17.886026	13.169231	-4.191993	-17.649058	12.629013	2.228323	4.413370	9.705891	1.167948	16.207368	12.885550	-4.970559	-19.176734	13.047019	3.009729	5.059331	9.509162	1.162670	15.712140	12.270512	-6.471313	-18.450221	16.399857	1.554486	4.247470	10.665063	1.400080	17.133344	13.201167	-5.037066	-18.287780	14.850248	3.875297	6.420381	11.114804	0.978259	14.959682	13.030119	-3.441038	-19.414948	13.474360	0.923732	1.994579	10.578319	0.657018	18.025246	8.773200	-1.845913	-15.864125	15.632730	1.213742	3.510632	9.128772	1.808939	17.351307	13.218636	-1.416859	-15.680508	13.085229	3.123923	4.775928	9.868639	1.123817	14.620487	12.888847	-2.259693	-17.456315	14.031499	2.615386	3.203767	9.507732	1.481867	15.290008	13.041762	-1.766195	-15.786914	15.535953	4.346166	7.023725	10.080693	1.417815	13.549384	13.152557	-5.493236	-18.064416	15.132453	2.097143	1.592506	8.159358	1.240769	15.947442	13.919873	-1.846965	-15.643876	9.286190	2.012181	0.389052	5.187408	1.340060	15.519342	15.088250	-1.837958	-13.686950	5.844290
	1.365949	4.717774	12.053251	0.405372	15.881689	8.314489	-3.963725	-17.884973	18.067440	1.776526	4.482636	10.076363	1.026737	17.715991	12.918686	-4.344083	-18.483856	15.349067	2.408931	4.738524	9.824753	1.408081	15.872289	13.108567	-5.550216	-19.292018	15.229520	2.853518	4.860354	9.693505	1.455097	15.532296	12.553404	-6.751652	-18.402870	18.378788	1.462786	4.269980	10.868752	1.653423	17.193945	13.210460	-5.368519	-18.465236	17.085403	4.125414	7.110862	11.342752	1.157848	14.439136	12.925896	-3.898749	-19.862671	16.009295	0.865220	2.606749	10.762575	1.000292	17.992538	9.082591	-2.465510	-16.006275	17.598424	1.091919	3.760146	9.256144	2.177903	17.429539	13.630160	-1.533756	-15.912520	14.932260	3.230798	5.304842	10.081574	1.384458	14.339749	13.069017	-2.440943	-17.953666	16.110143	2.462509	3.318284	9.700884	1.864758	15.293375	13.376114	-1.991665	-16.070138	17.572317	4.188371	7.045872	10.127705	1.751990	13.547623	13.611646	-5.737470	-18.051975	17.248169	2.314206	2.378522	8.577686	1.361725	15.843318	13.636068	-2.154099	-16.305941	11.908256	2.382641	1.206196	5.886017	1.424545	16.119402	14.362561	-2.500140	-14.949537	8.871086
	1.256951	4.923193	12.077440	0.886976	15.760713	9.000210	-4.542148	-17.745857	19.957703	1.719809	4.686365	10.258889	1.307785	17.459637	13.001021	-4.433049	-19.102530	17.671987	2.430604	4.748943	9.880441	1.762058	15.681358	13.566478	-6.159215	-19.205887	17.136833	2.563065	4.372466	9.767571	1.872706	15.533730	13.114472	-7.116640	-18.134984	20.184172	1.259630	4.093909	10.965452	2.029553	17.282130	13.514356	-5.762709	-18.377893	18.966645	4.178959	7.493943	11.447880	1.474738	13.953911	13.136467	-4.372725	-19.964187	18.189239	0.719905	2.968592	10.815709	1.437625	18.081406	9.686816	-3.169523	-15.923591	19.370979	0.872229	3.746162	9.285618	2.629929	17.545919	14.355567	-1.729974	-15.877366	16.411451	3.168078	5.505382	10.190129	1.781058	14.201121	13.508143	-2.667661	-18.271837	17.973661	2.213740	3.231909	9.785034	2.359436	15.403781	13.980643	-2.424619	-16.127747	19.438822	3.887354	6.695111	10.110097	2.208907	13.787718	14.331815	-6.070362	-17.821718	19.182838	2.427229	3.031970	8.864303	1.531248	15.617867	13.601345	-2.488412	-16.691167	14.294339	2.648536	1.958453	6.471069	1.518157	16.467199	13.856199	-3.272999	-15.849278	11.695563
	1.028878	4.696013	12.031041	1.505962	16.011154	9.932953	-5.265320	-17.302368	21.813386	1.537370	4.650603	10.307415	1.699582	17.233276	13.413912	-4.563838	-19.442387	19.640760	2.307357	4.432334	9.881998	2.232974	15.712241	14.246286	-6.842009	-18.925548	18.825317	2.167648	3.625121	9.728672	2.410571	15.728058	13.945848	-7.604727	-17.649105	21.941455	0.966945	3.721648	10.957875	2.532482	17.447414	14.107003	-6.291165	-18.016505	20.590000	4.051388	7.527628	11.446599	1.941045	13.664073	13.654941	-4.935212	-19.747393	20.110234	0.497029	3.015144	10.756659	1.958413	18.366065	10.549624	-3.959712	-15.634638	21.089122	0.582734	3.489802	9.212878	3.175395	17.725604	15.400893	-2.065689	-15.608122	17.599543	2.968181	5.367083	10.215308	2.299107	14.259711	14.185860	-3.033909	-18.355769	19.705467	1.889783	2.934140	9.757990	2.963057	15.665265	14.847876	-3.076331	-15.947367	21.280560	3.485932	5.990900	10.031824	2.777316	14.287013	15.283587	-6.582191	-17.340889	21.106320	2.424928	3.449737	9.042673	1.777466	15.438165	13.800070	-2.890382	-16.834267	16.441391	2.798160	2.621337	6.941137	1.657093	16.581018	13.598863	-4.157176	-16.377003	14.254241
	0.717358	4.107206	11.908929	2.233437	16.554645	11.130328	-6.091025	-16.556660	23.646178	1.256353	4.354554	10.234965	2.205579	17.130798	14.139480	-4.857698	-19.415471	21.385531	2.075661	3.839200	9.822702	2.807872	15.949028	15.153702	-7.612323	-18.432874	20.394310	1.703452	2.685781	9.574321	3.066450	16.092722	15.044549	-8.225717	-17.001261	23.741011	0.607966	3.172635	10.846065	3.151549	17.693416	14.989461	-6.958796	-17.358576	22.097125	3.771683	7.181939	11.350253	2.549490	13.685157	14.467266	-5.630508	-19.202624	21.928237	0.215533	2.741674	10.597640	2.556155	18.855536	11.648723	-4.823643	-15.168431	22.857385	0.254878	3.037110	9.033127	3.816153	17.953575	16.771819	-2.584179	-15.139313	18.580206	2.659031	4.881635	10.172617	2.915246	14.526738	15.098324	-3.605079	-18.105157	21.387729	1.513535	2.437919	9.614631	3.658591	16.053581	15.981128	-3.899283	-15.499169	23.228771	3.026022	5.005763	9.876127	3.447346	14.976041	16.475377	-7.283949	-16.579950	23.148121	2.302424	3.541359	9.129265	2.134000	15.465461	14.209641	-3.415005	-16.779796	18.391265	2.821145	3.136720	7.304459	1.872000	16.557892	13.594622	-5.147462	-16.550558	16.530938
	0.362925	3.284880	11.684770	3.046944	17.219382	12.643968	-6.962107	-15.521680	25.366746	0.908656	3.805036	10.052466	2.819540	17.207085	15.156215	-5.374574	-18.965278	23.080299	1.773194	3.048366	9.691199	3.470512	16.319207	16.309840	-8.458986	-17.713366	21.949036	1.209196	1.649733	9.303976	3.831459	16.555002	16.425591	-8.947534	-16.265501	25.576133	0.207127	2.490174	10.621409	3.880363	18.008500	16.174193	-7.731144	-16.427847	23.595454	3.372877	6.445301	11.166805	3.278075	14.070183	15.565949	-6.444885	-18.305363	23.774523	-0.098308	2.205312	10.340752	3.236641	19.500329	12.990418	-5.727268	-14.567170	24.675502	-0.081877	2.429475	8.744088	4.539576	18.221575	18.471975	-3.275912	-14.529081	19.366164	2.275409	4.092579	10.061849	3.600969	14.950042	16.262264	-4.383437	-17.458427	23.040149	1.110796	1.793525	9.345548	4.430876	16.501421	17.402619	-4.827189	-14.793729	25.294197	2.545999	3.874744	9.617318	4.216446	15.726049	17.938422	-8.093865	-15.593359	25.333989	2.073369	3.283009	9.125632	2.616749	15.765403	14.821187	-4.087082	-16.552000	20.233414	2.716003	3.428770	7.574865	2.183276	16.544526	13.827416	-6.235204	-16.425548	18.569216
	0.000758	2.374379	11.331777	3.935149	17.814138	14.527210	-7.837420	-14.256032	26.808360	0.524620	3.042070	9.764637	3.536975	17.485930	16.453990	-6.088631	-18.115665	24.846031	1.432595	2.140616	9.480252	4.206820	16.761720	17.736276	-9.351206	-16.814067	23.525156	0.725901	0.619422	8.918426	4.681770	17.006315	18.126162	-9.709786	-15.525629	27.301114	-0.206213	1.743978	10.269852	4.721829	18.366174	17.687720	-8.566013	-15.318194	25.044757	2.892054	5.353379	10.895134	4.097001	14.775895	16.969025	-7.321119	-17.072577	25.634336	-0.418452	1.514092	9.974109	4.018886	20.176419	14.613595	-6.620718	-13.867170	26.418211	-0.398797	1.726152	8.333747	5.326991	18.486306	20.525134	-4.079759	-13.858344	19.840449	1.859830	3.114055	9.861609	4.341927	15.431916	17.719654	-5.314373	-16.466976	24.555704	0.713359	1.086326	8.940831	5.273805	16.925365	19.147417	-5.798989	-13.919259	27.349086	2.077307	2.740219	9.236124	5.080176	16.409089	19.706862	-8.912957	-14.528508	27.550412	1.765673	2.729207	9.021567	3.218503	16.287224	15.646058	-4.888795	-16.153770	22.070273	2.494925	3.448203	7.757393	2.602791	16.654731	14.284737	-7.408980	-16.072796	20.457876
	-0.336078	1.503300	10.843042	4.885403	18.225115	16.793160	-8.673779	-12.917233	27.819620	0.131849	2.137614	9.368498	4.361136	17.933762	18.050899	-6.941616	-16.969357	26.622536	1.083841	1.214158	9.178805	5.014943	17.212649	19.468420	-10.241222	-15.869679	24.982635	0.293373	-0.300023	8.420166	5.592034	17.337696	20.190394	-10.420575	-14.890552	28.711559	-0.593724	1.023915	9.782379	5.667953	18.691054	19.570598	-9.402701	-14.152822	26.242273	2.375631	4.021982	10.518333	4.979287	15.644866	18.727378	-8.186478	-15.600668	27.302720	-0.723249	0.781970	9.485367	4.905941	20.717118	16.562668	-7.442613	-13.103970	27.901700	-0.668077	1.020444	7.781961	6.161990	18.658386	22.968425	-4.888115	-13.249412	19.840482	1.452080	2.084813	9.546903	5.140014	15.876085	19.515457	-6.312058	-15.276995	25.756514	0.363544	0.419348	8.402243	6.176896	17.248632	21.239822	-6.736450	-13.040965	29.228228	1.648930	1.715379	8.729072	6.020383	16.927627	21.800738	-9.661757	-13.550727	29.627973	1.409837	1.966159	8.806659	3.915739	16.918421	16.706305	-5.774917	-15.571568	23.963625	2.180782	3.188561	7.847034	3.128782	16.922855	14.967381	-8.639716	-15.546741	22.304349
	-0.609032	0.770214	10.232506	5.878813	18.444714	19.413896	-9.399373	-11.753151	28.313700	-0.238890	1.198804	8.852309	5.296579	18.438087	20.002864	-7.881427	-15.681182	28.155122	0.756097	0.375175	8.784491	5.884737	17.569834	21.521855	-11.078677	-15.047450	26.082677	-0.063392	-1.038403	7.831415	6.535898	17.507380	22.591882	-10.953292	-14.463189	29.742496	-0.917771	0.410786	9.177942	6.685529	18.909945	21.805804	-10.164241	-13.078236	27.008392	1.883511	2.646916	10.008764	5.909097	16.458258	20.910619	-8.951253	-14.082815	28.484276	-0.989687	0.092631	8.880978	5.859752	20.999038	18.855046	-8.121459	-12.347682	28.972367	-0.873560	0.404234	7.101305	7.033399	18.692355	25.756367	-5.585168	-12.836498	19.371805	1.087843	1.129334	9.108002	5.993950	16.210507	21.671447	-7.283046	-14.082553	26.505397	0.097543	-0.124385	7.763666	7.118932	17.443288	23.631188	-7.570946	-12.346253	30.832431	1.287842	0.875058	8.108908	7.014812	17.238825	24.210464	-10.262006	-12.776909	31.438425	1.035426	1.081602	8.477663	4.676979	17.533070	18.029359	-6.687072	-14.797845	25.880580	1.803601	2.684969	7.835305	3.737475	17.300101	15.893241	-9.870809	-14.884425	24.181625
	-0.788052	0.224975	9.538517	6.905368	18.535772	22.309385	-9.958744	-10.976779	28.313340	-0.552204	0.347810	8.221511	6.324576	18.868856	22.328407	-8.814327	-14.451258	29.188690	0.483023	-0.297749	8.304093	6.794621	17.758569	23.906952	-11.802596	-14.482025	26.651849	-0.321984	-1.555444	7.176964	7.495235	17.528923	25.288826	-11.223732	-14.306732	30.357722	-1.143203	-0.034465	8.479434	7.748941	19.000981	24.360873	-10.774170	-12.254766	27.254020	1.477304	1.446427	9.366575	6.877050	17.056854	23.513756	-9.516500	-12.789345	29.024664	-1.190814	-0.495734	8.187763	6.831488	21.010208	21.466955	-8.592990	-11.729629	29.549709	-1.000201	-0.061905	6.321264	7.940121	18.589305	28.819351	-6.104501	-12.700020	18.534476	0.799820	0.342514	8.556067	6.891609	16.396800	24.172978	-8.141286	-13.092798	26.755542	-0.059587	-0.490844	7.059228	8.092576	17.507009	26.269740	-8.304938	-11.932638	32.079214	1.016134	0.256537	7.400088	8.049072	17.354987	26.896923	-10.678455	-12.268154	32.893331	0.673211	0.176623	8.036015	5.475558	18.009179	19.646309	-7.562971	-13.882122	27.683379	1.396701	2.012545	7.710754	4.396845	17.683418	17.096875	-11.024350	-14.142666	26.043941
	-0.859271	-0.115257	8.799701	7.978728	18.538034	25.398021	-10.351706	-10.662954	27.898537	-0.779186	-0.329090	7.500983	7.416707	19.162223	24.993034	-9.616796	-13.454685	29.623134	0.298937	-0.758811	7.758942	7.724990	17.768504	26.597171	-12.332423	-14.237310	26.662482	-0.461947	-1.839022	6.486643	8.462820	17.437613	28.224460	-11.289544	-14.361796	30.433966	-1.244280	-0.278617	7.716218	8.839410	18.974080	27.181103	-11.161489	-11.792303	26.993005	1.198624	0.554728	8.623908	7.883229	17.402834	26.466372	-9.837329	-11.928356	28.960314	-1.303265	-0.939813	7.441230	7.810671	20.835815	24.337786	-8.835035	-11.410840	29.628285	-1.031603	-0.343673	5.482831	8.882694	18.361979	32.076207	-6.440692	-12.838312	17.485019	0.612784	-0.224067	7.920346	7.817669	16.429804	26.972320	-8.817509	-12.481484	26.544098	-0.098642	-0.660140	6.320933	9.100153	17.447590	29.103840	-8.971215	-11.785476	32.934890	0.852208	-0.129069	6.631791	9.111114	17.304607	29.810870	-10.943870	-12.047386	33.939156	0.355386	-0.643482	7.488443	6.293724	18.265536	21.575996	-8.334816	-12.963890	29.197760	0.993262	1.267417	7.463473	5.081824	17.964839	18.617057	-12.021309	-13.428840	27.693382
	-0.815316	-0.239569	8.043487	9.113646	18.436686	28.622604	-10.597828	-10.784839	27.151848	-0.898896	-0.771561	6.718321	8.551887	19.281193	27.954413	-10.187939	-12.810288	29.452818	0.224852	-0.992485	7.174703	8.671970	17.623894	29.539611	-12.600876	-14.300180	26.202598	-0.474075	-1.904108	5.789733	9.444244	17.257729	31.339974	-11.283087	-14.517721	29.876948	-1.212836	-0.323142	6.917392	9.946982	18.843737	30.203548	-11.281843	-11.706218	26.309987	1.068726	0.017658	7.821803	8.932947	17.511106	29.688854	-9.928282	-11.591246	28.394116	-1.314424	-1.213572	6.674973	8.819509	20.562650	27.394890	-8.881406	-11.489943	29.259752	-0.956067	-0.431345	4.626760	9.871905	18.024556	35.449431	-6.628844	-13.195888	16.387342	0.542606	-0.548092	7.237690	8.761644	16.305800	30.008881	-9.259423	-12.332359	25.972068	-0.027915	-0.649872	5.572266	10.139663	17.269599	32.090232	-9.549448	-11.848962	33.459756	0.808080	-0.287482	5.831045	10.180317	17.092664	32.909926	-11.092062	-12.088426	34.588461	0.111990	-1.307591	6.853518	7.117335	18.294516	23.809209	-8.932696	-12.242123	30.298826	0.626640	0.538583	7.095146	5.765757	18.065594	20.481228	-12.794901	-12.888254	28.874663
	-0.659453	-0.151244	7.287186	10.305092	18.183519	31.941809	-10.716455	-11.246503	26.162796	-0.899833	-0.948790	5.901924	9.711789	19.192398	31.163507	-10.449198	-12.540016	28.752297	0.264827	-1.000569	6.569357	9.646570	17.352773	32.671441	-12.581953	-14.628235	25.406200	-0.369955	-1.784104	5.106408	10.458548	16.994263	34.579649	-11.266632	-14.775097	28.806507	-1.062514	-0.195672	6.103314	11.072851	18.613115	33.366680	-11.141599	-11.938969	25.313388	1.083194	-0.174084	6.995793	10.026437	17.391240	33.098853	-9.799632	-11.753630	27.465475	-1.223926	-1.307275	5.912404	9.867408	20.199065	30.585972	-8.785646	-11.946999	28.531386	-0.777800	-0.340699	3.784576	10.934005	17.587842	38.870145	-6.717299	-13.697714	15.375725	0.595288	-0.620559	6.539807	9.720543	16.005500	33.225260	-9.440078	-12.572337	25.159319	0.131808	-0.502542	4.824443	11.195808	16.966854	35.192491	-10.016599	-12.060880	33.738993	0.881027	-0.236630	5.017805	11.229202	16.692211	36.158823	-11.171485	-12.296969	34.882250	-0.033749	-1.786361	6.159672	7.938990	18.136741	26.312962	-9.308369	-11.899533	30.950756	0.328524	-0.105101	6.620495	6.426455	17.964540	22.691524	-13.300545	-12.681476	29.413370
	-0.408473	0.134663	6.532261	11.533628	17.729525	35.325185	-10.705698	-11.939438	25.024224	-0.786707	-0.875605	5.075339	10.886908	18.886953	34.561097	-10.353375	-12.571087	27.659230	0.409852	-0.790130	5.942863	10.671212	16.973035	35.931339	-12.290013	-15.170191	24.413377	-0.176224	-1.503319	4.438654	11.535560	16.627963	37.896296	-11.220108	-15.194584	27.461280	-0.824817	0.074359	5.279441	12.226597	18.261646	36.618965	-10.776364	-12.399578	24.117456	1.213671	-0.043431	6.163069	11.164529	17.034149	36.622031	-9.436887	-12.290173	26.330448	-1.042968	-1.221797	5.161702	10.937112	19.692231	33.885739	-8.566556	-12.679342	27.560963	-0.515817	-0.090034	2.968350	12.088577	17.031990	42.293666	-6.731981	-14.277851	14.539910	0.764178	-0.448775	5.843498	10.698284	15.516207	36.567415	-9.423460	-12.967277	24.149877	0.358372	-0.253798	4.073301	12.252739	16.519767	38.379586	-10.425216	-12.356426	33.799359	1.048843	-0.000944	4.199364	12.247898	16.076605	39.519345	-11.287741	-12.559912	34.843868	-0.068845	-2.068039	5.434198	8.763654	17.831265	29.044134	-9.453928	-12.010666	31.192113	0.123595	-0.617489	6.063040	7.065495	17.707958	25.215470	-13.530440	-12.929118	29.275964
