hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-7.014115	-5.410740	-25.164626	3.042486	15.061572	33.420207	8.088992	-5.353138	-10.304436	-5.161648	-4.970284	-23.809686	2.589881	17.623948	29.020665	7.292506	-6.865178	-8.918152	-6.346927	-4.828810	-23.811279	3.199962	15.594924	32.309503	7.155468	-7.089099	-11.277839	-5.698327	-0.862583	-24.491930	3.609634	12.538488	32.892111	6.561731	-6.031436	-12.194988	-6.456242	-1.751505	-22.777577	3.673884	12.646612	35.714277	7.677654	-5.084545	-13.361487	-5.584613	-3.716510	-22.475652	3.268096	15.290019	32.693500	7.408820	-6.578649	-11.114470	-7.286722	-6.993233	-26.691077	4.410989	13.282345	32.108200	7.449592	-3.324131	-10.219877	-5.817424	-2.226311	-23.113647	3.353362	14.126212	30.657929	5.379149	-7.142447	-10.591848	-7.507826	-3.323121	-23.218530	2.248458	12.949571	32.247504	6.732751	-6.232739	-11.107732	-45.976000	24.218705	-85.968154	2.856702	10.844644	46.815981	5.127051	-6.282415	-12.736713	-4.501739	-1.106081	-22.180896	3.316839	12.186606	33.229311	5.171290	-7.439844	-12.824232	-5.941267	-3.633019	-24.777373	2.444318	15.177035	31.746187	7.395346	-6.358079	-9.310403	-3.138603	-4.396161	-25.081777	1.032504	16.048035	23.544559	3.708057	-10.577799	-2.722084
	-7.624718	-4.459192	-24.702316	2.912561	13.043238	35.191383	7.978333	-4.380409	-12.110271	-5.887970	-4.621703	-24.128046	3.025159	15.918264	31.757065	7.056810	-5.936388	-11.026848	-6.797123	-4.184613	-23.193868	2.908549	14.031145	33.886607	7.033100	-6.236234	-13.033751	-6.136237	0.003658	-23.767145	3.332098	10.811612	34.290528	6.413033	-5.044946	-13.755573	-6.838845	-0.893706	-22.209053	3.253244	10.747681	37.305385	7.476886	-3.826903	-15.083276	-6.128767	-3.014847	-22.236753	3.281982	13.585197	34.735877	7.373702	-5.762437	-12.942020	-7.637457	-6.684263	-26.228541	4.259269	12.154255	33.473819	7.434168	-2.504584	-11.773483	-6.460098	-1.383980	-22.790966	3.301803	12.255020	32.557212	5.225943	-6.495408	-12.288548	-8.026404	-2.791212	-22.865188	2.090067	11.223050	33.959278	6.686972	-5.105326	-12.782699	-37.539726	23.229379	-63.668349	3.159320	9.623277	42.737912	5.267855	-5.344264	-14.259755	-5.128062	-0.126634	-21.759106	3.229539	10.302180	34.860751	5.092086	-6.602554	-14.520788	-6.521504	-2.920265	-24.568021	2.433166	13.576648	33.657781	7.320340	-5.542769	-11.058736	-3.852473	-4.320093	-25.583341	1.299746	15.571160	26.430565	5.357462	-9.763986	-4.681057
	-8.074369	-3.466329	-23.865143	2.561435	11.326441	36.348916	7.951495	-3.472137	-13.724889	-6.535822	-3.816241	-24.010999	3.040585	13.841438	33.954056	6.827582	-4.928378	-12.952292	-7.070623	-3.545073	-22.267743	2.453781	12.860372	34.895148	7.022316	-5.507341	-14.591135	-6.322908	0.591043	-22.810265	2.952163	9.829877	35.142066	6.387403	-4.274430	-15.132371	-6.960236	-0.223448	-21.385486	2.709632	9.615492	38.393665	7.388812	-2.929385	-16.583531	-6.567629	-2.279953	-21.723508	3.089798	12.011560	36.235703	7.399038	-5.006780	-14.572906	-7.794595	-6.369417	-25.457238	3.903935	11.342959	34.333018	7.498744	-1.792560	-13.168054	-6.902846	-0.519347	-22.134157	2.971254	10.627812	33.899029	5.178773	-5.859277	-13.830704	-8.307404	-2.370773	-22.222584	1.685658	9.921226	35.129209	6.759866	-4.109851	-14.256202	-23.289815	15.078489	-40.099089	3.103906	8.997272	39.274740	5.463246	-4.648975	-15.625699	-5.482914	0.688433	-21.061044	2.965355	8.909684	35.960378	5.099655	-5.935699	-16.029791	-7.006004	-2.114356	-23.998078	2.197128	12.043536	35.016066	7.263511	-4.775639	-12.640798	-5.258090	-3.398184	-26.591331	1.895214	14.768318	29.089948	6.314548	-9.028238	-6.536227
	-8.246124	-2.711306	-22.757155	2.139775	10.350766	36.982531	8.012429	-2.823180	-15.156115	-7.012328	-2.822153	-23.482040	2.755714	11.920654	35.566243	6.710131	-4.043224	-14.676101	-7.127782	-3.094395	-21.148052	1.982415	12.339356	35.435535	7.147215	-5.037547	-15.952646	-6.220869	0.755044	-21.729772	2.585134	9.770896	35.543715	6.407943	-3.842949	-16.367635	-6.835363	0.110673	-20.353073	2.255990	9.492052	39.020646	7.441249	-2.618104	-17.864662	-6.819998	-1.724106	-20.980794	2.797331	10.902140	37.236125	7.514969	-4.440827	-16.004812	-7.767435	-6.092265	-24.456499	3.473437	10.962029	34.768094	7.622988	-1.316668	-14.423833	-7.078363	0.161066	-21.200684	2.469186	9.577735	34.695456	5.219827	-5.297386	-15.215466	-8.310307	-2.207344	-21.325017	1.199588	9.357000	35.748526	6.882247	-3.497307	-15.558950	-12.982084	6.076045	-27.487462	2.510889	9.104264	37.960692	5.673121	-4.244674	-16.841705	-5.506923	1.108531	-20.132273	2.637353	8.325684	36.548660	5.175431	-5.525291	-17.345817	-7.300580	-1.414358	-23.149441	1.822611	10.875308	35.877151	7.266235	-4.182925	-14.052652	-8.305831	-0.536422	-29.021127	2.645245	13.382501	31.628606	6.751894	-8.165799	-8.341196
	-8.124732	-2.352260	-21.474868	1.740297	10.233230	37.175785	8.099509	-2.520502	-16.422250	-7.237491	-1.931386	-22.600327	2.329162	10.604614	36.601559	6.690231	-3.509987	-16.210029	-6.977343	-2.942767	-19.923088	1.569579	12.518756	35.611421	7.354039	-4.869117	-17.146218	-5.880430	0.501171	-20.585182	2.268160	10.486028	35.612609	6.421164	-3.724889	-17.473127	-6.515573	0.064562	-19.187774	1.937982	10.231824	39.269082	7.624572	-2.822854	-18.950186	-6.853829	-1.453348	-20.062625	2.493286	10.434368	37.804563	7.723110	-4.132105	-17.249624	-7.592614	-5.868309	-23.302680	3.044889	10.991939	34.868717	7.780394	-1.100133	-15.554757	-6.980829	0.491074	-20.077420	1.943745	9.324650	35.015322	5.293209	-4.971351	-16.441452	-8.065664	-2.330185	-20.235672	0.777978	9.562797	35.905672	6.987358	-3.403620	-16.714902	-8.103483	1.132082	-21.979376	1.901387	9.789179	37.445517	5.872596	-4.061989	-17.929257	-5.246256	1.080715	-19.035282	2.324734	8.518627	36.733250	5.258487	-5.365762	-18.500636	-7.347613	-1.006320	-22.130688	1.412755	10.312538	36.328729	7.324568	-3.913218	-15.300623	-15.501817	6.413799	-35.813411	3.331580	11.617212	34.371630	6.940148	-7.156620	-10.054658
	-7.774459	-2.433834	-20.103664	1.407528	10.809040	37.021544	8.150292	-2.564841	-17.530698	-7.189923	-1.347629	-21.437484	1.896229	10.128441	37.117874	6.732366	-3.444812	-17.552007	-6.677766	-3.145677	-18.645819	1.237409	13.273846	35.489735	7.533860	-4.952422	-18.189249	-5.404252	-0.088020	-19.390272	1.989217	11.610490	35.437278	6.395872	-3.781789	-18.429608	-6.077151	-0.305098	-17.940431	1.674631	11.413116	39.204159	7.862376	-3.293304	-19.860506	-6.704648	-1.469903	-19.003925	2.211482	10.574288	38.018132	7.987466	-4.025955	-18.332908	-7.319677	-5.709767	-22.046456	2.645813	11.298334	34.709447	7.913309	-1.064964	-16.576989	-6.676250	0.401472	-18.824084	1.504755	9.848910	34.956462	5.359331	-4.942813	-17.506032	-7.655888	-2.694157	-19.017658	0.469345	10.308940	35.732635	7.076932	-3.663847	-17.730909	-5.991972	-1.167595	-19.289743	1.458464	10.736062	37.074177	6.024819	-3.957676	-18.896215	-4.807430	0.696858	-17.826861	2.036966	9.205135	36.634414	5.307629	-5.365384	-19.522778	-7.159650	-0.986477	-21.021743	1.050364	10.429357	36.457263	7.423690	-4.016828	-16.392200	-29.635297	17.079894	-53.760368	3.336732	9.944249	38.693410	7.043224	-6.049009	-11.646665
	-7.300176	-2.893874	-18.685272	1.147924	11.773690	36.584950	8.162910	-2.903051	-18.456214	-6.915345	-1.143590	-20.081958	1.538174	10.448354	37.218282	6.815943	-3.729467	-18.696131	-6.328382	-3.646732	-17.342611	0.970539	14.293079	35.128103	7.623660	-5.146352	-19.063152	-4.904111	-0.852011	-18.123150	1.722254	12.714958	35.062842	6.285585	-3.851455	-19.205180	-5.619032	-0.851597	-16.626785	1.388527	12.553230	38.889530	8.012812	-3.757888	-20.627566	-6.440480	-1.712663	-17.819338	1.945492	11.128461	37.942714	8.226944	-4.023870	-19.291224	-6.997273	-5.619435	-20.704171	2.278130	11.695892	34.336364	7.952715	-1.123681	-17.503715	-6.269453	-0.042536	-17.471956	1.152387	10.816034	34.635101	5.387110	-5.041836	-18.426141	-7.170059	-3.235227	-17.703087	0.244644	11.280054	35.313160	7.122462	-3.980049	-18.618558	-4.894809	-2.481274	-17.512766	1.107757	11.636245	36.621639	6.081755	-3.812594	-19.736088	-4.295428	0.090749	-16.542900	1.752615	10.073407	36.315874	5.292709	-5.403916	-20.409640	-6.808661	-1.325327	-19.855897	0.771077	11.089018	36.333663	7.544982	-4.355871	-17.342254	-45.247269	21.929432	-85.617709	1.788579	8.833603	47.275962	7.078956	-4.964573	-13.133434
	-6.799728	-3.598763	-17.215515	0.938786	12.814843	35.889640	8.133022	-3.387581	-19.192462	-6.498518	-1.286622	-18.621155	1.254574	11.281142	37.011482	6.905265	-4.095812	-19.654603	-6.006284	-4.309282	-16.006689	0.740713	15.256699	34.560189	7.598004	-5.314605	-19.755165	-4.446861	-1.631599	-16.751809	1.472830	13.553076	34.487529	6.024115	-3.874020	-19.779580	-5.204009	-1.452768	-15.255999	1.106361	13.428097	38.367468	7.951455	-4.081923	-21.280118	-6.113887	-2.110262	-16.529092	1.689161	11.852382	37.626943	8.369509	-4.049955	-20.140965	-6.655707	-5.592449	-19.257776	1.935685	12.030041	33.757136	7.869773	-1.230418	-18.319437	-5.829558	-0.729926	-16.044181	0.846876	11.864028	34.110314	5.343509	-5.091713	-19.201510	-6.690538	-3.863887	-16.304354	0.052732	12.164314	34.686221	7.060261	-4.151573	-19.370432	-4.207151	-3.409349	-15.986659	0.832824	12.347742	35.995272	6.004473	-3.656295	-20.444417	-3.796978	-0.599801	-15.193209	1.468732	10.872639	35.797628	5.154310	-5.403011	-21.159726	-6.383865	-1.916288	-18.632733	0.555781	12.007080	36.002182	7.645105	-4.696856	-18.173356	-53.007040	20.470898	-112.520416	-0.892647	8.506019	58.201941	7.061345	-4.098524	-14.514318
	-6.333286	-4.387599	-15.663369	0.764567	13.698720	34.945801	7.998474	-3.807736	-19.791040	-6.039850	-1.669492	-17.106811	1.001707	12.245445	36.564483	6.925086	-4.343444	-20.452276	-5.749315	-4.979051	-14.610011	0.538823	15.965720	33.808806	7.407173	-5.402486	-20.289420	-4.060708	-2.305817	-15.265636	1.285275	14.083224	33.706590	5.558232	-3.902248	-20.158001	-4.852901	-2.029927	-13.830836	0.896143	14.032478	37.660603	7.646097	-4.297114	-21.818553	-5.754752	-2.604614	-15.153342	1.455911	12.551317	37.101774	8.367883	-4.087893	-20.897201	-6.291613	-5.634118	-17.672399	1.608971	12.247436	32.950948	7.678636	-1.365032	-18.987834	-5.401312	-1.533715	-14.562367	0.589842	12.750676	33.402679	5.195752	-5.057500	-19.808317	-6.267410	-4.490367	-14.829687	-0.125026	12.766516	33.872775	6.844967	-4.162254	-19.950704	-3.728518	-4.110419	-14.463091	0.663319	12.844844	35.156829	5.779769	-3.594843	-21.015419	-3.361853	-1.270322	-13.753743	1.221790	11.483469	35.069455	4.824134	-5.390445	-21.780818	-5.954084	-2.642931	-17.344765	0.371717	12.896028	35.481496	7.658895	-4.892293	-18.897830	-55.009550	21.171472	-120.487376	-2.576415	8.992037	63.906467	7.056539	-3.601350	-15.760945
	-5.922785	-5.112851	-13.993766	0.642615	14.320916	33.768476	7.697242	-4.064990	-20.301905	-5.619548	-2.150216	-15.555046	0.771921	13.053216	35.905056	6.787879	-4.435468	-21.105612	-5.559004	-5.547148	-13.124920	0.385184	16.386043	32.895051	7.006352	-5.468029	-20.680293	-3.743984	-2.813992	-13.669545	1.180438	14.353498	32.732339	4.885201	-3.996219	-20.348418	-4.561537	-2.535599	-12.338858	0.778016	14.425807	36.771660	7.153874	-4.495753	-22.198484	-5.388054	-3.138894	-13.698981	1.258199	13.108445	36.386490	8.202366	-4.163094	-21.560405	-5.887478	-5.741476	-15.934592	1.298446	12.396162	31.908729	7.401277	-1.547917	-19.493599	-5.016144	-2.323488	-13.032811	0.421573	13.378875	32.527890	4.909272	-5.022122	-20.233676	-5.907754	-5.046750	-13.287710	-0.262666	13.051035	32.896448	6.458757	-4.130446	-20.334586	-3.368056	-4.614332	-12.858870	0.595559	13.125402	34.099617	5.414205	-3.658613	-21.400944	-2.999980	-1.858904	-12.191123	1.050069	11.890143	34.112540	4.284584	-5.448118	-22.242932	-5.556169	-3.405335	-15.991140	0.217306	13.584245	34.780250	7.530955	-4.938297	-19.507983	-51.896618	22.961649	-109.801134	-1.886082	10.135518	59.752884	7.100116	-3.449078	-16.851389
	-5.563645	-5.684754	-12.192819	0.593551	14.682673	32.373933	7.211086	-4.213787	-20.686708	-5.266828	-2.607866	-13.967425	0.606364	13.604331	35.055974	6.439421	-4.462095	-21.606657	-5.408338	-5.973151	-11.540229	0.300652	16.578061	31.832446	6.401066	-5.607445	-20.901556	-3.471657	-3.148033	-11.967419	1.113494	14.382766	31.589792	4.058842	-4.129509	-20.333772	-4.318116	-2.947320	-10.765530	0.721681	14.647240	35.692236	6.529340	-4.719639	-22.362416	-5.037532	-3.655571	-12.162371	1.093076	13.473134	35.487832	7.889185	-4.261229	-22.059920	-5.441941	-5.884020	-14.054026	1.027286	12.533932	30.636772	7.047395	-1.825576	-19.804335	-4.688385	-2.999768	-11.452414	0.368688	13.754727	31.504337	4.458652	-5.064704	-20.475940	-5.588036	-5.492774	-11.685541	-0.325742	13.085478	31.781090	5.907950	-4.170117	-20.501470	-3.069566	-4.925097	-11.163662	0.593216	13.179619	32.836146	4.904981	-3.792711	-21.499600	-2.692941	-2.327212	-10.494189	0.953131	12.094297	32.925843	3.575159	-5.609230	-22.454949	-5.197285	-4.127933	-14.570029	0.118862	14.037913	33.909082	7.239270	-4.925022	-19.983941	-43.322141	23.392647	-82.780439	0.093112	11.394510	49.210328	7.141358	-3.472233	-17.769881
	-5.236786	-6.077004	-10.270482	0.605066	14.812337	30.781262	6.536057	-4.329695	-20.818228	-4.965557	-2.987712	-12.336146	0.534769	13.930112	34.040075	5.877011	-4.536101	-21.904635	-5.260794	-6.249027	-9.863400	0.275002	16.589522	30.624884	5.646025	-5.842756	-20.890919	-3.209668	-3.311917	-10.174198	1.033107	14.192669	30.303757	3.160387	-4.267637	-20.071062	-4.109770	-3.254498	-9.109653	0.696976	14.722144	34.424443	5.792651	-4.980296	-22.255705	-4.717210	-4.100757	-10.536015	0.958479	13.647737	34.396190	7.414328	-4.374210	-22.315370	-4.970400	-6.014645	-12.059943	0.810374	12.663974	29.164664	6.610789	-2.192599	-19.836306	-4.412195	-3.519419	-9.823316	0.406501	13.919137	30.346267	3.859421	-5.167105	-20.493517	-5.278547	-5.806923	-10.032922	-0.301130	12.962011	30.548348	5.220789	-4.302108	-20.400749	-2.796615	-5.043222	-9.396208	0.633022	13.021214	31.403993	4.246560	-3.952577	-21.228485	-2.409530	-2.635263	-8.678426	0.906049	12.083548	31.540426	2.748712	-5.839195	-22.330378	-4.864597	-4.763370	-13.069580	0.095258	14.301286	32.878127	6.795276	-4.959557	-20.292373	-28.794230	17.096321	-50.342025	1.364674	12.369964	40.237755	7.087787	-3.502146	-18.498291
	-4.918046	-6.282796	-8.247275	0.652280	14.736203	29.022277	5.672450	-4.460428	-20.573382	-4.688004	-3.285115	-10.640805	0.530242	14.083727	32.864640	5.134225	-4.677057	-21.911511	-5.087887	-6.356091	-8.115894	0.282050	16.429642	29.285225	4.810624	-6.132211	-20.565356	-2.927731	-3.305087	-8.327995	0.941062	13.878648	28.898771	2.258912	-4.475469	-19.504799	-3.918708	-3.445955	-7.386229	0.698480	14.685670	32.993095	4.973584	-5.292694	-21.824317	-4.421778	-4.420848	-8.823491	0.864521	13.655279	33.111476	6.730721	-4.555762	-22.283223	-4.487298	-6.087159	-9.988471	0.635076	12.742621	27.539717	6.068116	-2.617334	-19.493389	-4.164837	-3.878111	-8.156082	0.485595	13.919456	29.069517	3.167771	-5.273800	-20.211022	-4.958628	-5.974566	-8.345603	-0.197322	12.756580	29.226838	4.443590	-4.501490	-19.972372	-2.525277	-4.973670	-7.584764	0.711089	12.706018	29.861852	3.471359	-4.145259	-20.585206	-2.114735	-2.748671	-6.780196	0.887951	11.875263	30.006593	1.870394	-6.102675	-21.827244	-4.540696	-5.283543	-11.478554	0.136801	14.419039	31.698080	6.222205	-5.088061	-20.378208	-15.221249	5.951701	-29.014044	1.369334	13.091898	35.840660	6.876864	-3.491599	-19.026407
	-4.580097	-6.278961	-6.154706	0.728723	14.514719	27.133232	4.666586	-4.665685	-19.877009	-4.415768	-3.481983	-8.866153	0.548168	14.108563	31.529628	4.253599	-4.847688	-21.545305	-4.869396	-6.271581	-6.327171	0.316419	16.129666	27.849457	3.952659	-6.469035	-19.872923	-2.602972	-3.137734	-6.475814	0.863750	13.566439	27.413108	1.406569	-4.874975	-18.590668	-3.719746	-3.507322	-5.621132	0.725824	14.578385	31.439841	4.129081	-5.666578	-21.039496	-4.129648	-4.563996	-7.044807	0.832604	13.525894	31.660670	5.869490	-4.848494	-21.878425	-3.999994	-6.058489	-7.880925	0.490035	12.748315	25.825896	5.424652	-3.131534	-18.734531	-3.917413	-4.073325	-6.467197	0.579483	13.819154	27.704138	2.442826	-5.398158	-19.590115	-4.617062	-5.989648	-6.646008	-0.035272	12.525045	27.855465	3.629194	-4.757724	-19.196093	-2.236897	-4.731516	-5.756906	0.815080	12.314513	28.264309	2.657382	-4.392158	-19.607353	-1.778755	-2.665010	-4.854177	0.888038	11.553063	28.373404	1.024021	-6.411355	-20.935272	-4.214401	-5.664141	-9.807818	0.220078	14.410683	30.394024	5.541234	-5.285323	-20.179403	-7.962624	-1.576324	-19.139430	0.907213	13.548726	33.637294	6.495892	-3.509522	-19.353470
	-4.205543	-6.068447	-4.052865	0.820669	14.250065	25.168714	3.638608	-4.985307	-18.752000	-4.131960	-3.564493	-7.043272	0.580362	14.091269	30.079401	3.305387	-5.068275	-20.821297	-4.592054	-5.992827	-4.524663	0.383239	15.761647	26.360812	3.116658	-6.885145	-18.827172	-2.225370	-2.828555	-4.653713	0.810557	13.347625	25.890120	0.647708	-5.562169	-17.319496	-3.485013	-3.420287	-3.845602	0.764676	14.425656	29.811096	3.307381	-6.098172	-19.908454	-3.816245	-4.525191	-5.236287	0.859160	13.324698	30.105099	4.959178	-5.239505	-21.066727	-3.512437	-5.901436	-5.786473	0.377663	12.712102	24.089519	4.736629	-3.777203	-17.580953	-3.642545	-4.099358	-4.777303	0.683648	13.690293	26.289860	1.736620	-5.600049	-18.639696	-4.247027	-5.858320	-4.960721	0.163384	12.328516	26.467863	2.829201	-5.099576	-18.092123	-1.914216	-4.344415	-3.948459	0.918323	11.930621	26.649150	1.883482	-4.703574	-18.309895	-1.386232	-2.413246	-2.959601	0.897881	11.231362	26.688047	0.264897	-6.781290	-19.677565	-3.880423	-5.880048	-8.092873	0.327088	14.294726	29.009758	4.789014	-5.514094	-19.647801	-4.956668	-4.833560	-14.410123	0.602145	13.742824	31.998881	5.945330	-3.608009	-19.456023
	-3.793361	-5.671736	-2.003954	0.892939	14.003374	23.180722	2.675597	-5.417799	-17.231649	-3.822084	-3.541644	-5.215181	0.626353	14.103664	28.561684	2.371172	-5.374776	-19.751476	-4.251182	-5.531110	-2.729776	0.465035	15.384694	24.852273	2.329187	-7.385049	-17.471830	-1.799464	-2.389948	-2.883513	0.778502	13.283122	24.358265	-0.006886	-6.540904	-15.713385	-3.195749	-3.164549	-2.093869	0.793314	14.230201	28.147647	2.514229	-6.571212	-18.463676	-3.465249	-4.312993	-3.429818	0.910611	13.097880	28.492125	4.075114	-5.710742	-19.863562	-3.027445	-5.622086	-3.752919	0.297041	12.695384	22.374571	4.059948	-4.504947	-16.080066	-3.317796	-3.965699	-3.108825	0.788157	13.583932	24.861442	1.102617	-5.897704	-17.375962	-3.839202	-5.591064	-3.307472	0.379496	12.230929	25.076668	2.086502	-5.567462	-16.681926	-1.548234	-3.847994	-2.207467	0.996409	11.626707	25.041271	1.188098	-5.098182	-16.693811	-0.935310	-2.022871	-1.136491	0.902306	10.985704	24.996513	-0.401084	-7.202827	-18.088096	-3.530638	-5.916941	-6.374237	0.444418	14.110121	27.591673	4.024602	-5.776600	-18.761854	-3.697138	-6.043696	-11.575631	0.505883	13.723234	30.495591	5.236340	-3.767099	-19.264086
	-3.346991	-5.134787	-0.054428	0.916412	13.837956	21.207111	1.809143	-5.975069	-15.355664	-3.478788	-3.418653	-3.412598	0.664221	14.169137	27.012076	1.517180	-5.765463	-18.334121	-3.845233	-4.905394	-0.966573	0.533297	15.035829	23.345527	1.599694	-7.961325	-15.838330	-1.332193	-1.832062	-1.181023	0.765703	13.407203	22.833580	-0.594117	-7.690453	-13.805727	-2.847059	-2.731789	-0.398863	0.794842	13.988819	26.478861	1.734604	-7.068126	-16.738778	-3.070133	-3.932627	-1.652808	0.953028	12.865865	26.854178	3.234883	-6.242795	-18.300972	-2.548055	-5.253912	-1.813218	0.239680	12.768353	20.696670	3.415362	-5.237023	-14.276437	-2.932735	-3.696729	-1.481893	0.874380	13.523678	23.439023	0.577992	-6.258990	-15.818356	-3.378016	-5.189369	-1.692027	0.585208	12.265356	23.674891	1.424478	-6.165342	-14.951667	-1.139924	-3.280750	-0.571614	1.035402	11.460981	23.455418	0.577083	-5.603200	-14.776311	-0.427530	-1.497730	0.589468	0.886047	10.852481	23.333748	-0.986291	-7.706411	-16.177058	-3.152024	-5.780141	-4.683125	0.557563	13.904587	26.173983	3.295518	-6.103286	-17.543707	-3.069020	-6.365178	-9.428740	0.531449	13.524546	29.010137	4.418348	-3.974142	-18.688527
	-2.865558	-4.504477	1.772688	0.883362	13.833727	19.268035	1.045708	-6.686396	-13.158997	-3.095976	-3.174765	-1.656299	0.670496	14.279212	25.458595	0.762285	-6.233608	-16.587641	-3.372459	-4.151467	0.735822	0.577878	14.774632	21.851173	0.932511	-8.639104	-13.938912	-0.824515	-1.168905	0.439556	0.770814	13.707253	21.332513	-1.164896	-8.885491	-11.638901	-2.441011	-2.141890	1.216250	0.777387	13.747380	24.820213	0.968078	-7.622588	-14.739590	-2.625695	-3.391536	0.073634	0.975980	12.658680	25.210915	2.435349	-6.831581	-16.414726	-2.077854	-4.829699	0.013950	0.194851	12.985644	19.057423	2.805892	-5.969735	-12.203133	-2.491599	-3.317916	0.089798	0.924896	13.528351	22.026857	0.175551	-6.645960	-14.001872	-2.860727	-4.668967	-0.114454	0.748620	12.405228	22.257657	0.839817	-6.857449	-12.937386	-0.694059	-2.678253	0.945499	1.029885	11.480524	21.901438	0.055634	-6.226568	-12.587991	0.126162	-0.853285	2.204317	0.845663	10.834316	21.718008	-1.515916	-8.332935	-14.000806	-2.735495	-5.486143	-3.042583	0.651638	13.707779	24.778911	2.616353	-6.505073	-16.042328	-2.626662	-6.281455	-7.512931	0.609793	13.207008	27.533668	3.575971	-4.246240	-17.755484
	-2.349944	-3.806609	3.469732	0.793163	14.031851	17.379644	0.388079	-7.547431	-10.659340	-2.663868	-2.780377	0.035610	0.637938	14.427208	23.918753	0.093404	-6.794927	-14.546694	-2.834692	-3.311101	2.348152	0.612331	14.679894	20.381260	0.319223	-9.458856	-11.789845	-0.277516	-0.415611	1.965158	0.790583	14.135174	19.877181	-1.755513	-10.122184	-9.262376	-1.983053	-1.441334	2.742666	0.782831	13.639177	23.171409	0.225415	-8.350848	-12.450704	-2.119155	-2.702544	1.736500	0.993142	12.548326	23.575368	1.676104	-7.531395	-14.230838	-1.619093	-4.360085	1.716363	0.150718	13.359456	17.460244	2.233168	-6.752969	-9.883749	-2.006568	-2.848963	1.597678	0.930026	13.621273	20.623395	-0.115495	-7.050615	-11.951056	-2.286950	-4.026107	1.415770	0.849641	12.629087	20.840189	0.335903	-7.645276	-10.675018	-0.218542	-2.060670	2.344485	0.980474	11.705720	20.390021	-0.365780	-6.965050	-10.156385	0.716617	-0.097039	3.681998	0.782210	10.930069	20.174655	-2.004216	-9.105023	-11.584546	-2.279846	-5.053308	-1.472398	0.721148	13.540521	23.418614	1.985702	-6.971813	-14.297000	-2.238521	-5.941600	-5.727414	0.709843	12.845122	26.081297	2.774202	-4.613377	-16.489264
	-1.811552	-3.058316	5.035737	0.647254	14.424457	15.561305	-0.168287	-8.555752	-7.879236	-2.177119	-2.223237	1.643898	0.581211	14.630540	22.398791	-0.514734	-7.497814	-12.233506	-2.237313	-2.402545	3.834271	0.657725	14.791355	18.973726	-0.262626	-10.458967	-9.421193	0.297491	0.399233	3.376578	0.813429	14.649724	18.488650	-2.378910	-11.443942	-6.691168	-1.480091	-0.675844	4.174797	0.846665	13.798261	21.538455	-0.490315	-9.370202	-9.869594	-1.535397	-1.875162	3.325426	1.021041	12.620783	21.962161	0.963749	-8.434688	-11.765857	-1.172321	-3.834872	3.286252	0.099668	13.860143	15.921359	1.698452	-7.635879	-7.337538	-1.492341	-2.292829	3.025944	0.894629	13.815399	19.236492	-0.358642	-7.532423	-9.624301	-1.656110	-3.256594	2.884429	0.888914	12.934949	19.456892	-0.088255	-8.554448	-8.206257	0.275693	-1.430604	3.626921	0.892683	12.115723	18.937405	-0.689789	-7.829972	-7.498397	1.327770	0.751985	5.003128	0.715316	11.159834	18.735985	-2.456518	-10.060942	-8.945582	-1.787682	-4.506646	0.012661	0.773773	13.446108	22.091471	1.401886	-7.506982	-12.330983	-1.844638	-5.450068	-4.053228	0.805139	12.530938	24.659335	2.058327	-5.086315	-14.908404
